카테고리,경기도 화성시,경기도 화성시 봉담읍,경기도 화성시 우정읍,경기도 화성시 향남읍,경기도 화성시 남양읍,경기도 화성시 매송면,경기도 화성시 비봉면,경기도 화성시 마도면,경기도 화성시 송산면,경기도 화성시 서신면,경기도 화성시 팔탄면,경기도 화성시 장안면,경기도 화성시 양감면,경기도 화성시 정남면,경기도 화성시 새솔동,경기도 화성시 진안동,경기도 화성시 병점1동,경기도 화성시 병점2동,경기도 화성시 반월동,경기도 화성시 기배동,경기도 화성시 화산동,경기도 화성시 동탄1동,경기도 화성시 동탄2동,경기도 화성시 동탄3동,경기도 화성시 동탄4동,경기도 화성시 동탄5동,경기도 화성시 동탄6동,경기도 화성시 동탄7동,경기도 화성시 동탄8동
2020년02월_남_30~39세,"77,639","5,625","1,006","8,858","4,013",384,313,500,527,341,701,586,269,751,"2,252","5,308","2,411","1,620","2,980",814,"1,713","4,804","2,063","4,485","4,400","4,700","3,985","9,078","3,152"
2020년02월_남_40~49세,"84,166","8,063","1,658","9,184","3,630",590,433,680,852,522,"1,032",862,363,"1,098","1,805","4,263","2,658","2,679","3,061","1,436","2,238","5,283","4,298","4,291","6,779","3,796","2,788","7,836","1,988"
2020년02월_남_50~59세,"58,582","6,228","1,953","5,702","3,340",868,741,875,"1,263",946,"1,467","1,368",615,"1,443","1,179","2,947","1,993","1,619","2,113","1,148","2,158","3,302","2,375","2,031","2,723","1,901","1,567","3,657","1,060"
2020년02월_남_60~69세,"32,046","3,573","1,318","2,867","2,165",640,629,647,"1,037",866,"1,033","1,069",473,"1,030",482,"1,573","1,066",699,"1,114",630,"1,408","1,082",858,824,916,974,709,"1,758",606
2020년02월_남_70~79세,"14,144","1,610",754,"1,272",940,322,320,362,567,410,419,512,224,485,98,666,498,372,355,302,584,421,424,477,314,439,257,558,182
2020년02월_남_80~89세,"4,819",460,284,460,329,122,149,131,291,207,170,241,87,201,27,204,147,136,90,83,189,129,131,140,79,97,70,112,53
2020년02월_남_90~99세,405,41,26,34,22,13,14,10,32,18,18,19,8,15,2,27,7,8,12,3,8,10,7,14,6,8,8,12,3
2020년02월_남_100세 이상,34,4,3,5,0,2,2,0,0,3,0,5,0,2,0,1,0,0,1,1,2,0,1,0,0,0,1,1,0
2020년02월_여_총인구수,"396,477","38,611","7,939","38,910","17,961","3,482","2,565","2,796","5,060","3,137","3,903","4,397","1,591","4,767","9,483","20,293","13,775","12,551","15,782","6,730","11,072","24,613","18,204","20,369","26,844","18,926","14,079","37,713","10,924"
2020년02월_여_연령구간인구수,"396,477","38,611","7,939","38,910","17,961","3,482","2,565","2,796","5,060","3,137","3,903","4,397","1,591","4,767","9,483","20,293","13,775","12,551","15,782","6,730","11,072","24,613","18,204","20,369","26,844","18,926","14,079","37,713","10,924"
2020년02월_여_0~9세,"51,676","4,297",488,"5,251","1,975",165,110,124,240,90,142,188,57,211,"1,803","2,309","1,368","1,354","2,265",691,943,"3,235","2,337","3,070","4,859","2,935","2,146","7,135","1,888"
2020년02월_여_10~19세,"45,773","4,856",718,"4,747","1,628",243,160,201,372,152,219,291,73,387,876,"2,009","1,580","1,999","1,901",917,"1,096","3,425","3,170","2,544","4,189","1,882","1,293","3,900",945
2020년02월_여_20~29세,"45,091","4,391",705,"4,402","2,195",380,244,254,411,192,346,389,139,481,"1,092","3,012","2,065","1,405","1,878",756,"1,298","3,415","1,790","2,631","2,108","2,104","2,064","3,639","1,305"
2020년02월_여_30~39세,"72,276","5,626",688,"7,085","2,844",297,193,243,377,207,333,320,123,393,"2,232","4,024","2,198","1,747","3,055",837,"1,450","4,873","2,541","4,216","5,664","4,701","3,530","9,547","2,932"
2020년02월_여_40~49세,"73,122","7,326","1,128","7,343","2,776",449,262,334,617,311,470,478,138,618,"1,684","3,446","2,526","2,764","2,836","1,357","1,811","5,168","4,470","4,071","6,181","3,453","2,446","6,887","1,772"
2020년02월_여_50~59세,"50,598","5,571","1,493","4,610","2,929",691,530,557,920,680,851,862,336,932,"1,170","2,672","1,939","1,496","2,214","1,020","1,988","2,666","2,074","1,854","2,257","1,894","1,423","3,825","1,144"
2020년02월_여_60~69세,"31,253","3,604","1,252","2,874","1,921",595,449,506,919,717,745,846,329,808,410,"1,605","1,143",903,"1,033",632,"1,385","1,091",999,"1,099",981,"1,189",720,"1,863",635
2020년02월_여_70~79세,"16,268","1,879",841,"1,567",998,405,334,325,664,411,415,585,208,516,126,787,642,563,367,331,685,483,566,621,391,513,291,570,184
2020년02월_여_80~89세,"8,882",881,546,902,586,228,228,212,442,313,324,393,168,354,76,368,271,275,193,164,363,221,217,230,177,220,139,296,95
2020년02월_여_90~99세,"1,464",171,78,124,106,28,54,36,90,58,53,43,19,60,14,60,42,45,39,24,47,34,38,32,37,32,27,49,24
2020년02월_여_100세 이상,74,9,2,5,3,1,1,4,8,6,5,2,1,7,0,1,1,0,1,1,6,2,2,1,0,3,0,2,0
