,경기도 성남시,경기도 성남시 수정구,경기도 성남시 수정구 신흥1동,경기도 성남시 수정구 신흥2동,경기도 성남시 수정구 신흥3동,경기도 성남시 수정구 태평1동,경기도 성남시 수정구 태평2동,경기도 성남시 수정구 태평3동,경기도 성남시 수정구 태평4동,경기도 성남시 수정구 수진1동,경기도 성남시 수정구 수진2동,경기도 성남시 수정구 단대동,경기도 성남시 수정구 산성동,경기도 성남시 수정구 양지동,경기도 성남시 수정구 복정동,경기도 성남시 수정구 위례동,경기도 성남시 수정구 신촌동,경기도 성남시 수정구 고등동,경기도 성남시 수정구 시흥동,경기도 성남시 중원구,경기도 성남시 중원구 성남동,경기도 성남시 중원구 중앙동,경기도 성남시 중원구 금광1동,경기도 성남시 중원구 금광2동,경기도 성남시 중원구 은행1동,경기도 성남시 중원구 은행2동,경기도 성남시 중원구 상대원1동,경기도 성남시 중원구 상대원2동,경기도 성남시 중원구 상대원3동,경기도 성남시 중원구 하대원동,경기도 성남시 중원구 도촌동,경기도 성남시 분당구,경기도 성남시 분당구 분당동,경기도 성남시 분당구 수내1동,경기도 성남시 분당구 수내2동,경기도 성남시 분당구 수내3동,경기도 성남시 분당구 정자동,경기도 성남시 분당구 정자1동,경기도 성남시 분당구 정자2동,경기도 성남시 분당구 정자3동,경기도 성남시 분당구 서현1동,경기도 성남시 분당구 서현2동,경기도 성남시 분당구 이매1동,경기도 성남시 분당구 이매2동,경기도 성남시 분당구 야탑1동,경기도 성남시 분당구 야탑2동,경기도 성남시 분당구 야탑3동,경기도 성남시 분당구 판교동,경기도 성남시 분당구 삼평동,경기도 성남시 분당구 백현동,경기도 성남시 분당구 금곡동,경기도 성남시 분당구 구미1동,경기도 성남시 분당구 구미동,경기도 성남시 분당구 운중동
2020년12월_계_80~89세,"24,919","6,336",433,358,314,524,491,427,445,456,471,467,328,300,131,847,78,172,94,"5,680",951,416,189,662,283,774,629,402,349,464,561,"12,903",716,644,261,231,396,881,668,521,887,432,630,407,457,594,765,362,413,485,"1,067",478,"1,226",382
2020년12월_계_90~99세,"4,168",964,57,59,48,64,78,68,51,72,66,76,43,43,34,139,17,32,17,871,142,67,28,102,33,91,87,69,58,86,108,"2,333",131,96,47,38,68,106,118,102,157,74,129,70,96,100,133,65,74,81,204,96,276,72
2020년12월_계_100세 이상,495,212,23,19,9,14,18,17,18,21,16,15,25,3,5,5,0,2,2,187,30,42,31,15,5,22,13,13,10,4,2,96,7,3,2,2,3,8,4,1,5,5,4,6,6,4,10,3,3,2,5,2,11,0
2020년12월_남_총인구수,"465,407","122,204","7,091","9,874","5,874","7,931","7,890","6,947","6,827","6,531","8,099","7,831","5,506","4,932","6,122","22,213","2,529","4,266","1,741","109,444","17,558","7,463","3,621","12,056","5,200","12,221","13,384","7,148","6,573","10,688","13,532","233,759","13,012","8,644","5,216","6,931","9,834","14,589","7,578","7,553","15,634","9,261","12,673","6,747","8,752","8,019","14,375","11,718","12,156","13,365","13,516","8,607","15,062","10,517"
2020년12월_남_연령구간인구수,"465,407","122,204","7,091","9,874","5,874","7,931","7,890","6,947","6,827","6,531","8,099","7,831","5,506","4,932","6,122","22,213","2,529","4,266","1,741","109,444","17,558","7,463","3,621","12,056","5,200","12,221","13,384","7,148","6,573","10,688","13,532","233,759","13,012","8,644","5,216","6,931","9,834","14,589","7,578","7,553","15,634","9,261","12,673","6,747","8,752","8,019","14,375","11,718","12,156","13,365","13,516","8,607","15,062","10,517"
2020년12월_남_0~9세,"35,249","8,005",259,876,205,265,362,326,356,195,378,549,279,307,372,"2,561",258,376,81,"6,815",784,469,225,612,354,680,878,278,291,734,"1,510","20,429","1,029",661,590,526,736,"1,033",507,711,"1,262",746,"1,201",553,677,627,"1,140","1,562","1,463","1,511",954,718,"1,110","1,112"
2020년12월_남_10~19세,"44,995","8,986",383,795,347,396,586,454,600,385,571,679,467,478,234,"2,009",246,260,96,"8,585","1,017",464,227,964,498,"1,054",940,491,493,965,"1,472","27,424","1,569","1,170",983,"1,290",954,"1,618",750,929,"2,199","1,222","1,569",994,680,930,"1,039","1,772","1,516","1,601","1,168",818,"1,432","1,221"
2020년12월_남_20~29세,"67,835","18,557","1,108","1,333",914,"1,432","1,327","1,113","1,132",968,"1,216","1,160",748,700,"1,204","2,740",463,690,309,"16,196","2,974",856,488,"1,843",880,"1,947","1,922",957,967,"1,675","1,687","33,082","1,947","1,210",531,942,"1,656","2,151","1,045","1,059","2,260","1,475","1,763",942,"1,425","1,036","2,171","1,154","1,545","1,906","2,017","1,303","2,291","1,253"
2020년12월_남_30~39세,"69,598","19,208","1,061","1,742",877,"1,231","1,197",945,901,850,"1,170","1,139",732,600,"1,565","3,461",483,953,301,"16,733","3,348",993,615,"1,739",704,"1,673","2,207",908,923,"1,513","2,110","33,657","1,835","1,135",374,768,"1,828","2,307","1,485","1,082","2,065","1,198","1,753",606,"1,451",968,"2,889","1,362","1,611","1,743","2,205","1,393","2,188","1,411"
2020년12월_남_40~49세,"77,503","19,874","1,168","1,478",976,"1,177","1,176","1,078","1,075",976,"1,217","1,256","1,016",833,"1,207","4,070",405,537,229,"17,309","2,636","1,252",563,"1,897",818,"1,860","2,193","1,095",993,"1,560","2,442","40,320","2,118","1,670","1,202","1,458","1,534","2,612","1,225","1,317","2,890","1,448","2,147","1,064","1,373","1,262","2,181","2,521","2,292","2,239","2,067","1,426","2,318","1,956"
2020년12월_남_50~59세,"77,774","20,947","1,387","1,643","1,164","1,403","1,435","1,333","1,236","1,372","1,423","1,332",936,881,726,"3,469",300,652,255,"19,283","2,863","1,482",621,"2,159",874,"2,215","2,333","1,583","1,311","1,890","1,952","37,544","2,083","1,461",825,"1,092","1,428","2,423","1,122","1,195","2,517","1,636","2,052","1,195","1,264","1,256","2,140","1,802","1,984","2,283","2,144","1,403","2,502","1,737"
2020년12월_남_60~69세,"55,652","16,249","1,073","1,295",832,"1,185","1,069","1,063",876,"1,057","1,253",994,733,657,515,"2,619",240,511,277,"15,252","2,367","1,201",566,"1,736",629,"1,640","1,843","1,160","1,031","1,598","1,481","24,151","1,400",673,371,538,"1,021","1,212",840,676,"1,333",963,"1,293",830,"1,132","1,111","1,788",973,"1,123","1,354","1,663",904,"1,748","1,205"
2020년12월_남_70~79세,"26,391","7,793",494,563,427,628,548,461,469,540,659,518,435,348,238,984,103,229,149,"7,033","1,176",541,233,835,339,833,831,541,446,595,663,"11,565",694,384,221,223,484,783,391,338,693,395,617,389,530,558,776,413,455,554,854,418,923,472
2020년12월_남_80~89세,"9,229","2,288",139,128,118,193,168,149,168,158,195,182,135,118,53,270,26,49,39,"2,016",355,166,74,249,97,292,217,118,107,146,195,"4,925",297,247,105,85,178,405,184,215,370,158,244,160,190,244,229,145,149,150,387,197,452,134
2020년12월_남_90~99세,"1,047",234,13,16,12,20,15,19,10,22,14,17,15,9,6,28,5,8,5,171,30,21,4,20,6,20,16,14,9,12,19,642,38,33,13,9,14,41,28,30,43,17,32,13,29,27,22,14,17,24,57,27,98,16
2020년12월_남_100세 이상,134,63,6,5,2,1,7,6,4,8,3,5,10,1,2,2,0,1,0,51,8,18,5,2,1,7,4,3,2,0,1,20,2,0,1,0,1,4,1,1,2,3,2,1,1,0,0,0,1,0,0,0,0,0
2020년12월_여_총인구수,"474,657","119,497","6,419","10,270","5,391","7,619","7,822","6,609","6,712","6,064","8,011","8,005","5,185","5,060","5,001","23,212","2,253","4,341","1,523","106,687","16,363","6,601","3,408","12,593","5,465","12,341","12,490","6,646","5,998","10,491","14,291","248,473","13,433","9,480","5,474","7,081","9,887","16,442","8,376","8,002","16,729","9,523","13,287","7,012","8,908","8,828","14,776","12,214","12,774","14,345","15,304","9,185","16,351","11,062"
2020년12월_여_연령구간인구수,"474,657","119,497","6,419","10,270","5,391","7,619","7,822","6,609","6,712","6,064","8,011","8,005","5,185","5,060","5,001","23,212","2,253","4,341","1,523","106,687","16,363","6,601","3,408","12,593","5,465","12,341","12,490","6,646","5,998","10,491","14,291","248,473","13,433","9,480","5,474","7,081","9,887","16,442","8,376","8,002","16,729","9,523","13,287","7,012","8,908","8,828","14,776","12,214","12,774","14,345","15,304","9,185","16,351","11,062"
2020년12월_여_0~9세,"33,586","7,864",251,902,215,247,391,306,350,197,414,522,250,297,371,"2,489",257,325,80,"6,445",801,407,206,653,309,614,786,256,282,739,"1,392","19,277",969,617,598,505,707,"1,031",412,615,"1,201",694,"1,106",476,660,651,"1,058","1,484","1,311","1,413",949,638,"1,116","1,066"
2020년12월_여_10~19세,"42,844","8,579",340,814,300,382,525,462,600,305,513,604,424,452,204,"2,119",196,268,71,"8,002",953,407,232,973,530,951,894,488,400,804,"1,370","26,263","1,411","1,072",992,"1,160",976,"1,686",638,842,"2,149","1,115","1,554",859,621,878,"1,046","1,656","1,525","1,514","1,192",868,"1,318","1,191"
2020년12월_여_20~29세,"64,443","16,678",910,"1,302",835,"1,374","1,180",832,941,800,"1,129","1,023",617,695,"1,077","2,743",278,722,220,"15,056","2,899",707,458,"1,986",932,"1,705","1,590",826,828,"1,471","1,654","32,709","1,782","1,291",438,917,"1,468","2,602","1,028",997,"2,338","1,302","1,638",858,"1,326","1,111","2,006","1,206","1,524","1,923","2,084","1,395","2,263","1,212"
2020년12월_여_30~39세,"67,410","16,763",758,"1,683",656,948,969,795,741,610,934,"1,083",602,537,"1,063","3,872",404,880,228,"14,390","2,478",925,490,"1,636",693,"1,376","1,800",705,657,"1,388","2,242","36,257","1,798","1,321",514,764,"1,677","2,714","1,469","1,212","2,192","1,180","1,862",750,"1,439","1,132","2,488","1,767","1,983","2,096","2,462","1,416","2,313","1,708"
2020년12월_여_40~49세,"79,662","17,777",856,"1,527",772,933,"1,101",956,"1,074",786,"1,111","1,197",816,808,802,"3,938",356,542,202,"15,599","2,155",946,482,"1,803",815,"1,854","1,803",900,818,"1,498","2,525","46,286","2,520","2,076","1,445","1,718","1,690","3,312","1,440","1,519","3,463","1,823","2,517","1,341","1,390","1,528","2,178","2,756","2,398","2,471","2,358","1,558","2,682","2,103"
2020년12월_여_50~59세,"78,018","20,300","1,144","1,841",978,"1,316","1,369","1,223","1,147","1,171","1,456","1,411",892,861,600,"3,677",308,665,241,"18,960","2,714","1,136",604,"2,171",905,"2,261","2,287","1,341","1,244","2,057","2,240","38,758","2,203","1,372",645,"1,009","1,498","2,378","1,263","1,213","2,498","1,677","2,061","1,209","1,414","1,343","2,434","1,608","1,969","2,497","2,443","1,518","2,729","1,777"
2020년12월_여_60~69세,"57,965","17,233","1,160","1,380",869,"1,226","1,191","1,051",933,"1,141","1,339","1,150",801,730,550,"2,637",279,529,267,"15,462","2,317","1,113",520,"1,875",675,"1,797","1,886","1,164",959,"1,487","1,669","25,270","1,478",722,393,564,"1,069","1,279",910,750,"1,400",965,"1,326",793,"1,135","1,118","1,963","1,004","1,216","1,430","1,833",917,"1,767","1,238"
2020년12월_여_70~79세,"31,557","9,376",645,534,527,805,699,646,594,693,774,661,547,462,225,"1,046",111,262,145,"8,273","1,316",640,251,988,389,"1,215",952,617,511,651,743,"13,908",755,546,258,267,528,895,639,476,854,434,738,417,584,640,946,462,525,607,"1,151",523,"1,200",463
2020년12월_여_80~89세,"15,690","4,048",294,230,196,331,323,278,277,298,276,285,193,182,78,577,52,123,55,"3,664",596,250,115,413,186,482,412,284,242,318,366,"7,978",419,397,156,146,218,476,484,306,517,274,386,247,267,350,536,217,264,335,680,281,774,248
2020년12월_여_90~99세,"3,121",730,44,43,36,44,63,49,41,50,52,59,28,34,28,111,12,24,12,700,112,46,24,82,27,71,71,55,49,74,89,"1,691",93,63,34,29,54,65,90,72,114,57,97,57,67,73,111,51,57,57,147,69,178,56
2020년12월_여_100세 이상,361,149,17,14,7,13,11,11,14,13,13,10,15,2,3,3,0,1,2,136,22,24,26,13,4,15,9,10,8,4,1,76,5,3,1,2,2,4,3,0,3,2,2,5,5,4,10,3,2,2,5,2,11,0
