카테고리,전라북도 익산시,전라북도 익산시 함열읍,전라북도 익산시 오산면,전라북도 익산시 황등면,전라북도 익산시 함라면,전라북도 익산시 웅포면,전라북도 익산시 성당면,전라북도 익산시 용안면,전라북도 익산시 낭산면,전라북도 익산시 망성면,전라북도 익산시 여산면,전라북도 익산시 금마면,전라북도 익산시 왕궁면,전라북도 익산시 춘포면,전라북도 익산시 삼기면,전라북도 익산시 용동면,전라북도 익산시 중앙동,전라북도 익산시 평화동,전라북도 익산시 인화동,전라북도 익산시 동산동,전라북도 익산시 마동,전라북도 익산시 남중동,전라북도 익산시 모현동,전라북도 익산시 송학동,전라북도 익산시 영등1동,전라북도 익산시 영등2동,전라북도 익산시 어양동,전라북도 익산시 신동,전라북도 익산시 팔봉동,전라북도 익산시 삼성동
2021년02월_남_80~89세,"4,103",159,176,200,80,79,66,102,116,124,88,108,169,122,82,73,88,70,162,280,116,292,392,83,171,77,123,206,93,206
2021년02월_남_90~99세,470,14,20,21,12,10,8,15,8,12,10,16,38,19,13,8,12,6,15,24,11,24,52,9,23,5,12,22,15,16
2021년02월_남_100세 이상,25,1,3,4,0,0,1,0,0,1,1,0,3,0,1,0,0,1,0,2,0,2,0,1,0,0,1,1,1,1
2021년02월_여_총인구수,"141,029","3,525","3,978","3,532","1,171",771,950,"1,328","1,471","1,526","1,647","2,514","2,125","2,204","1,272",801,"1,621","2,270","3,440","11,475","4,622","5,714","19,768","4,313","11,822","7,335","12,970","7,681","3,238","15,945"
2021년02월_여_연령구간인구수,"141,029","3,525","3,978","3,532","1,171",771,950,"1,328","1,471","1,526","1,647","2,514","2,125","2,204","1,272",801,"1,621","2,270","3,440","11,475","4,622","5,714","19,768","4,313","11,822","7,335","12,970","7,681","3,238","15,945"
2021년02월_여_0~9세,"9,161",172,264,126,34,15,10,35,57,52,99,156,32,82,28,13,38,138,147,837,187,228,"1,744",436,726,618,"1,070",301,259,"1,257"
2021년02월_여_10~19세,"13,471",309,302,236,71,20,46,75,50,80,74,174,84,123,44,36,61,174,206,"1,035",315,368,"2,169",459,"1,319",964,"1,697",595,320,"2,065"
2021년02월_여_20~29세,"16,250",267,307,274,76,47,55,77,92,52,128,229,115,157,98,42,170,217,437,"1,135",625,574,"2,260",418,"1,496","1,120","1,649","1,755",321,"2,057"
2021년02월_여_30~39세,"13,393",244,351,235,52,22,32,42,91,53,110,211,69,162,56,33,120,232,314,"1,150",384,422,"2,243",596,"1,157",810,"1,546",614,376,"1,666"
2021년02월_여_40~49세,"20,393",362,491,329,93,47,59,78,115,122,133,252,136,205,82,48,164,315,361,"1,662",575,647,"3,170",681,"1,889","1,514","2,655",778,506,"2,924"
2021년02월_여_50~59세,"23,996",574,661,609,197,101,148,171,234,212,239,436,327,348,248,112,263,415,504,"2,021",969,934,"3,296",624,"2,333","1,236","2,265","1,140",518,"2,861"
2021년02월_여_60~69세,"20,612",693,733,680,207,191,221,296,288,366,325,483,479,457,257,174,350,405,696,"1,838",831,"1,143","2,522",562,"1,673",529,"1,155","1,089",427,"1,542"
2021년02월_여_70~79세,"13,605",492,474,546,235,149,191,293,297,301,270,339,450,304,224,176,291,224,463,"1,122",460,954,"1,418",351,711,350,582,788,261,889
2021년02월_여_80~89세,"8,481",339,328,402,161,143,153,222,214,242,235,204,357,305,189,141,124,124,272,587,234,380,798,162,421,162,301,503,188,590
2021년02월_여_90~99세,"1,584",68,67,89,41,34,33,39,32,43,33,28,72,59,44,23,35,24,38,81,40,63,141,23,94,32,47,108,60,93
2021년02월_여_100세 이상,83,5,0,6,4,2,2,0,1,3,1,2,4,2,2,3,5,2,2,7,2,1,7,1,3,0,3,10,2,1
