카테고리,강원도,강원도 춘천시,강원도 원주시,강원도 강릉시,강원도 동해시,강원도 태백시,강원도 속초시,강원도 삼척시,강원도 홍천군,강원도 횡성군,강원도 영월군,강원도 평창군,강원도 정선군,강원도 철원군,강원도 화천군,강원도 양구군,강원도 인제군,강원도 고성군,강원도 양양군
2020년12월_남_60~69세,"120,154","18,484","22,561","16,137","6,719","3,786","6,188","5,577","7,181","5,355","4,224","4,603","3,991","3,290","2,039","1,788","2,801","2,655","2,775"
2020년12월_남_70~79세,"60,730","9,214","9,586","8,727","3,654","2,209","2,977","3,179","3,441","2,696","2,191","2,327","2,028","2,085","1,074",873,"1,275","1,501","1,693"
2020년12월_남_80~89세,"25,547","4,251","4,204","3,573","1,341",748,"1,091","1,328","1,559","1,200",989,959,781,813,474,398,522,639,677
2020년12월_남_90~99세,"2,558",470,410,331,111,64,127,112,171,123,99,75,80,81,59,38,66,77,64
2020년12월_남_100세 이상,266,49,29,29,9,27,13,12,7,10,16,11,20,11,7,6,6,3,1
2020년12월_여_총인구수,"766,335","143,189","178,437","107,527","44,602","21,079","41,700","32,232","33,579","22,650","18,676","20,360","17,696","21,483","11,385","10,449","14,610","12,955","13,726"
2020년12월_여_연령구간인구수,"766,335","143,189","178,437","107,527","44,602","21,079","41,700","32,232","33,579","22,650","18,676","20,360","17,696","21,483","11,385","10,449","14,610","12,955","13,726"
2020년12월_여_0~9세,"51,568","10,553","13,878","6,522","3,211","1,236","2,878","1,899","1,889","1,025",788,948,843,"1,659",892,841,"1,226",622,658
2020년12월_여_10~19세,"65,953","12,950","17,290","9,016","4,228","1,837","3,615","2,469","2,507","1,667","1,333","1,370","1,222","1,830",892,"1,012","1,105",742,868
2020년12월_여_20~29세,"78,710","17,415","21,295","11,396","3,859","1,565","3,924","3,194","2,690","1,663","1,393","1,423","1,212","2,057","1,172","1,039","1,375","1,044",994
2020년12월_여_30~39세,"78,926","16,767","22,286","10,283","4,292","1,791","4,271","2,652","2,772","1,632","1,262","1,434","1,354","2,104","1,179","1,132","1,673",967,"1,075"
2020년12월_여_40~49세,"109,102","21,484","28,996","15,884","6,989","3,002","6,271","4,013","3,840","2,267","2,079","2,431","2,077","2,651","1,257","1,160","1,765","1,346","1,590"
2020년12월_여_50~59세,"130,154","23,428","30,269","18,265","7,565","3,436","7,684","5,250","6,043","4,115","3,293","3,757","3,160","3,370","1,788","1,660","2,477","2,218","2,376"
2020년12월_여_60~69세,"121,424","19,743","23,032","17,569","7,186","3,896","6,610","5,590","6,639","4,918","3,867","4,273","3,584","3,436","1,798","1,577","2,404","2,538","2,764"
2020년12월_여_70~79세,"74,729","11,807","12,050","10,859","4,428","2,715","3,827","4,008","3,869","2,896","2,643","2,661","2,492","2,631","1,341","1,147","1,402","1,998","1,955"
2020년12월_여_80~89세,"46,465","7,524","7,858","6,335","2,409","1,345","2,111","2,648","2,828","2,042","1,726","1,742","1,450","1,431",892,762,985,"1,204","1,173"
2020년12월_여_90~99세,"8,706","1,448","1,400","1,318",413,218,490,470,466,400,256,290,272,280,166,110,190,262,257
2020년12월_여_100세 이상,598,70,83,80,22,38,19,39,36,25,36,31,30,34,8,9,8,14,16
