,경기도,경기도 수원시,경기도 수원시 장안구,경기도 수원시 권선구,경기도 수원시 팔달구,경기도 수원시 영통구,경기도 성남시,경기도 성남시 수정구,경기도 성남시 중원구,경기도 성남시 분당구,경기도 의정부시,경기도 안양시,경기도 안양시 만안구,경기도 안양시 동안구,경기도 부천시,경기도 광명시,경기도 평택시,경기도 동두천시,경기도 안산시,경기도 안산시 상록구,경기도 안산시 단원구,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 일산동구,경기도 고양시 일산서구,경기도 과천시,경기도 구리시,경기도 남양주시,경기도 오산시,경기도 시흥시,경기도 군포시,경기도 의왕시,경기도 하남시,경기도 용인시,경기도 용인시 처인구,경기도 용인시 기흥구,경기도 용인시 수지구,경기도 파주시,경기도 이천시,경기도 안성시,경기도 김포시,경기도 화성시,경기도 광주시,경기도 양주시,경기도 포천시,경기도 여주시,경기도 연천군,경기도 가평군,경기도 양평군
2020년10월_계_80~89세,"344,435","24,724","7,448","7,433","4,844","4,999","24,687","6,291","5,606","12,790","13,892","14,020","6,887","7,133","19,685","7,514","13,884","4,299","14,271","8,189","6,082","32,645","14,755","8,717","9,173","1,867","4,857","18,371","3,933","8,771","7,488","4,196","5,618","27,385","7,350","10,904","9,131","14,004","6,682","7,501","10,336","14,299","8,197","7,000","6,412","5,269","2,807","3,629","6,192"
2020년10월_계_90~99세,"51,806","3,943","1,244","1,153",722,824,"4,176",955,882,"2,339","1,861","2,141",976,"1,165","3,055","1,133","1,978",604,"2,090","1,209",881,"4,735","2,046","1,371","1,318",378,680,"2,622",507,"1,311","1,181",715,988,"4,141","1,159","1,641","1,341","2,061",948,"1,023","1,474","2,065","1,248","1,022",983,826,403,521,993
2020년10월_계_100세 이상,"4,297",316,89,94,94,39,487,208,185,94,224,179,83,96,251,144,235,84,130,69,61,332,211,62,59,51,81,219,44,98,78,49,123,202,76,72,54,198,63,58,72,115,102,70,79,52,46,49,66
2020년10월_남_총인구수,"6,741,849","597,863","138,265","186,435","87,991","185,172","466,057","122,555","109,376","234,126","226,232","273,030","120,356","152,674","407,401","149,478","274,461","46,846","334,914","177,584","157,330","527,169","234,680","145,358","147,131","30,459","98,145","354,477","118,665","258,939","136,329","81,603","145,167","533,921","132,715","217,772","183,434","234,915","113,667","96,241","234,117","440,954","194,783","116,719","78,066","56,710","22,820","32,168","59,533"
2020년10월_남_연령구간인구수,"6,741,849","597,863","138,265","186,435","87,991","185,172","466,057","122,555","109,376","234,126","226,232","273,030","120,356","152,674","407,401","149,478","274,461","46,846","334,914","177,584","157,330","527,169","234,680","145,358","147,131","30,459","98,145","354,477","118,665","258,939","136,329","81,603","145,167","533,921","132,715","217,772","183,434","234,915","113,667","96,241","234,117","440,954","194,783","116,719","78,066","56,710","22,820","32,168","59,533"
2020년10월_남_0~9세,"590,278","50,698","9,595","16,959","4,888","19,256","35,565","8,108","6,894","20,563","17,801","20,306","8,012","12,294","29,782","12,175","24,834","3,287","22,810","11,894","10,916","42,017","19,645","10,693","11,679","2,601","7,974","33,683","12,244","24,483","10,743","6,891","15,307","51,907","10,892","22,219","18,796","22,739","9,834","7,297","27,811","53,816","18,213","10,222","4,511","3,852","1,413","1,680","3,782"
2020년10월_남_10~19세,"687,009","61,629","15,130","17,503","7,142","21,854","45,226","9,053","8,647","27,526","21,941","27,356","9,915","17,441","36,577","15,970","27,416","4,352","33,226","17,518","15,708","54,110","21,271","15,425","17,414","3,255","9,424","39,893","12,727","25,688","13,787","7,594","12,584","63,514","14,094","26,245","23,175","25,112","12,380","9,543","24,094","49,144","17,294","12,301","6,479","4,963","1,701","2,492","5,237"
2020년10월_남_20~29세,"948,109","98,355","24,197","28,458","14,952","30,748","67,878","18,527","16,169","33,182","32,662","40,604","18,176","22,428","60,803","20,326","39,621","6,092","56,451","30,651","25,800","77,161","32,502","22,602","22,057","4,506","14,001","44,111","16,832","37,337","20,085","12,348","18,097","71,258","18,784","29,234","23,240","29,873","17,023","12,348","26,323","55,674","23,846","14,658","10,379","6,662","3,417","3,559","5,819"
2020년10월_남_30~39세,"982,705","93,138","17,101","30,610","13,304","32,123","69,757","19,345","16,634","33,778","30,497","39,440","17,482","21,958","60,037","21,229","43,130","5,258","46,507","23,694","22,813","70,390","33,914","18,573","17,903","4,343","13,353","44,221","21,188","40,985","20,012","11,795","25,057","72,148","17,927","29,388","24,833","35,507","16,353","12,667","36,926","78,709","30,290","14,519","8,136","6,079","2,413","3,125","5,496"
2020년10월_남_40~49세,"1,167,816","102,371","22,555","31,934","14,130","33,752","77,954","19,950","17,472","40,532","37,418","43,253","18,089","25,164","65,459","25,950","49,315","7,387","55,437","29,294","26,143","88,367","39,435","24,308","24,624","4,543","16,431","65,241","22,888","48,245","22,035","12,218","26,652","99,102","22,933","41,278","34,891","41,296","17,947","16,086","45,255","86,774","35,114","20,351","11,118","8,299","2,739","4,263","8,308"
2020년10월_남_50~59세,"1,131,227","98,313","24,722","30,738","15,579","27,274","77,881","21,063","19,306","37,512","39,417","47,613","21,496","26,117","72,085","25,082","45,436","8,645","65,384","34,996","30,388","95,788","41,113","27,280","27,395","5,307","17,639","59,529","17,228","45,918","23,666","14,237","20,586","83,575","22,300","33,445","27,830","37,898","18,409","16,650","33,893","61,567","32,286","19,902","16,070","10,557","3,850","6,074","10,742"
2020년10월_남_60~69세,"750,482","58,642","15,021","19,450","10,786","13,385","55,181","16,161","15,086","23,934","27,200","34,625","16,814","17,811","53,947","17,895","26,829","6,360","36,700","19,190","17,510","59,849","27,770","16,359","15,720","3,523","12,108","39,984","9,715","24,460","16,264","10,680","16,724","50,001","15,461","19,048","15,492","24,175","13,005","12,550","23,622","34,831","23,759","14,329","13,031","9,328","3,846","6,190","11,129"
2020년10월_남_70~79세,"345,864","25,106","6,945","7,937","5,272","4,952","26,302","7,779","6,967","11,556","13,682","14,482","7,669","6,813","21,374","8,071","12,420","3,689","13,206","7,350","5,856","26,400","13,090","6,631","6,679","1,615","5,218","20,293","4,283","8,678","6,748","4,220","7,917","29,927","7,382","11,854","10,691","12,588","6,012","6,229","11,929","14,875","10,581","7,516","5,754","4,818","2,303","3,226","6,402"
2020년10월_남_80~89세,"124,854","8,626","2,678","2,558","1,739","1,651","9,136","2,280","1,970","4,886","5,129","4,791","2,460","2,331","6,575","2,490","4,882","1,587","4,720","2,713","2,007","11,798","5,379","3,119","3,300",672,"1,798","6,865","1,446","2,852","2,644","1,450","1,992","11,342","2,667","4,583","4,092","5,137","2,451","2,650","3,893","5,108","3,093","2,666","2,329","1,951","1,012","1,400","2,369"
2020년10월_남_90~99세,"12,348",903,300,261,174,168,"1,041",226,180,635,436,508,215,293,699,254,504,170,443,269,174,"1,195",501,348,346,85,174,596,102,266,321,157,219,"1,109",262,460,387,529,235,209,352,420,280,243,228,185,110,140,235
2020년10월_남_100세 이상,"1,157",82,21,27,25,9,136,63,51,22,49,52,28,24,63,36,74,19,30,15,15,94,60,20,14,9,25,61,12,27,24,13,32,38,13,18,7,61,18,12,19,36,27,12,31,16,16,19,14
2020년10월_여_총인구수,"6,658,766","589,775","136,215","182,879","86,692","183,989","475,423","119,896","106,637","248,890","233,186","279,124","120,008","159,116","413,667","153,283","257,194","47,069","318,469","170,681","147,788","549,395","239,978","153,368","156,049","31,552","99,636","357,338","110,759","236,452","138,291","82,357","143,755","541,569","125,640","223,054","192,875","228,240","105,846","90,454","232,967","409,096","186,038","113,286","69,512","54,895","20,754","30,308","59,076"
2020년10월_여_연령구간인구수,"6,658,766","589,775","136,215","182,879","86,692","183,989","475,423","119,896","106,637","248,890","233,186","279,124","120,008","159,116","413,667","153,283","257,194","47,069","318,469","170,681","147,788","549,395","239,978","153,368","156,049","31,552","99,636","357,338","110,759","236,452","138,291","82,357","143,755","541,569","125,640","223,054","192,875","228,240","105,846","90,454","232,967","409,096","186,038","113,286","69,512","54,895","20,754","30,308","59,076"
2020년10월_여_0~9세,"562,549","47,630","9,008","15,968","4,712","17,942","33,948","7,968","6,496","19,484","16,671","19,571","7,786","11,785","28,306","11,576","23,900","3,086","22,032","11,504","10,528","40,434","18,942","10,190","11,302","2,393","7,413","31,806","11,800","23,513","10,270","6,390","14,658","49,740","10,464","21,040","18,236","21,785","9,197","6,896","26,718","51,335","17,191","9,821","4,177","3,636","1,361","1,710","3,585"
2020년10월_여_10~19세,"648,092","57,440","13,822","16,103","6,832","20,683","43,038","8,677","8,047","26,314","20,652","25,469","9,111","16,358","34,678","15,046","25,670","4,270","31,295","16,723","14,572","51,354","20,264","14,371","16,719","3,033","8,876","37,673","12,208","24,282","13,024","7,162","12,095","59,697","12,459","24,790","22,448","23,682","11,171","8,798","23,092","47,104","16,505","11,855","5,908","4,675","1,494","2,223","4,623"
2020년10월_여_20~29세,"852,841","88,213","19,919","26,163","13,768","28,363","64,506","16,703","14,957","32,846","31,498","37,408","16,516","20,892","56,993","18,460","32,736","5,115","49,626","26,840","22,786","73,579","30,295","22,317","20,967","4,080","13,262","40,514","14,283","31,462","18,319","11,118","17,407","66,028","15,702","27,184","23,142","26,641","13,003","10,039","24,678","47,626","21,214","12,680","7,552","5,462","1,969","2,647","4,723"
2020년10월_여_30~39세,"925,325","86,469","15,746","28,040","11,352","31,331","67,640","16,800","14,417","36,423","29,358","37,455","15,674","21,781","56,873","20,791","36,390","4,922","38,937","20,036","18,901","71,726","33,360","19,552","18,814","4,233","13,187","45,640","17,984","35,532","18,509","11,187","24,410","74,064","16,011","30,663","27,390","31,512","14,176","10,508","38,129","72,456","27,804","13,616","6,527","5,484","1,827","2,638","5,341"
2020년10월_여_40~49세,"1,130,551","100,941","23,062","29,774","13,246","34,859","80,024","17,855","15,671","46,498","37,246","45,233","17,340","27,893","64,643","26,419","43,626","6,939","53,375","28,484","24,891","94,224","39,108","27,068","28,048","4,890","16,566","64,685","20,313","41,608","22,739","12,525","24,001","101,284","20,593","42,802","37,889","39,075","16,812","14,041","41,750","75,992","31,312","19,095","9,517","7,723","2,267","3,679","8,007"
2020년10월_여_50~59세,"1,100,677","98,441","24,685","31,632","15,048","27,076","78,186","20,403","19,074","38,709","40,751","50,423","22,279","28,144","76,192","25,342","40,947","7,756","62,211","33,427","28,784","98,535","41,470","28,425","28,640","5,597","18,186","57,009","15,905","40,973","24,749","15,284","20,931","80,754","20,807","32,877","27,070","34,503","16,966","14,745","32,472","53,089","31,009","18,124","13,186","9,535","3,329","5,350","10,197"
2020년10월_여_60~69세,"759,651","60,009","15,373","19,919","11,396","13,321","57,469","17,197","15,286","24,986","29,173","35,427","17,255","18,172","55,306","19,721","27,287","6,657","33,324","17,837","15,487","59,486","28,233","15,886","15,367","3,742","12,060","42,139","9,944","21,495","16,625","10,548","17,796","55,110","15,375","21,781","17,954","24,446","12,497","12,336","24,857","33,579","23,607","14,222","11,031","9,010","3,625","5,799","11,324"
2020년10월_여_70~79세,"416,901","31,260","8,818","9,446","6,616","6,380","31,575","9,408","8,217","13,950","17,474","17,149","8,804","8,345","25,022","9,917","16,001","5,113","16,371","9,360","7,011","35,432","17,234","8,896","9,302","2,054","6,465","24,182","5,398","10,552","8,298","4,803","7,971","35,653","8,586","14,361","12,706","16,060","7,035","7,380","13,653","17,000","11,249","8,702","6,728","5,375","2,764","3,622","6,643"
2020년10월_여_80~89세,"219,581","16,098","4,770","4,875","3,105","3,348","15,551","4,011","3,636","7,904","8,763","9,229","4,427","4,802","13,110","5,024","9,002","2,712","9,551","5,476","4,075","20,847","9,376","5,598","5,873","1,195","3,059","11,506","2,487","5,919","4,844","2,746","3,626","16,043","4,683","6,321","5,039","8,867","4,231","4,851","6,443","9,191","5,104","4,334","4,083","3,318","1,795","2,229","3,823"
2020년10월_여_90~99세,"39,458","3,040",944,892,548,656,"3,135",729,702,"1,704","1,425","1,633",761,872,"2,356",879,"1,474",434,"1,647",940,707,"3,540","1,545","1,023",972,293,506,"2,026",405,"1,045",860,558,769,"3,032",897,"1,181",954,"1,532",713,814,"1,122","1,645",968,779,755,641,293,381,758
2020년10월_여_100세 이상,"3,140",234,68,67,69,30,351,145,134,72,175,127,55,72,188,108,161,65,100,54,46,238,151,42,45,42,56,158,32,71,54,36,91,164,63,54,47,137,45,46,53,79,75,58,48,36,30,30,52
