카테고리,전라남도 여수시,전라남도 여수시 돌산읍,전라남도 여수시 돌산읍우두출장소,전라남도 여수시 돌산읍죽포출장소,전라남도 여수시 소라면,전라남도 여수시 율촌면,전라남도 여수시 화양면,전라남도 여수시 남면,전라남도 여수시 화정면,전라남도 여수시 화정면개도출장소,전라남도 여수시 삼산면,전라남도 여수시 동문동,전라남도 여수시 한려동,전라남도 여수시 중앙동,전라남도 여수시 충무동,전라남도 여수시 광림동,전라남도 여수시 서강동,전라남도 여수시 대교동,전라남도 여수시 국동,전라남도 여수시 월호동,전라남도 여수시 여서동,전라남도 여수시 문수동,전라남도 여수시 미평동,전라남도 여수시 둔덕동,전라남도 여수시 만덕동,전라남도 여수시 쌍봉동,전라남도 여수시 시전동,전라남도 여수시 여천동,전라남도 여수시 주삼동,전라남도 여수시 삼일동,전라남도 여수시 묘도동
2020년07월_여_0~9세,"10,595",31,298,17,"1,041",144,62,34,8,12,29,122,55,79,52,113,88,97,393,240,682,709,352,420,528,"1,435","2,342",617,536,38,21
2020년07월_여_10~19세,"12,831",56,318,33,"1,019",140,140,61,24,20,40,136,100,144,110,139,139,140,453,333,950,"1,056",521,590,442,"1,922","2,117","1,066",523,62,37
2020년07월_여_20~29세,"14,698",84,329,60,970,195,241,58,31,26,68,189,186,162,151,308,182,201,565,326,"1,122","1,144",719,677,491,"2,154","2,182","1,341",397,96,43
2020년07월_여_30~39세,"14,586",48,379,42,"1,308",187,147,43,19,18,60,200,122,162,111,239,136,205,549,353,"1,008","1,024",554,552,674,"1,930","2,883",947,605,62,19
2020년07월_여_40~49세,"20,043",85,517,48,"1,516",240,237,85,28,31,64,237,147,251,184,320,195,223,734,448,"1,445","1,634",837,926,737,"2,924","3,372","1,618",804,115,41
2020년07월_여_50~59세,"23,245",223,664,162,"1,686",449,519,180,87,49,193,352,235,358,313,499,314,410,"1,134",602,"1,821","1,659","1,015",945,769,"2,829","2,920","2,134",440,192,92
2020년07월_여_60~69세,"20,109",298,792,210,"1,198",611,625,318,125,85,205,514,317,527,451,699,435,685,"1,070",678,"1,493","1,350",774,658,799,"1,637","1,574","1,302",365,216,98
2020년07월_여_70~79세,"13,240",325,551,215,774,586,637,346,186,97,139,376,314,397,420,487,294,504,690,392,755,773,510,300,500,748,681,684,245,189,125
2020년07월_여_80~89세,"7,003",186,276,168,498,410,458,242,144,71,99,151,117,151,159,200,143,209,264,130,379,405,269,124,232,401,382,411,103,137,84
2020년07월_여_90~99세,"1,291",38,47,30,79,89,92,37,35,13,24,32,15,17,27,35,31,28,36,28,64,84,42,34,48,80,79,73,13,22,19
2020년07월_여_100세 이상,90,2,1,1,5,4,4,3,1,1,3,2,2,8,4,5,2,7,8,2,1,0,1,1,8,4,1,1,0,8,0
