카테고리,부산광역시 사하구,부산광역시 사하구 괴정제1동,부산광역시 사하구 괴정제2동,부산광역시 사하구 괴정제3동,부산광역시 사하구 괴정제4동,부산광역시 사하구 당리동,부산광역시 사하구 하단제1동,부산광역시 사하구 하단제2동,부산광역시 사하구 신평제1동,부산광역시 사하구 신평제2동,부산광역시 사하구 장림제1동,부산광역시 사하구 장림제2동,부산광역시 사하구 다대제1동,부산광역시 사하구 다대제2동,부산광역시 사하구 구평동,부산광역시 사하구 감천제1동,부산광역시 사하구 감천제2동
2021년06월_계_80~89세,"9,983",895,531,570,462,842,639,641,577,363,288,592,"1,180","1,021",200,697,485
2021년06월_계_90~99세,"1,334",135,64,67,60,111,78,73,73,56,21,75,169,158,43,93,58
2021년06월_계_100세 이상,40,3,3,0,2,3,2,4,2,0,2,3,3,4,1,3,5
2021년06월_남_총인구수,"153,124","9,519","6,900","6,085","6,009","13,090","10,746","12,612","8,855","7,885","5,636","14,079","19,680","13,642","5,907","9,335","3,144"
2021년06월_남_연령구간인구수,"153,124","9,519","6,900","6,085","6,009","13,090","10,746","12,612","8,855","7,885","5,636","14,079","19,680","13,642","5,907","9,335","3,144"
2021년06월_남_0~9세,"9,771",551,434,273,393,816,580,724,571,539,465,982,"1,446",828,667,448,54
2021년06월_남_10~19세,"12,822",828,533,386,458,"1,171",850,966,578,694,501,"1,259","2,090","1,217",452,717,122
2021년06월_남_20~29세,"20,894","1,175",805,755,798,"1,795","1,854","2,814","1,036","1,031",590,"1,844","2,470","1,836",660,"1,116",315
2021년06월_남_30~39세,"18,966","1,170",780,813,674,"1,544","1,564","1,722","1,179","1,143",739,"1,949","2,116","1,351","1,024",944,254
2021년06월_남_40~49세,"23,171","1,304","1,122",861,883,"1,892","1,488","1,782","1,367","1,214","1,082","2,303","3,161","1,930",964,"1,371",447
2021년06월_남_50~59세,"26,339","1,563","1,119","1,000",968,"2,143","1,728","1,905","1,643","1,384",982,"2,425","3,576","2,588",930,"1,708",677
2021년06월_남_60~69세,"25,236","1,624","1,186","1,153","1,040","2,264","1,676","1,657","1,554","1,225",784,"2,176","3,067","2,521",796,"1,845",668
2021년06월_남_70~79세,"12,151",971,725,630,602,"1,130",747,775,716,505,399,916,"1,323","1,016",339,917,440
2021년06월_남_80~89세,"3,512",306,187,197,181,308,250,251,193,136,91,216,390,327,69,252,158
2021년06월_남_90~99세,252,27,9,17,12,26,7,14,17,14,2,8,41,27,6,17,8
2021년06월_남_100세 이상,10,0,0,0,0,1,2,2,1,0,1,1,0,1,0,0,1
2021년06월_여_총인구수,"154,435","10,219","7,181","6,546","6,396","13,626","10,775","12,721","8,344","7,921","5,244","13,591","19,562","14,108","5,657","9,579","2,965"
2021년06월_여_연령구간인구수,"154,435","10,219","7,181","6,546","6,396","13,626","10,775","12,721","8,344","7,921","5,244","13,591","19,562","14,108","5,657","9,579","2,965"
2021년06월_여_0~9세,"9,246",494,411,228,332,775,584,649,526,501,454,886,"1,454",821,604,451,76
2021년06월_여_10~19세,"11,951",723,555,368,489,"1,081",812,"1,031",525,615,451,"1,148","1,819","1,157",385,672,120
2021년06월_여_20~29세,"18,126","1,097",727,696,679,"1,605","1,668","2,337",840,"1,050",477,"1,623","1,991","1,463",610,"1,042",221
2021년06월_여_30~39세,"16,690","1,023",689,658,637,"1,409","1,249","1,429",910,976,682,"1,647","2,093","1,314",964,843,167
2021년06월_여_40~49세,"22,007","1,368","1,032",760,913,"1,926","1,469","1,703","1,152","1,191",867,"2,108","3,224","2,032",827,"1,165",270
2021년06월_여_50~59세,"27,270","1,812","1,137","1,126","1,081","2,544","1,869","2,143","1,478","1,473",770,"2,416","3,508","2,683",911,"1,845",474
2021년06월_여_60~69세,"27,271","1,911","1,420","1,429","1,274","2,489","1,783","1,989","1,571","1,325",833,"2,267","2,952","2,531",838,"2,002",657
2021년06월_여_70~79세,"14,291","1,091",808,858,660,"1,176",881,989,901,521,493,"1,051","1,600","1,279",349,"1,035",599
2021년06월_여_80~89세,"6,471",589,344,373,281,534,389,390,384,227,197,376,790,694,131,445,327
2021년06월_여_90~99세,"1,082",108,55,50,48,85,71,59,56,42,19,67,128,131,37,76,50
2021년06월_여_100세 이상,30,3,3,0,2,2,0,2,1,0,1,2,3,3,1,3,4
