카테고리,서울특별시 영등포구,서울특별시 영등포구 영등포본동,서울특별시 영등포구 영등포동,서울특별시 영등포구 여의동,서울특별시 영등포구 당산제1동,서울특별시 영등포구 당산제2동,서울특별시 영등포구 도림동,서울특별시 영등포구 문래동,서울특별시 영등포구 양평제1동,서울특별시 영등포구 양평제2동,서울특별시 영등포구 신길제1동,서울특별시 영등포구 신길제3동,서울특별시 영등포구 신길제4동,서울특별시 영등포구 신길제5동,서울특별시 영등포구 신길제6동,서울특별시 영등포구 신길제7동,서울특별시 영등포구 대림제1동,서울특별시 영등포구 대림제2동,서울특별시 영등포구 대림제3동
2021년06월_남_80~89세,"4,696",285,251,628,272,351,254,350,170,186,279,189,160,117,241,171,223,247,322
2021년06월_남_90~99세,412,34,28,76,21,36,24,37,17,21,20,15,9,6,12,16,10,10,20
2021년06월_남_100세 이상,17,0,0,1,1,4,1,3,1,0,0,1,2,0,0,0,3,0,0
2021년06월_여_총인구수,"190,939","10,361","13,433","17,654","10,414","19,810","8,869","16,777","9,151","11,261","8,421","8,484","6,175","5,548","9,771","9,989","7,408","6,178","11,235"
2021년06월_여_연령구간인구수,"190,939","10,361","13,433","17,654","10,414","19,810","8,869","16,777","9,151","11,261","8,421","8,484","6,175","5,548","9,771","9,989","7,408","6,178","11,235"
2021년06월_여_0~9세,"12,412",690,610,"1,414",509,"1,346",447,"1,612",608,785,279,563,430,407,568,970,416,202,556
2021년06월_여_10~19세,"11,423",573,408,"1,435",477,"1,136",437,"1,403",501,718,407,538,372,363,522,785,392,292,664
2021년06월_여_20~29세,"31,672","1,334","4,160","2,039","1,907","4,310","1,427","1,966","1,647","2,097","1,702","1,125",746,655,"1,726","1,358","1,051",935,"1,487"
2021년06월_여_30~39세,"33,777","1,544","3,213","2,735","2,070","4,237","1,512","3,171","2,224","2,524","1,284","1,203",897,744,"1,540","1,679",942,739,"1,519"
2021년06월_여_40~49세,"27,103","1,462","1,482","2,864","1,356","2,660","1,242","2,978","1,343","1,613","1,067","1,162",908,784,"1,297","1,639",971,765,"1,510"
2021년06월_여_50~59세,"27,577","1,714","1,307","2,627","1,478","2,490","1,370","2,091",986,"1,465","1,188","1,437",997,945,"1,557","1,525","1,265","1,097","2,038"
2021년06월_여_60~69세,"24,479","1,592","1,188","2,187","1,392","1,958","1,202","1,924",937,"1,119","1,188","1,298",976,921,"1,415","1,131","1,178","1,017","1,856"
2021년06월_여_70~79세,"14,477",967,687,"1,395",776,"1,044",771,"1,038",579,600,855,757,549,476,737,581,804,786,"1,075"
2021년06월_여_80~89세,"6,886",419,321,832,386,529,398,506,280,290,394,343,258,214,351,278,328,296,463
2021년06월_여_90~99세,"1,086",59,56,121,60,97,60,83,44,48,54,55,41,37,57,41,60,47,66
2021년06월_여_100세 이상,47,7,1,5,3,3,3,5,2,2,3,3,1,2,1,2,1,2,1
