카테고리,경기도 화성시,경기도 화성시 봉담읍,경기도 화성시 우정읍,경기도 화성시 향남읍,경기도 화성시 남양읍,경기도 화성시 매송면,경기도 화성시 비봉면,경기도 화성시 마도면,경기도 화성시 송산면,경기도 화성시 서신면,경기도 화성시 팔탄면,경기도 화성시 장안면,경기도 화성시 양감면,경기도 화성시 정남면,경기도 화성시 새솔동,경기도 화성시 진안동,경기도 화성시 병점1동,경기도 화성시 병점2동,경기도 화성시 반월동,경기도 화성시 기배동,경기도 화성시 화산동,경기도 화성시 동탄1동,경기도 화성시 동탄2동,경기도 화성시 동탄3동,경기도 화성시 동탄4동,경기도 화성시 동탄5동,경기도 화성시 동탄6동,경기도 화성시 동탄7동,경기도 화성시 동탄8동
2021년07월_계_80~89세,"15,209","1,600",875,"1,481",978,389,397,359,744,551,519,679,272,598,132,660,497,451,329,265,579,397,400,431,279,410,240,499,198
2021년07월_계_90~99세,"2,134",227,115,175,168,47,79,55,134,84,85,66,31,92,17,84,65,52,47,36,68,46,35,59,48,70,41,78,30
2021년07월_계_100세 이상,82,14,3,6,6,0,2,4,7,2,4,1,1,7,1,3,1,1,1,0,7,2,2,1,0,2,1,3,0
2021년07월_남_총인구수,"453,495","42,710","9,550","46,962","23,323","3,735","3,320","4,209","5,922","3,949","6,072","5,976","2,500","6,685","11,042","23,697","18,324","11,743","16,247","6,915","12,175","26,429","17,457","21,732","26,281","21,932","17,480","42,777","14,351"
2021년07월_남_연령구간인구수,"453,495","42,710","9,550","46,962","23,323","3,735","3,320","4,209","5,922","3,949","6,072","5,976","2,500","6,685","11,042","23,697","18,324","11,743","16,247","6,915","12,175","26,429","17,457","21,732","26,281","21,932","17,480","42,777","14,351"
2021년07월_남_0~9세,"52,383","4,147",473,"5,393","2,102",132,121,144,227,85,157,203,59,203,"1,980","2,143","1,983","1,161","2,100",614,853,"3,058","2,061","2,890","4,394","3,221","2,468","7,361","2,650"
2021년07월_남_10~19세,"50,476","4,992",735,"5,279","1,865",250,172,215,407,155,239,327,91,399,"1,084","1,996","1,866","1,964","2,085",912,"1,151","3,536","3,283","2,761","4,629","2,199","1,712","4,884","1,288"
2021년07월_남_20~29세,"58,498","5,595","1,074","5,857","3,451",453,360,497,586,340,679,642,292,838,"1,206","4,224","3,315","1,547","2,090",940,"1,806","4,417","1,936","3,498","2,122","2,536","2,447","4,404","1,346"
2021년07월_남_30~39세,"78,704","6,079",981,"8,783","4,256",357,321,537,555,314,690,593,269,807,"2,300","4,958","3,364","1,406","2,817",773,"1,594","4,846","1,759","4,331","3,662","5,388","4,091","9,147","3,726"
2021년07월_남_40~49세,"89,560","8,357","1,627","9,937","3,976",526,430,686,816,500,961,847,342,"1,009","2,261","4,404","3,184","2,512","3,117","1,331","2,153","5,063","4,233","4,323","6,828","4,431","3,526","9,271","2,909"
2021년07월_남_50~59세,"63,982","6,825","2,011","6,285","3,618",815,701,892,"1,208",914,"1,509","1,347",588,"1,495","1,344","3,170","2,438","1,754","2,186","1,211","2,155","3,627","2,568","2,278","3,134","2,271","1,929","4,423","1,286"
2021년07월_남_60~69세,"38,632","4,300","1,552","3,530","2,615",723,719,731,"1,214",974,"1,199","1,212",547,"1,208",687,"1,848","1,398",818,"1,378",698,"1,605","1,267","1,019",958,"1,081","1,246",917,"2,371",817
2021년07월_남_70~79세,"15,314","1,801",763,"1,343","1,042",325,328,359,586,433,427,523,210,489,135,692,567,421,367,327,647,453,428,504,336,496,303,753,256
2021년07월_남_80~89세,"5,490",565,303,515,364,142,153,138,292,215,190,261,95,219,41,243,199,152,100,104,198,152,166,171,88,129,78,148,69
2021년07월_남_90~99세,438,46,31,36,34,12,14,10,31,19,21,20,7,16,4,18,9,8,7,5,11,10,3,18,7,15,9,13,4
2021년07월_남_100세 이상,18,3,0,4,0,0,1,0,0,0,0,1,0,2,0,1,1,0,0,0,2,0,1,0,0,0,0,2,0
2021년07월_여_총인구수,"419,042","41,369","7,926","40,600","19,352","3,306","2,508","2,782","5,019","3,214","3,946","4,364","1,549","4,865","10,984","20,025","17,265","12,332","15,895","6,602","10,832","24,820","17,932","20,372","26,544","21,681","16,247","42,589","14,122"
2021년07월_여_연령구간인구수,"419,042","41,369","7,926","40,600","19,352","3,306","2,508","2,782","5,019","3,214","3,946","4,364","1,549","4,865","10,984","20,025","17,265","12,332","15,895","6,602","10,832","24,820","17,932","20,372","26,544","21,681","16,247","42,589","14,122"
2021년07월_여_0~9세,"50,058","4,144",400,"5,020","1,954",121,91,105,215,88,142,169,34,191,"2,048","2,055","1,782","1,116","2,040",588,820,"3,003","1,960","2,693","4,266","3,032","2,381","7,068","2,532"
2021년07월_여_10~19세,"48,483","5,021",693,"5,005","1,760",212,147,176,362,133,221,264,79,340,"1,133","1,881","1,785","1,944","1,935",869,"1,031","3,382","3,288","2,562","4,517","2,141","1,581","4,745","1,276"
2021년07월_여_20~29세,"49,149","4,982",721,"4,736","2,390",337,228,254,409,196,321,398,122,512,"1,114","2,985","2,635","1,459","1,900",761,"1,322","3,708","1,823","2,872","2,116","2,700","2,391","4,359","1,398"
2021년07월_여_30~39세,"71,924","5,792",613,"6,837","3,000",266,192,245,344,205,332,316,115,395,"2,398","3,693","3,013","1,481","2,844",718,"1,263","4,643","2,163","3,902","4,873","5,211","3,692","9,662","3,716"
2021년07월_여_40~49세,"78,653","7,783","1,109","7,832","3,022",389,245,306,589,308,477,452,143,581,"2,055","3,423","3,026","2,725","2,946","1,268","1,739","5,101","4,465","4,094","6,524","4,042","3,025","8,461","2,523"
2021년07월_여_50~59세,"54,899","6,059","1,501","5,003","2,994",648,475,536,896,653,782,774,302,935,"1,385","2,808","2,435","1,633","2,290","1,091","1,960","2,976","2,277","2,047","2,561","2,169","1,731","4,598","1,380"
2021년07월_여_60~69세,"37,059","4,325","1,389","3,419","2,404",652,509,551,"1,006",809,857,955,354,930,613,"1,841","1,485","1,009","1,302",731,"1,544","1,220","1,101","1,224","1,042","1,466",916,"2,514",891
2021년07월_여_70~79세,"17,338","2,036",841,"1,641","1,074",399,311,339,636,419,417,572,198,521,133,854,750,621,368,384,710,504,588,676,413,582,335,765,251
2021년07월_여_80~89세,"9,719","1,035",572,966,614,247,244,221,452,336,329,418,177,379,91,417,298,299,229,161,381,245,234,260,191,281,162,351,129
2021년07월_여_90~99세,"1,696",181,84,139,134,35,65,45,103,65,64,46,24,76,13,66,56,44,40,31,57,36,32,41,41,55,32,65,26
2021년07월_여_100세 이상,64,11,3,2,6,0,1,4,7,2,4,0,1,5,1,2,0,1,1,0,5,2,1,1,0,2,1,1,0
