카테고리,서울특별시 노원구,서울특별시 노원구 월계1동,서울특별시 노원구 월계2동,서울특별시 노원구 월계3동,서울특별시 노원구 공릉1동,서울특별시 노원구 공릉2동,서울특별시 노원구 하계1동,서울특별시 노원구 하계2동,서울특별시 노원구 중계본동,서울특별시 노원구 중계1동,서울특별시 노원구 중계4동,서울특별시 노원구 중계2.3동,서울특별시 노원구 상계1동,서울특별시 노원구 상계2동,서울특별시 노원구 상계3.4동,서울특별시 노원구 상계5동,서울특별시 노원구 상계6.7동,서울특별시 노원구 상계8동,서울특별시 노원구 상계9동,서울특별시 노원구 상계10동
2020년06월_남_20~29세,"38,048","2,255","1,753","1,831","3,451","3,293","2,594","1,617","1,772","1,567","1,367","2,297","2,784","1,677","1,760","1,840","2,295","1,319","1,434","1,142"
2020년06월_남_30~39세,"33,140","1,544","1,729","2,403","2,837","2,642","1,426","1,240",935,893,"1,040","2,167","2,547","1,239","1,596","1,450","2,346","2,436","1,453","1,217"
2020년06월_남_40~49세,"42,044","1,829","2,239","2,390","2,838","3,208","1,942","1,929","2,304","2,965","1,693","2,972","2,802","1,566","2,075","1,869","2,632","1,986","1,654","1,151"
2020년06월_남_50~59세,"42,800","1,833","2,222","2,260","2,812","3,002","2,390","1,934","2,389","2,393","1,807","2,717","3,348","1,977","2,461","2,217","2,603","1,437","1,694","1,304"
2020년06월_남_60~69세,"30,973","1,492","1,954","2,003","2,492","2,063","1,578","1,141","1,195",976,"1,226","2,073","2,808","1,384","2,021","1,694","1,738",966,"1,241",928
2020년06월_남_70~79세,"16,078",913,"1,102","1,168","1,224","1,038",695,563,468,399,751,"1,211","1,317",685,"1,226",995,841,511,587,384
2020년06월_남_80~89세,"5,521",308,298,375,377,340,258,221,193,142,253,458,464,215,455,330,318,172,206,138
2020년06월_남_90~99세,590,25,37,34,40,40,42,21,25,16,26,52,47,17,30,42,40,17,20,19
2020년06월_남_100세 이상,82,4,1,2,2,6,2,1,3,4,0,3,32,5,8,6,1,0,0,2
2020년06월_여_총인구수,"273,263","11,123","14,440","16,168","19,434","20,507","14,456","12,036","12,964","14,126","10,809","19,347","20,348","10,519","13,758","12,758","18,203","12,161","11,277","8,829"
2020년06월_여_연령구간인구수,"273,263","11,123","14,440","16,168","19,434","20,507","14,456","12,036","12,964","14,126","10,809","19,347","20,348","10,519","13,758","12,758","18,203","12,161","11,277","8,829"
2020년06월_여_0~9세,"16,862",636,916,"1,135","1,089","1,454",602,778,777,923,608,"1,110","1,198",511,726,578,"1,309","1,259",741,512
2020년06월_여_10~19세,"26,438",844,"1,103","1,085","1,410","2,260","1,470","1,417","2,255","2,751","1,058","1,738","1,653",950,996,"1,049","1,538","1,080","1,060",721
2020년06월_여_20~29세,"35,856","1,631","1,544","1,831","3,345","3,364","2,239","1,578","1,593","1,433","1,274","2,123","2,681","1,661","1,525","1,630","2,428","1,406","1,308","1,262"
2020년06월_여_30~39세,"33,267","1,318","1,710","2,402","2,705","2,657","1,363","1,378","1,051","1,168","1,003","2,274","2,495","1,154","1,449","1,278","2,665","2,454","1,445","1,298"
2020년06월_여_40~49세,"46,158","1,682","2,187","2,361","2,727","3,545","2,434","2,238","2,916","3,778","1,933","3,097","3,050","1,662","2,020","1,940","3,126","2,023","2,007","1,432"
2020년06월_여_50~59세,"45,569","1,814","2,402","2,620","3,076","3,101","2,612","2,054","2,229","2,079","1,836","2,998","3,783","2,000","2,429","2,339","3,040","1,617","1,935","1,605"
2020년06월_여_60~69세,"35,523","1,631","2,418","2,502","2,843","2,244","1,872","1,288","1,074","1,018","1,382","2,711","2,993","1,410","2,225","1,919","2,145","1,243","1,485","1,120"
2020년06월_여_70~79세,"21,118","1,067","1,356","1,427","1,475","1,196","1,124",778,650,583,"1,128","2,083","1,565",753,"1,554","1,308","1,142",656,772,501
2020년06월_여_80~89세,"10,476",404,679,684,637,575,647,453,346,340,491,"1,037",753,341,708,594,667,357,440,323
2020년06월_여_90~99세,"1,806",85,110,108,113,103,89,71,62,44,83,164,161,71,106,101,139,62,81,53
2020년06월_여_100세 이상,190,11,15,13,14,8,4,3,11,9,13,12,16,6,20,22,4,4,3,2
