카테고리,서울특별시 영등포구,서울특별시 영등포구 영등포본동,서울특별시 영등포구 영등포동,서울특별시 영등포구 여의동,서울특별시 영등포구 당산제1동,서울특별시 영등포구 당산제2동,서울특별시 영등포구 도림동,서울특별시 영등포구 문래동,서울특별시 영등포구 양평제1동,서울특별시 영등포구 양평제2동,서울특별시 영등포구 신길제1동,서울특별시 영등포구 신길제3동,서울특별시 영등포구 신길제4동,서울특별시 영등포구 신길제5동,서울특별시 영등포구 신길제6동,서울특별시 영등포구 신길제7동,서울특별시 영등포구 대림제1동,서울특별시 영등포구 대림제2동,서울특별시 영등포구 대림제3동
2020년07월_남_연령구간인구수,"185,156","11,083","14,645","16,095","10,276","17,521","9,286","16,031","8,723","11,144","8,932","8,439","4,458","5,431","8,806","10,172","6,367","6,067","11,680"
2020년07월_남_0~9세,"12,966",747,591,"1,519",605,"1,414",564,"1,680",680,870,314,641,155,412,516,"1,149",259,254,596
2020년07월_남_10~19세,"12,745",720,482,"1,441",515,"1,151",515,"1,508",516,877,485,625,339,368,629,937,463,307,867
2020년07월_남_20~29세,"27,400","1,511","2,725","1,827","1,641","3,050","1,303","1,803","1,204","1,679","1,659","1,082",679,726,"1,475","1,450",973,945,"1,668"
2020년07월_남_30~39세,"34,874","1,765","3,658","2,426","2,227","3,959","1,752","2,936","2,223","2,631","1,716","1,315",604,860,"1,502","1,730",843,909,"1,818"
2020년07월_남_40~49세,"28,719","1,687","2,081","2,622","1,533","2,554","1,497","2,985","1,525","1,727","1,338","1,327",626,837,"1,271","1,673",920,872,"1,644"
2020년07월_남_50~59세,"28,715","1,906","2,256","2,446","1,550","2,287","1,568","2,103","1,078","1,585","1,377","1,483",815,949,"1,359","1,560","1,148","1,085","2,160"
2020년07월_남_60~69세,"22,346","1,598","1,793","1,923","1,252","1,799","1,129","1,644",800,"1,086","1,080","1,141",728,750,"1,161",997,938,833,"1,694"
2020년07월_남_70~79세,"12,458",841,794,"1,213",665,912,684,971,520,487,671,628,363,410,640,494,620,631,914
2020년07월_남_80~89세,"4,437",268,230,599,261,347,245,347,159,182,269,179,133,108,233,166,187,222,302
2020년07월_남_90~99세,427,38,31,76,24,38,22,44,17,18,19,15,11,7,15,15,13,7,17
2020년07월_남_100세 이상,69,2,4,3,3,10,7,10,1,2,4,3,5,4,5,1,3,2,0
2020년07월_여_총인구수,"188,941","10,573","12,437","18,206","10,628","19,830","9,157","16,558","8,938","11,268","8,666","8,640","4,431","5,774","9,195","10,238","6,446","6,344","11,612"
2020년07월_여_연령구간인구수,"188,941","10,573","12,437","18,206","10,628","19,830","9,157","16,558","8,938","11,268","8,666","8,640","4,431","5,774","9,195","10,238","6,446","6,344","11,612"
2020년07월_여_0~9세,"12,536",747,615,"1,525",595,"1,399",487,"1,611",597,849,321,566,165,417,522,996,241,246,637
2020년07월_여_10~19세,"11,710",626,393,"1,457",511,"1,159",475,"1,424",514,767,449,576,283,388,486,839,350,314,699
2020년07월_여_20~29세,"30,798","1,313","3,499","2,103","1,968","4,326","1,426","1,996","1,487","1,984","1,736","1,116",594,713,"1,616","1,411","1,023",926,"1,561"
2020년07월_여_30~39세,"32,893","1,613","2,880","2,928","2,027","4,212","1,583","3,153","2,082","2,469","1,262","1,218",496,774,"1,418","1,778",668,782,"1,550"
2020년07월_여_40~49세,"27,237","1,525","1,399","2,927","1,431","2,664","1,319","2,882","1,336","1,696","1,133","1,248",581,820,"1,235","1,663",859,846,"1,673"
2020년07월_여_50~59세,"27,696","1,774","1,335","2,653","1,531","2,479","1,419","2,015","1,023","1,476","1,238","1,478",818,"1,001","1,434","1,590","1,155","1,116","2,161"
2020년07월_여_60~69세,"23,614","1,549","1,162","2,173","1,368","1,914","1,169","1,853",958,"1,072","1,176","1,269",736,913,"1,334","1,087","1,058","1,021","1,802"
2020년07월_여_70~79세,"14,580",954,742,"1,482",772,"1,038",828,"1,070",596,620,882,784,494,485,749,552,745,767,"1,020"
2020년07월_여_80~89세,"6,562",391,333,806,356,521,377,458,283,285,388,327,218,211,332,273,285,277,441
2020년07월_여_90~99세,"1,110",69,59,132,57,96,64,80,54,46,64,53,37,41,61,38,50,45,64
2020년07월_여_100세 이상,205,12,20,20,12,22,10,16,8,4,17,5,9,11,8,11,12,4,4
