카테고리,대전광역시 동구,대전광역시 동구 중앙동,대전광역시 동구 효동,대전광역시 동구 신인동,대전광역시 동구 판암1동,대전광역시 동구 판암2동,대전광역시 동구 용운동,대전광역시 동구 대동,대전광역시 동구 자양동,대전광역시 동구 가양1동,대전광역시 동구 가양2동,대전광역시 동구 용전동,대전광역시 동구 성남동,대전광역시 동구 홍도동,대전광역시 동구 삼성동,대전광역시 동구 대청동,대전광역시 동구 산내동
2021년02월_여_10~19세,"9,641",66,"1,576",412,463,194,921,651,434,557,855,724,458,390,592,75,"1,273"
2021년02월_여_20~29세,"14,151",165,"1,218",682,704,337,"1,524",836,"1,194",886,"1,402","1,904",636,930,703,82,948
2021년02월_여_30~39세,"11,910",166,"1,494",746,671,303,"1,302",946,408,634,828,"1,293",709,566,642,59,"1,143"
2021년02월_여_40~49세,"16,247",185,"2,452",832,876,435,"1,560","1,155",514,921,"1,326","1,451",846,706,"1,018",110,"1,860"
2021년02월_여_50~59세,"17,914",347,"1,815","1,023","1,126",749,"1,755","1,179",755,"1,097","1,627","1,579","1,057",910,"1,219",197,"1,479"
2021년02월_여_60~69세,"17,028",510,"1,542","1,085","1,024",992,"1,486",995,748,"1,114","1,401","1,377","1,013",845,"1,241",251,"1,404"
2021년02월_여_70~79세,"10,569",417,877,656,679,756,767,640,489,729,792,739,669,489,821,178,871
2021년02월_여_80~89세,"5,431",222,378,304,401,484,387,337,233,353,378,315,320,241,410,174,494
2021년02월_여_90~99세,860,32,69,59,51,67,66,58,32,44,61,52,64,46,57,26,76
2021년02월_여_100세 이상,71,5,8,8,2,2,3,8,6,5,2,1,7,1,5,2,6
