,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 덕양구 주교동,경기도 고양시 덕양구 원신동,경기도 고양시 덕양구 흥도동,경기도 고양시 덕양구 성사1동,경기도 고양시 덕양구 성사2동,경기도 고양시 덕양구 효자동,경기도 고양시 덕양구 삼송동,경기도 고양시 덕양구 창릉동,경기도 고양시 덕양구 고양동,경기도 고양시 덕양구 관산동,경기도 고양시 덕양구 능곡동,경기도 고양시 덕양구 화정1동,경기도 고양시 덕양구 화정2동,경기도 고양시 덕양구 행주동,경기도 고양시 덕양구 행신1동,경기도 고양시 덕양구 행신2동,경기도 고양시 덕양구 행신3동,경기도 고양시 덕양구 화전동,경기도 고양시 덕양구 대덕동,경기도 고양시 일산동구,경기도 고양시 일산동구 식사동,경기도 고양시 일산동구 중산동,경기도 고양시 일산동구 정발산동,경기도 고양시 일산동구 풍산동,경기도 고양시 일산동구 백석1동,경기도 고양시 일산동구 백석2동,경기도 고양시 일산동구 마두1동,경기도 고양시 일산동구 마두2동,경기도 고양시 일산동구 장항1동,경기도 고양시 일산동구 장항2동,경기도 고양시 일산동구 고봉동,경기도 고양시 일산서구,경기도 고양시 일산서구 일산1동,경기도 고양시 일산서구 일산2동,경기도 고양시 일산서구 일산3동,경기도 고양시 일산서구 탄현동,경기도 고양시 일산서구 주엽1동,경기도 고양시 일산서구 주엽2동,경기도 고양시 일산서구 대화동,경기도 고양시 일산서구 송포동,경기도 고양시 일산서구 송산동
2021년05월_계_80~89세,"34,005","15,423",607,545,"1,083",824,565,234,669,425,"1,093","1,442",585,"1,553","1,084",743,756,"1,046","1,532",531,106,"9,022",695,"1,650",768,"1,086",800,701,719,697,175,839,892,"9,560",949,705,837,"1,445","1,295","1,459","1,005",609,"1,256"
2021년05월_계_90~99세,"4,967","2,109",82,78,145,118,68,31,71,69,138,205,89,183,137,113,102,135,231,100,14,"1,446",110,285,108,171,112,100,123,104,37,112,184,"1,412",124,105,152,221,170,215,151,83,191
2021년05월_계_100세 이상,182,93,4,0,5,10,4,8,3,3,6,9,2,11,3,2,4,7,2,6,4,44,5,6,2,1,5,6,5,2,1,7,4,45,6,4,3,3,7,5,8,4,5
2021년05월_남_총인구수,"529,030","237,211","7,645","11,333","22,917","10,859","5,514","6,507","11,616","11,033","15,099","18,618","7,987","18,419","16,028","9,899","10,688","15,784","22,238","13,618","1,409","146,195","17,960","22,729","11,331","18,800","14,608","10,104","11,642","7,788","5,861","13,144","12,228","145,624","13,195","9,186","17,285","25,357","13,125","13,634","17,636","10,724","25,482"
2021년05월_남_연령구간인구수,"529,030","237,211","7,645","11,333","22,917","10,859","5,514","6,507","11,616","11,033","15,099","18,618","7,987","18,419","16,028","9,899","10,688","15,784","22,238","13,618","1,409","146,195","17,960","22,729","11,331","18,800","14,608","10,104","11,642","7,788","5,861","13,144","12,228","145,624","13,195","9,186","17,285","25,357","13,125","13,634","17,636","10,724","25,482"
2021년05월_남_0~9세,"41,242","19,514",298,"1,473","2,705",650,295,"1,025","1,209","1,384","1,069","1,069",465,"1,000","1,291",374,704,"1,132","1,347","1,981",43,"10,560","1,879","1,688",646,"1,574","1,004",438,707,612,757,546,709,"11,168",966,422,"1,358","2,300",907,"1,017","1,134",806,"2,258"
2021년05월_남_10~19세,"52,882","21,076",623,987,"2,105",964,527,449,814,813,"1,633","1,456",634,"1,860","1,886",616,985,"1,398","2,397",864,65,"14,983","2,486","2,277","1,021","2,273","1,375",661,"1,661","1,119",504,783,823,"16,823","1,295",781,"2,895","2,793","1,596","1,596","1,591","1,150","3,126"
2021년05월_남_20~29세,"76,559","32,354","1,148","1,127","2,575","1,576",810,707,"1,325","1,179","1,920","2,375","1,174","3,115","2,312","1,562","1,573","2,553","3,603","1,477",243,"22,540","2,493","3,619","2,020","2,708","2,400","1,623","1,875","1,111",671,"2,335","1,685","21,665","2,036","1,422","2,425","3,774","1,922","1,880","3,037","1,670","3,499"
2021년05월_남_30~39세,"71,035","34,547",874,"1,805","3,809","1,306",653,"1,356","2,260","2,462","1,618","2,187",966,"2,218","2,115","1,285","1,411","2,526","2,579","2,948",169,"18,881","1,851","2,677","1,513","2,246","2,216","1,643","1,051",690,867,"2,474","1,653","17,607","1,586",971,"1,707","3,430","1,564","1,593","2,719","1,370","2,667"
2021년05월_남_40~49세,"87,361","39,446","1,073","2,200","4,485","1,732",808,"1,273","2,054","2,024","2,630","2,984","1,098","2,652","2,813","1,439","1,645","2,330","3,453","2,584",169,"24,024","3,362","3,447","1,627","3,174","2,277","1,795","1,809","1,281","1,071","2,314","1,867","23,891","1,984","1,256","3,088","4,370","2,020","2,167","2,643","1,738","4,625"
2021년05월_남_50~59세,"96,275","41,591","1,660","1,545","3,262","2,166",991,830,"1,609","1,396","2,707","3,599","1,613","3,697","2,881","2,149","2,066","2,897","4,545","1,696",282,"27,409","3,319","4,250","2,079","3,335","2,695","1,994","2,341","1,505","1,008","2,438","2,445","27,275","2,494","2,035","3,196","4,686","2,347","2,395","3,240","1,992","4,890"
2021년05월_남_60~69세,"63,540","29,384","1,221","1,357","2,371","1,474",808,549,"1,377","1,092","1,991","2,952","1,250","2,207","1,630","1,595","1,466","1,816","2,683","1,281",264,"17,444","1,696","2,951","1,477","2,181","1,704","1,220","1,418",850,668,"1,365","1,914","16,712","1,670","1,484","1,710","2,502","1,592","1,666","2,081","1,215","2,792"
2021년05월_남_70~79세,"26,520","13,126",522,620,"1,178",659,400,230,706,502,"1,060","1,408",534,990,665,598,532,748,"1,084",568,122,"6,739",589,"1,175",646,858,608,493,503,333,240,507,787,"6,655",763,536,566,939,669,762,809,507,"1,104"
2021년05월_남_80~89세,"12,323","5,638",204,201,391,308,206,79,248,156,425,548,237,615,395,263,280,350,492,192,48,"3,243",254,572,274,405,302,213,248,248,68,341,318,"3,442",366,253,298,509,451,491,339,254,481
2021년05월_남_90~99세,"1,247",513,20,18,35,23,15,5,13,25,45,38,16,63,39,17,25,33,54,26,3,357,29,72,27,46,25,23,28,38,7,37,25,377,35,26,41,54,55,66,41,19,40
2021년05월_남_100세 이상,46,22,2,0,1,1,1,4,1,0,1,2,0,2,1,1,1,1,1,1,1,15,2,1,1,0,2,1,1,1,0,4,2,9,0,0,1,0,2,1,2,3,0
2021년05월_여_총인구수,"551,626","242,945","7,190","12,260","24,274","10,998","5,879","6,877","12,449","11,114","14,959","18,101","7,566","19,392","17,062","8,984","11,177","16,324","23,551","13,768","1,020","154,242","18,896","24,334","12,170","20,214","16,079","10,876","12,535","8,665","5,600","13,815","11,058","154,439","14,105","9,344","18,326","26,424","14,901","15,507","18,673","11,007","26,152"
2021년05월_여_연령구간인구수,"551,626","242,945","7,190","12,260","24,274","10,998","5,879","6,877","12,449","11,114","14,959","18,101","7,566","19,392","17,062","8,984","11,177","16,324","23,551","13,768","1,020","154,242","18,896","24,334","12,170","20,214","16,079","10,876","12,535","8,665","5,600","13,815","11,058","154,439","14,105","9,344","18,326","26,424","14,901","15,507","18,673","11,007","26,152"
2021년05월_여_0~9세,"39,537","18,761",245,"1,517","2,678",620,305,"1,032","1,237","1,283","1,046","1,006",412,923,"1,219",323,591,"1,070","1,293","1,917",44,"10,031","1,745","1,644",590,"1,546",989,448,666,590,647,500,666,"10,745",941,456,"1,202","2,179",877,942,"1,100",841,"2,207"
2021년05월_여_10~19세,"50,566","20,178",518,"1,048","2,086",848,489,533,747,775,"1,458","1,349",551,"1,741","1,783",547,"1,032","1,344","2,368",902,59,"14,129","2,345","2,097","1,022","2,137","1,315",619,"1,600","1,068",469,772,685,"16,259","1,330",685,"2,799","2,683","1,575","1,593","1,389","1,099","3,106"
2021년05월_여_20~29세,"72,859","30,205",927,"1,075","2,680","1,408",672,821,"1,460","1,283","1,664","1,943",963,"3,045","2,289","1,274","1,508","2,297","3,287","1,461",148,"22,199","2,488","3,233","1,895","2,656","2,482","1,897","1,842","1,108",615,"2,736","1,247","20,455","1,889","1,265","2,282","3,554","1,847","1,865","3,222","1,369","3,162"
2021년05월_여_30~39세,"72,032","33,975",658,"2,088","4,158","1,233",627,"1,507","2,336","2,503","1,552","1,872",839,"2,068","2,159",971,"1,270","2,383","2,525","3,133",93,"19,664","2,260","2,762","1,398","2,404","2,301","1,713","1,229",880,990,"2,359","1,368","18,393","1,574",954,"1,790","3,558","1,748","1,718","2,596","1,484","2,971"
2021년05월_여_40~49세,"92,948","39,259",995,"2,107","4,286","1,665",885,"1,110","1,992","1,887","2,554","2,689","1,090","3,026","3,249","1,195","1,792","2,551","3,836","2,226",124,"26,686","3,900","3,815","1,912","3,566","2,676","1,871","2,265","1,619","1,044","2,435","1,583","27,003","2,204","1,261","3,904","4,700","2,535","2,566","2,911","1,942","4,980"
2021년05월_여_50~59세,"99,413","41,851","1,513","1,753","3,519","2,088","1,103",848,"1,851","1,385","2,401","3,399","1,538","3,846","2,947","1,810","2,188","3,036","4,745","1,712",169,"28,779","3,261","4,922","2,388","3,676","3,038","1,919","2,422","1,587",941,"2,456","2,169","28,783","2,709","2,088","3,360","4,877","2,691","2,791","3,579","2,041","4,647"
2021년05월_여_60~69세,"63,480","30,079","1,178","1,543","2,655","1,592",848,579,"1,495","1,133","2,151","3,058","1,140","2,155","1,584","1,475","1,415","1,765","2,752","1,380",181,"17,006","1,566","3,009","1,588","2,247","1,814","1,188","1,278",808,548,"1,231","1,729","16,395","1,743","1,386","1,541","2,375","1,642","1,700","2,067","1,199","2,742"
2021년05월_여_70~79세,"35,253","17,185",689,725,"1,406",924,535,262,850,549,"1,367","1,717",610,"1,521","1,043",812,825,"1,074","1,527",619,130,"8,851",806,"1,556",801,"1,175",876,651,663,489,208,750,876,"9,217","1,037",714,796,"1,392","1,022","1,211","1,027",612,"1,406"
2021년05월_여_80~89세,"21,682","9,785",403,344,692,516,359,155,421,269,668,894,348,938,689,480,476,696,"1,040",339,58,"5,779",441,"1,078",494,681,498,488,471,449,107,498,574,"6,118",583,452,539,936,844,968,666,355,775
2021년05월_여_90~99세,"3,720","1,596",62,60,110,95,53,26,58,44,93,167,73,120,98,96,77,102,177,74,11,"1,089",81,213,81,125,87,77,95,66,30,75,159,"1,035",89,79,111,167,115,149,110,64,151
2021년05월_여_100세 이상,136,71,2,0,4,9,3,4,2,3,5,7,2,9,2,1,3,6,1,5,3,29,3,5,1,1,3,5,4,1,1,3,2,36,6,4,2,3,5,4,6,1,5
