카테고리,서울특별시 강서구,서울특별시 강서구 염창동,서울특별시 강서구 등촌제1동,서울특별시 강서구 등촌제2동,서울특별시 강서구 등촌제3동,서울특별시 강서구 화곡제1동,서울특별시 강서구 화곡제2동,서울특별시 강서구 화곡제3동,서울특별시 강서구 화곡제4동,서울특별시 강서구 화곡본동,서울특별시 강서구 화곡제6동,서울특별시 강서구 화곡제8동,서울특별시 강서구 가양제1동,서울특별시 강서구 가양제2동,서울특별시 강서구 가양제3동,서울특별시 강서구 발산제1동,서울특별시 강서구 우장산동,서울특별시 강서구 공항동,서울특별시 강서구 방화제1동,서울특별시 강서구 방화제2동,서울특별시 강서구 방화제3동
2020년09월_계_80~89세,"14,534",687,639,437,"1,419","1,174",385,551,584,665,550,584,480,764,640,754,744,642,"1,037",864,934
2020년09월_계_90~99세,"2,501",94,138,80,306,157,62,94,91,129,95,75,78,135,121,138,124,97,178,122,187
2020년09월_계_100세 이상,233,11,6,3,11,20,7,23,6,9,6,7,5,3,3,11,24,28,14,26,10
2020년09월_남_총인구수,"281,951","20,421","11,205","10,478","15,153","25,656","9,054","10,567","10,417","17,022","12,296","12,220","15,729","6,963","7,353","17,900","21,061","13,727","21,781","11,456","11,492"
2020년09월_남_연령구간인구수,"281,951","20,421","11,205","10,478","15,153","25,656","9,054","10,567","10,417","17,022","12,296","12,220","15,729","6,963","7,353","17,900","21,061","13,727","21,781","11,456","11,492"
2020년09월_남_0~9세,"20,809","2,166",696,711,917,"1,479",655,709,629,"1,208",675,712,919,268,404,"1,820","1,934","1,351","2,198",629,729
2020년09월_남_10~19세,"23,179","2,356",783,926,"1,111","1,290",745,827,715,"1,336",960,853,976,268,317,"2,424","2,662",904,"2,131",787,808
2020년09월_남_20~29세,"40,598","2,553","1,954","1,693","2,194","4,250","1,320","1,509","1,565","2,774","2,039","1,876","2,878",786,901,"2,294","2,543","1,906","2,603","1,594","1,366"
2020년09월_남_30~39세,"50,737","3,486","2,816","1,828","2,413","5,691","1,544","1,630","1,798","3,446","2,168","2,268","4,178","1,289","1,593","2,151","2,723","2,688","3,228","1,883","1,916"
2020년09월_남_40~49세,"45,892","3,775","1,618","1,516","1,899","3,950","1,604","1,570","1,689","2,858","1,860","2,042","2,397",753,"1,027","3,479","4,087","2,297","3,964","1,702","1,805"
2020년09월_남_50~59세,"41,562","2,944","1,472","1,628","2,517","3,561","1,327","1,609","1,630","2,322","1,902","1,727","2,025","1,067","1,086","2,740","3,240","1,945","3,210","1,851","1,759"
2020년09월_남_60~69세,"35,184","2,053","1,078","1,337","2,428","3,096","1,071","1,598","1,395","1,841","1,692","1,508","1,594","1,583","1,166","1,719","2,304","1,552","2,670","1,708","1,791"
2020년09월_남_70~79세,"18,156",820,503,666,"1,142","1,844",619,895,756,957,796,985,569,699,638,971,"1,241",796,"1,351",954,954
2020년09월_남_80~89세,"5,183",244,234,158,446,444,154,191,218,250,185,229,170,223,198,277,295,263,381,306,317
2020년09월_남_90~99세,578,24,49,15,81,42,13,25,20,27,18,18,22,25,22,22,26,14,39,31,45
2020년09월_남_100세 이상,73,0,2,0,5,9,2,4,2,3,1,2,1,2,1,3,6,11,6,11,2
2020년09월_여_총인구수,"301,593","21,533","12,645","10,900","16,589","27,019","9,550","11,437","10,850","17,822","12,818","13,181","18,423","7,730","8,319","19,835","22,905","13,291","22,848","11,725","12,173"
2020년09월_여_연령구간인구수,"301,593","21,533","12,645","10,900","16,589","27,019","9,550","11,437","10,850","17,822","12,818","13,181","18,423","7,730","8,319","19,835","22,905","13,291","22,848","11,725","12,173"
2020년09월_여_0~9세,"19,844","2,017",640,664,849,"1,410",633,637,575,"1,159",667,720,863,275,347,"1,717","1,927","1,282","2,222",561,679
2020년09월_여_10~19세,"22,273","2,243",577,752,"1,018","1,290",744,828,679,"1,143",763,823,965,221,308,"2,631","2,873",829,"2,126",711,749
2020년09월_여_20~29세,"46,707","2,952","2,899","1,659","2,047","5,050","1,296","1,677","1,439","3,102","2,215","1,955","5,617",969,983,"2,397","2,753","1,887","2,812","1,743","1,255"
2020년09월_여_30~39세,"49,058","3,838","3,010","1,801","2,263","5,037","1,401","1,625","1,634","2,995","2,035","2,103","4,038","1,194","1,551","2,365","2,966","2,430","3,341","1,612","1,819"
2020년09월_여_40~49세,"45,736","3,932","1,664","1,583","2,098","3,622","1,581","1,708","1,602","2,774","1,812","1,997","2,209",740,918,"3,859","4,644","1,950","3,813","1,492","1,738"
2020년09월_여_50~59세,"45,363","3,057","1,562","1,870","2,952","3,966","1,533","1,783","1,805","2,614","2,141","2,108","2,218","1,210","1,242","2,965","3,265","1,902","3,395","1,872","1,903"
2020년09월_여_60~69세,"40,560","2,058","1,173","1,539","2,743","3,861","1,363","1,840","1,771","2,360","1,906","1,998","1,538","1,636","1,504","2,140","2,633","1,655","2,868","1,903","2,071"
2020년09월_여_70~79세,"20,618",912,622,685,"1,415","1,927",714,891,904,"1,152",832,"1,060",605,833,923,"1,160","1,279",877,"1,468","1,167","1,192"
2020년09월_여_80~89세,"9,351",443,405,279,973,730,231,360,366,415,365,355,310,541,442,477,449,379,656,558,617
2020년09월_여_90~99세,"1,923",70,89,65,225,115,49,69,71,102,77,57,56,110,99,116,98,83,139,91,142
2020년09월_여_100세 이상,160,11,4,3,6,11,5,19,4,6,5,5,4,1,2,8,18,17,8,15,8
