,서울특별시 강서구,서울특별시 강서구 염창동,서울특별시 강서구 등촌제1동,서울특별시 강서구 등촌제2동,서울특별시 강서구 등촌제3동,서울특별시 강서구 화곡제1동,서울특별시 강서구 화곡제2동,서울특별시 강서구 화곡제3동,서울특별시 강서구 화곡제4동,서울특별시 강서구 화곡본동,서울특별시 강서구 화곡제6동,서울특별시 강서구 화곡제8동,서울특별시 강서구 가양제1동,서울특별시 강서구 가양제2동,서울특별시 강서구 가양제3동,서울특별시 강서구 발산제1동,서울특별시 강서구 우장산동,서울특별시 강서구 공항동,서울특별시 강서구 방화제1동,서울특별시 강서구 방화제2동,서울특별시 강서구 방화제3동
2021년02월_계_80~89세,"15,035",698,663,449,"1,466","1,200",399,589,606,692,555,624,500,765,655,772,776,673,"1,089",904,960
2021년02월_계_90~99세,"2,547",99,135,86,302,168,68,98,91,128,95,81,81,142,115,135,131,101,179,124,188
2021년02월_계_100세 이상,246,11,7,2,12,22,7,25,7,9,7,8,5,4,3,12,23,28,15,27,12
2021년02월_남_총인구수,"279,269","20,327","11,362","10,226","14,886","25,409","8,957","10,396","10,271","16,852","12,119","12,020","15,732","6,785","7,180","17,608","20,818","14,061","21,464","11,517","11,279"
2021년02월_남_연령구간인구수,"279,269","20,327","11,362","10,226","14,886","25,409","8,957","10,396","10,271","16,852","12,119","12,020","15,732","6,785","7,180","17,608","20,818","14,061","21,464","11,517","11,279"
2021년02월_남_0~9세,"19,829","2,108",677,676,856,"1,354",612,693,580,"1,135",604,651,886,240,365,"1,733","1,849","1,465","2,059",604,682
2021년02월_남_10~19세,"22,671","2,324",767,900,"1,061","1,260",705,832,712,"1,292",921,806,957,244,288,"2,367","2,649",919,"2,136",755,776
2021년02월_남_20~29세,"39,989","2,565","2,013","1,618","2,096","4,222","1,319","1,461","1,515","2,763","2,005","1,888","2,801",749,865,"2,279","2,502","1,902","2,541","1,593","1,292"
2021년02월_남_30~39세,"49,969","3,459","2,947","1,776","2,385","5,603","1,521","1,559","1,741","3,394","2,152","2,172","4,198","1,226","1,550","2,028","2,605","2,685","3,122","1,936","1,910"
2021년02월_남_40~49세,"45,553","3,747","1,605","1,491","1,861","3,939","1,573","1,560","1,687","2,840","1,856","2,025","2,417",765,"1,004","3,440","3,992","2,414","3,873","1,709","1,755"
2021년02월_남_50~59세,"41,149","2,919","1,472","1,562","2,444","3,499","1,355","1,569","1,614","2,314","1,864","1,681","2,039",998,"1,068","2,749","3,287","1,962","3,181","1,867","1,705"
2021년02월_남_60~69세,"35,760","2,100","1,078","1,346","2,486","3,179","1,076","1,605","1,416","1,850","1,703","1,538","1,658","1,607","1,183","1,737","2,316","1,602","2,730","1,731","1,819"
2021년02월_남_70~79세,"18,259",834,514,673,"1,144","1,843",624,879,751,968,802,983,570,700,635,968,"1,271",813,"1,372",954,961
2021년02월_남_80~89세,"5,440",248,242,167,464,461,159,210,236,267,194,255,183,225,203,284,310,274,399,325,334
2021년02월_남_90~99세,574,23,44,17,84,40,11,22,17,27,17,18,22,29,18,20,31,14,45,32,43
2021년02월_남_100세 이상,76,0,3,0,5,9,2,6,2,2,1,3,1,2,1,3,6,11,6,11,2
2021년02월_여_총인구수,"299,813","21,646","12,869","10,641","16,430","26,878","9,409","11,203","10,755","17,698","12,776","12,991","18,433","7,555","8,226","19,509","22,778","13,672","22,577","11,801","11,966"
2021년02월_여_연령구간인구수,"299,813","21,646","12,869","10,641","16,430","26,878","9,409","11,203","10,755","17,698","12,776","12,991","18,433","7,555","8,226","19,509","22,778","13,672","22,577","11,801","11,966"
2021년02월_여_0~9세,"18,996","1,979",625,606,823,"1,319",597,583,551,"1,065",616,653,795,252,339,"1,614","1,871","1,400","2,101",557,650
2021년02월_여_10~19세,"21,711","2,215",566,714,974,"1,218",702,806,659,"1,106",728,800,945,219,291,"2,575","2,808",895,"2,099",681,710
2021년02월_여_20~29세,"46,560","3,016","2,999","1,625","1,994","5,170","1,287","1,626","1,458","3,200","2,262","1,966","5,493",904,938,"2,332","2,781","1,852","2,730","1,704","1,223"
2021년02월_여_30~39세,"48,615","3,865","3,126","1,724","2,246","4,916","1,367","1,550","1,590","2,963","2,045","1,998","4,200","1,161","1,549","2,266","2,870","2,488","3,249","1,670","1,772"
2021년02월_여_40~49세,"45,257","3,919","1,638","1,567","2,029","3,582","1,521","1,684","1,577","2,694","1,804","1,959","2,194",728,909,"3,797","4,591","2,063","3,784","1,517","1,700"
2021년02월_여_50~59세,"44,765","3,029","1,583","1,830","2,892","3,936","1,515","1,740","1,795","2,566","2,088","2,046","2,205","1,157","1,213","2,981","3,284","1,877","3,336","1,842","1,850"
2021년02월_여_60~69세,"41,341","2,156","1,191","1,531","2,839","3,906","1,397","1,844","1,772","2,423","1,950","2,031","1,611","1,633","1,507","2,157","2,687","1,706","2,977","1,942","2,081"
2021년02월_여_70~79세,"20,830",930,625,691,"1,406","1,951",721,896,904,"1,148",838,"1,101",610,846,929,"1,175","1,303",888,"1,468","1,201","1,199"
2021년02월_여_80~89세,"9,595",450,421,282,"1,002",739,240,379,370,425,361,369,317,540,452,488,466,399,690,579,626
2021년02월_여_90~99세,"1,973",76,91,69,218,128,57,76,74,101,78,63,59,113,97,115,100,87,134,92,145
2021년02월_여_100세 이상,170,11,4,2,7,13,5,19,5,7,6,5,4,2,2,9,17,17,9,16,10
