카테고리,인천광역시 남동구,인천광역시 남동구 구월1동,인천광역시 남동구 구월2동,인천광역시 남동구 구월3동,인천광역시 남동구 구월4동,인천광역시 남동구 간석1동,인천광역시 남동구 간석2동,인천광역시 남동구 간석3동,인천광역시 남동구 간석4동,인천광역시 남동구 만수1동,인천광역시 남동구 만수2동,인천광역시 남동구 만수3동,인천광역시 남동구 만수4동,인천광역시 남동구 만수5동,인천광역시 남동구 만수6동,인천광역시 남동구 장수서창동,인천광역시 남동구 서창2동,인천광역시 남동구 남촌도림동,인천광역시 남동구 논현1동,인천광역시 남동구 논현2동,인천광역시 남동구 논현고잔동
2021년09월_여_연령구간인구수,"261,185","16,184","18,051","15,073","7,260","10,966","11,048","13,845","14,419","8,788","12,407","8,759","10,778","7,684","12,540","10,033","19,876","10,295","15,900","16,307","20,972"
2021년09월_여_0~9세,"18,826","1,432","1,614",767,277,509,729,735,842,395,793,609,670,280,631,751,"2,730",574,"1,341","1,107","2,040"
2021년09월_여_10~19세,"23,873","1,586","2,109",870,428,735,990,"1,000","1,130",520,"1,247",785,866,483,"1,112","1,040","1,845",876,"1,690","1,598","2,963"
2021년09월_여_20~29세,"33,400","2,055","2,026","3,591","1,041","1,475","1,384","1,924","1,999","1,054","1,508","1,171","1,274","1,002","1,571","1,043","1,812","1,243","1,876","2,104","2,247"
2021년09월_여_30~39세,"33,651","2,329","2,298","2,649",684,"1,391","1,311","1,711","1,881",983,"1,357","1,018","1,335",759,"1,302","1,126","3,642","1,065","2,056","2,010","2,744"
2021년09월_여_40~49세,"42,711","2,683","3,413","2,202",976,"1,554","1,847","1,942","2,173","1,131","2,043","1,333","1,634",914,"1,872","1,642","3,696","1,540","2,870","2,739","4,507"
2021년09월_여_50~59세,"45,056","2,636","2,879","2,245","1,430","1,961","1,892","2,558","2,607","1,617","2,246","1,611","1,961","1,503","2,498","1,765","2,628","2,100","2,733","2,858","3,328"
2021년09월_여_60~69세,"36,182","2,058","2,271","1,598","1,283","1,721","1,595","2,226","2,163","1,533","1,917","1,301","1,753","1,496","1,921","1,603","2,216","1,624","1,950","2,092","1,861"
2021년09월_여_70~79세,"17,042",854,934,762,711,"1,030",842,"1,104",979,897,839,612,756,832,908,674,861,768,850,"1,056",773
2021년09월_여_80~89세,"8,709",440,408,336,356,490,385,558,530,571,376,266,450,338,589,328,370,410,438,633,437
2021년09월_여_90~99세,"1,660",107,92,52,71,96,70,82,107,85,79,50,74,75,130,59,71,92,96,103,69
2021년09월_여_100세 이상,75,4,7,1,3,4,3,5,8,2,2,3,5,2,6,2,5,3,0,7,3
