카테고리,인천광역시 부평구,인천광역시 부평구 부평1동,인천광역시 부평구 부평2동,인천광역시 부평구 부평3동,인천광역시 부평구 부평4동,인천광역시 부평구 부평5동,인천광역시 부평구 부평6동,인천광역시 부평구 산곡1동,인천광역시 부평구 산곡2동,인천광역시 부평구 산곡3동,인천광역시 부평구 산곡4동,인천광역시 부평구 청천1동,인천광역시 부평구 청천2동,인천광역시 부평구 갈산1동,인천광역시 부평구 갈산2동,인천광역시 부평구 삼산1동,인천광역시 부평구 삼산2동,인천광역시 부평구 부개1동,인천광역시 부평구 부개2동,인천광역시 부평구 부개3동,인천광역시 부평구 일신동,인천광역시 부평구 십정1동,인천광역시 부평구 십정2동
2020년08월_남_연령구간인구수,"247,094","18,133","8,838","6,604","18,263","16,628","6,981","6,626","15,935","11,003","8,690","3,771","17,476","8,517","9,570","17,068","14,427","8,533","8,597","15,693","6,719","6,662","12,360"
2020년08월_남_0~9세,"17,468","1,268",515,357,"1,350","1,342",513,319,"1,428",688,638,160,"1,453",471,651,"1,322","1,276",456,601,"1,035",612,404,609
2020년08월_남_10~19세,"22,781","1,466",690,474,"1,284","1,191",421,521,"2,022","1,101",920,279,"1,624",745,786,"1,903","2,196",611,811,"1,723",577,550,886
2020년08월_남_20~29세,"36,571","2,970","1,298",911,"2,890","2,590","1,023",962,"2,239","1,550","1,339",506,"2,542","1,393","1,363","2,559","1,974","1,159","1,287","2,531",943,879,"1,663"
2020년08월_남_30~39세,"35,595","3,188","1,374",937,"3,441","3,330","1,129",784,"1,862","1,268","1,105",451,"2,683","1,209","1,480","2,059","1,479","1,141","1,132","2,041","1,013",807,"1,682"
2020년08월_남_40~49세,"39,398","2,829","1,425","1,023","2,943","2,868","1,121",943,"2,716","1,595","1,322",618,"2,680","1,285","1,300","2,806","2,746","1,338","1,352","2,541","1,000","1,029","1,918"
2020년08월_남_50~59세,"44,665","2,876","1,565","1,191","3,018","2,600","1,162","1,345","2,830","1,953","1,589",857,"3,189","1,661","1,681","3,336","2,694","1,548","1,537","3,048","1,061","1,351","2,573"
2020년08월_남_60~69세,"31,470","2,121","1,126","1,017","2,024","1,678",978,"1,069","1,822","1,645","1,149",589,"2,122","1,122","1,495","1,991","1,362","1,343","1,133","1,795",988,989,"1,912"
2020년08월_남_70~79세,"14,079",986,648,499,971,749,453,510,776,844,436,247,880,476,622,792,510,718,557,709,394,469,833
2020년08월_남_80~89세,"4,593",393,173,169,307,249,170,155,219,325,176,53,280,145,167,267,176,202,170,244,120,167,266
2020년08월_남_90~99세,431,35,21,20,29,30,10,15,20,31,15,7,22,10,23,32,14,16,16,25,9,15,16
2020년08월_남_100세 이상,43,1,3,6,6,1,1,3,1,3,1,4,1,0,2,1,0,1,1,1,2,2,2
2020년08월_여_총인구수,"252,196","19,546","8,852","6,668","18,626","16,953","7,126","6,463","16,355","11,638","9,497","3,266","17,431","8,294","10,047","17,758","15,244","8,360","9,008","16,804","6,354","6,380","11,526"
2020년08월_여_연령구간인구수,"252,196","19,546","8,852","6,668","18,626","16,953","7,126","6,463","16,355","11,638","9,497","3,266","17,431","8,294","10,047","17,758","15,244","8,360","9,008","16,804","6,354","6,380","11,526"
2020년08월_여_0~9세,"16,636","1,235",488,318,"1,327","1,292",452,270,"1,393",596,593,180,"1,343",461,640,"1,247","1,284",457,591,992,504,338,635
2020년08월_여_10~19세,"21,230","1,506",653,403,"1,148","1,207",406,487,"1,831",975,886,265,"1,425",592,722,"1,789","2,119",560,795,"1,724",497,503,737
2020년08월_여_20~29세,"34,464","3,211","1,179",823,"2,973","2,592","1,054",773,"1,976","1,395","1,358",387,"2,367","1,206","1,251","2,308","1,846","1,018","1,206","2,484",755,796,"1,506"
2020년08월_여_30~39세,"33,214","2,956","1,178",815,"3,204","2,928","1,071",625,"2,062","1,194","1,095",374,"2,514","1,028","1,389","2,027","1,624",995,"1,129","2,112",878,679,"1,337"
2020년08월_여_40~49세,"38,986","2,972","1,278",909,"2,744","2,558",956,862,"2,896","1,646","1,526",479,"2,580","1,178","1,296","3,026","3,243","1,099","1,393","2,867",891,946,"1,641"
2020년08월_여_50~59세,"46,383","3,246","1,605","1,246","3,174","2,817","1,266","1,272","2,981","2,188","1,850",640,"3,289","1,711","1,966","3,306","2,579","1,526","1,702","3,327","1,175","1,200","2,317"
2020년08월_여_60~69세,"33,182","2,426","1,313","1,064","2,245","1,947","1,019","1,148","1,843","1,817","1,180",513,"2,227","1,192","1,515","2,075","1,388","1,472","1,205","1,788",960,"1,014","1,831"
2020년08월_여_70~79세,"17,224","1,205",768,678,"1,163",998,533,613,840,"1,035",572,264,"1,051",582,719,"1,103",688,825,634,930,446,591,986
2020년08월_여_80~89세,"9,061",644,328,344,557,505,300,340,441,647,368,125,540,279,456,733,388,358,307,493,205,257,446
2020년08월_여_90~99세,"1,665",134,54,62,82,98,60,61,86,131,68,32,89,61,92,135,83,46,42,86,39,46,78
2020년08월_여_100세 이상,151,11,8,6,9,11,9,12,6,14,1,7,6,4,1,9,2,4,4,1,4,10,12
