카테고리,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 동남구 목천읍,충청남도 천안시 동남구 풍세면,충청남도 천안시 동남구 광덕면,충청남도 천안시 동남구 북면,충청남도 천안시 동남구 성남면,충청남도 천안시 동남구 수신면,충청남도 천안시 동남구 병천면,충청남도 천안시 동남구 동면,충청남도 천안시 동남구 중앙동,충청남도 천안시 동남구 문성동,충청남도 천안시 동남구 원성1동,충청남도 천안시 동남구 원성2동,충청남도 천안시 동남구 봉명동,충청남도 천안시 동남구 일봉동,충청남도 천안시 동남구 신방동,충청남도 천안시 동남구 청룡동,충청남도 천안시 동남구 신안동,충청남도 천안시 서북구,충청남도 천안시 서북구 성환읍,충청남도 천안시 서북구 성거읍,충청남도 천안시 서북구 직산읍,충청남도 천안시 서북구 입장면,충청남도 천안시 서북구 성정1동,충청남도 천안시 서북구 성정2동,충청남도 천안시 서북구 쌍용1동,충청남도 천안시 서북구 쌍용2동,충청남도 천안시 서북구 쌍용3동,충청남도 천안시 서북구 백석동,충청남도 천안시 서북구 불당동,충청남도 천안시 서북구 부성1동,충청남도 천안시 서북구 부성2동
2021년08월_계_80~89세,"15,655","8,296",951,329,378,343,291,251,422,258,331,176,394,526,467,579,736,"1,054",810,"7,359","1,304",638,658,548,499,429,352,578,509,415,424,608,397
2021년08월_계_90~99세,"2,274","1,220",132,55,73,71,54,26,69,44,36,29,59,56,64,74,106,168,104,"1,054",162,75,76,96,67,75,60,81,85,60,77,78,62
2021년08월_계_100세 이상,85,46,2,0,2,1,4,1,2,4,2,1,4,0,2,3,3,9,6,39,6,3,3,1,6,4,1,1,1,5,5,2,1
2021년08월_남_총인구수,"335,811","129,501","12,418","2,248","2,167","2,268","1,640","1,235","3,241","1,120","2,810","2,247","4,472","4,765","9,265","11,519","22,712","27,553","17,821","206,310","12,454","11,341","10,903","4,574","9,088","13,881","6,757","18,404","9,050","20,339","35,151","24,173","30,195"
2021년08월_남_연령구간인구수,"335,811","129,501","12,418","2,248","2,167","2,268","1,640","1,235","3,241","1,120","2,810","2,247","4,472","4,765","9,265","11,519","22,712","27,553","17,821","206,310","12,454","11,341","10,903","4,574","9,088","13,881","6,757","18,404","9,050","20,339","35,151","24,173","30,195"
2021년08월_남_0~9세,"30,664","9,980",823,68,56,67,35,25,119,12,86,87,218,133,560,"1,025","2,315","2,946","1,405","20,684",589,863,733,142,467,470,428,"1,617",654,"2,751","5,275","2,032","4,663"
2021년08월_남_10~19세,"35,061","13,370","1,362",121,102,122,76,46,192,45,145,119,372,344,763,"1,624","3,020","3,581","1,336","21,691","1,135","1,182",982,277,560,626,592,"2,533","1,258","2,929","4,857","2,089","2,671"
2021년08월_남_20~29세,"50,206","18,393","1,589",244,206,241,136,113,499,80,279,317,608,660,"1,443","1,446","3,336","3,601","3,595","31,813","1,599","1,434","1,515",547,"1,364","3,293","1,217","3,110","1,354","2,670","4,372","5,119","4,219"
2021년08월_남_30~39세,"54,682","16,851","1,270",194,148,195,117,108,330,54,299,332,457,501,"1,398","1,150","3,472","3,992","2,834","37,831","1,127","1,441","1,601",447,"1,458","3,417",993,"2,470","1,105","3,212","6,935","5,288","8,337"
2021년08월_남_40~49세,"57,824","21,662","2,266",273,233,272,196,161,427,117,354,329,635,702,"1,508","2,149","4,479","5,017","2,544","36,162","1,998","2,210","2,087",624,"1,436","2,180",927,"3,061","1,439","3,971","6,999","3,843","5,387"
2021년08월_남_50~59세,"52,930","21,977","2,427",426,438,464,332,244,597,241,584,405,878,918,"1,639","2,005","3,487","4,213","2,679","30,953","2,316","2,035","1,942",990,"1,723","1,967","1,138","3,162","1,672","2,863","4,656","3,415","3,074"
2021년08월_남_60~69세,"34,645","16,813","1,617",517,577,515,416,288,618,296,614,416,754,830,"1,282","1,345","1,788","2,757","2,183","17,832","2,044","1,384","1,279",881,"1,304","1,338",978,"1,715","1,056","1,390","1,513","1,594","1,356"
2021년08월_남_70~79세,"13,852","7,223",715,270,269,248,222,154,297,175,309,163,395,455,498,545,591,"1,029",888,"6,629","1,124",550,521,434,574,442,349,525,355,421,396,568,370
2021년08월_남_80~89세,"5,428","2,942",318,122,120,129,102,91,144,92,130,66,138,209,159,210,200,377,335,"2,486",483,225,230,198,185,137,122,190,145,121,135,207,108
2021년08월_남_90~99세,500,279,31,13,17,14,7,5,18,7,10,13,16,13,14,18,23,38,22,221,37,15,13,34,16,10,13,20,12,11,12,18,10
2021년08월_남_100세 이상,19,11,0,0,1,1,1,0,0,1,0,0,1,0,1,2,1,2,0,8,2,2,0,0,1,1,0,1,0,0,1,0,0
2021년08월_여_총인구수,"321,439","126,031","11,850","1,852","2,128","2,081","1,489","1,027","2,841",968,"2,562","2,057","4,177","4,458","8,819","11,618","21,795","27,566","18,743","195,408","11,431","10,273","9,095","3,890","8,152","11,860","7,030","19,054","9,747","20,127","34,936","22,730","27,083"
2021년08월_여_연령구간인구수,"321,439","126,031","11,850","1,852","2,128","2,081","1,489","1,027","2,841",968,"2,562","2,057","4,177","4,458","8,819","11,618","21,795","27,566","18,743","195,408","11,431","10,273","9,095","3,890","8,152","11,860","7,030","19,054","9,747","20,127","34,936","22,730","27,083"
2021년08월_여_0~9세,"29,191","9,366",770,47,59,55,39,23,119,11,88,75,178,135,514,"1,012","2,094","2,775","1,372","19,825",520,862,643,134,398,451,378,"1,609",680,"2,674","5,026","1,934","4,516"
2021년08월_여_10~19세,"32,692","12,326","1,246",108,83,105,78,36,166,24,127,104,283,294,650,"1,536","2,748","3,386","1,352","20,366","1,045","1,149",875,242,561,617,604,"2,302","1,068","2,723","4,685","1,990","2,505"
2021년08월_여_20~29세,"45,232","16,345","1,271",133,146,150,92,61,257,52,264,321,443,483,"1,387","1,254","2,754","3,299","3,978","28,887","1,181","1,115",981,339,"1,182","3,205","1,166","2,839","1,251","2,415","4,314","5,064","3,835"
2021년08월_여_30~39세,"48,030","15,175","1,166",124,141,133,66,57,212,36,196,241,374,337,"1,086","1,281","3,090","3,965","2,670","32,855",898,"1,233","1,082",247,"1,048","2,166",836,"2,437","1,144","3,410","7,241","4,087","7,026"
2021년08월_여_40~49세,"53,602","20,258","2,070",164,185,234,119,71,300,49,289,245,550,598,"1,384","2,161","4,367","5,061","2,411","33,344","1,595","1,865","1,555",416,"1,132","1,606",955,"3,507","1,637","3,907","7,227","3,633","4,309"
2021년08월_여_50~59세,"50,158","21,206","2,088",314,398,375,251,168,537,164,432,323,832,866,"1,584","2,012","3,457","4,246","3,159","28,952","1,909","1,679","1,605",766,"1,528","1,638","1,312","3,515","1,863","2,799","4,196","3,337","2,805"
2021년08월_여_60~69세,"33,861","16,599","1,607",451,510,500,372,243,572,249,583,401,790,858,"1,280","1,245","1,865","2,789","2,284","17,262","2,009","1,252","1,216",821,"1,258","1,253","1,073","1,697","1,094","1,362","1,425","1,509","1,293"
2021년08월_여_70~79세,"16,606","8,426",896,262,291,258,233,186,347,177,354,220,425,527,575,691,799,"1,231",954,"8,180","1,324",644,644,512,675,564,428,699,572,489,464,713,452
2021년08월_여_80~89세,"10,227","5,354",633,207,258,214,189,160,278,166,201,110,256,317,308,369,536,677,475,"4,873",821,413,428,350,314,292,230,388,364,294,289,401,289
2021년08월_여_90~99세,"1,774",941,101,42,56,57,47,21,51,37,26,16,43,43,50,56,83,130,82,833,125,60,63,62,51,65,47,61,73,49,65,60,52
2021년08월_여_100세 이상,66,35,2,0,1,0,3,1,2,3,2,1,3,0,1,1,2,7,6,31,4,1,3,1,5,3,1,0,1,5,4,2,1
