,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 덕양구 주교동,경기도 고양시 덕양구 원신동,경기도 고양시 덕양구 흥도동,경기도 고양시 덕양구 성사1동,경기도 고양시 덕양구 성사2동,경기도 고양시 덕양구 효자동,경기도 고양시 덕양구 삼송동,경기도 고양시 덕양구 창릉동,경기도 고양시 덕양구 고양동,경기도 고양시 덕양구 관산동,경기도 고양시 덕양구 능곡동,경기도 고양시 덕양구 화정1동,경기도 고양시 덕양구 화정2동,경기도 고양시 덕양구 행주동,경기도 고양시 덕양구 행신1동,경기도 고양시 덕양구 행신2동,경기도 고양시 덕양구 행신3동,경기도 고양시 덕양구 화전동,경기도 고양시 덕양구 대덕동,경기도 고양시 일산동구,경기도 고양시 일산동구 식사동,경기도 고양시 일산동구 중산동,경기도 고양시 일산동구 정발산동,경기도 고양시 일산동구 풍산동,경기도 고양시 일산동구 백석1동,경기도 고양시 일산동구 백석2동,경기도 고양시 일산동구 마두1동,경기도 고양시 일산동구 마두2동,경기도 고양시 일산동구 장항1동,경기도 고양시 일산동구 장항2동,경기도 고양시 일산동구 고봉동,경기도 고양시 일산서구,경기도 고양시 일산서구 일산1동,경기도 고양시 일산서구 일산2동,경기도 고양시 일산서구 일산3동,경기도 고양시 일산서구 탄현동,경기도 고양시 일산서구 주엽1동,경기도 고양시 일산서구 주엽2동,경기도 고양시 일산서구 대화동,경기도 고양시 일산서구 송포동,경기도 고양시 일산서구 송산동
2021년12월_계_80~89세,"35,438","16,125",598,547,"1,139",846,594,353,707,469,"1,146","1,515",596,"1,608","1,141",781,774,"1,058","1,592",557,104,"9,359",755,"1,724",787,"1,133",835,709,742,691,180,868,935,"9,954","1,003",732,862,"1,507","1,370","1,480","1,047",636,"1,317"
2021년12월_계_90~99세,"5,208","2,218",90,86,146,124,74,48,81,73,140,217,82,207,140,111,103,143,241,98,14,"1,504",122,297,120,190,102,103,124,109,31,122,184,"1,486",131,108,163,222,189,229,147,91,206
2021년12월_계_100세 이상,151,68,5,1,2,2,3,3,2,2,6,10,3,10,2,1,4,5,2,4,1,36,3,5,1,2,4,3,3,1,2,8,4,47,7,4,3,4,9,3,6,5,6
2021년12월_남_총인구수,"528,094","238,375","7,456","11,296","23,416","10,863","5,494","7,477","12,218","11,697","14,971","18,514","7,886","18,191","15,903","9,793","10,471","15,571","21,916","13,847","1,395","145,362","18,105","22,503","11,286","18,616","14,436","10,001","11,561","7,665","5,794","13,245","12,150","144,357","13,042","9,074","17,066","25,047","13,052","13,473","17,578","10,648","25,377"
2021년12월_남_연령구간인구수,"528,094","238,375","7,456","11,296","23,416","10,863","5,494","7,477","12,218","11,697","14,971","18,514","7,886","18,191","15,903","9,793","10,471","15,571","21,916","13,847","1,395","145,362","18,105","22,503","11,286","18,616","14,436","10,001","11,561","7,665","5,794","13,245","12,150","144,357","13,042","9,074","17,066","25,047","13,052","13,473","17,578","10,648","25,377"
2021년12월_남_0~9세,"39,711","18,931",265,"1,407","2,611",641,288,"1,020","1,280","1,402","1,003","1,004",437,945,"1,198",354,665,"1,112","1,264","2,000",35,"10,160","1,826","1,635",642,"1,507",947,426,684,583,718,522,670,"10,620",898,400,"1,299","2,213",849,973,"1,094",780,"2,114"
2021년12월_남_10~19세,"52,320","21,067",593,"1,029","2,215",938,521,531,871,886,"1,602","1,426",619,"1,806","1,839",593,937,"1,351","2,303",950,57,"14,724","2,516","2,215","1,029","2,199","1,349",637,"1,625","1,110",501,746,797,"16,529","1,293",723,"2,883","2,708","1,579","1,556","1,550","1,130","3,107"
2021년12월_남_20~29세,"75,061","31,961","1,096","1,111","2,614","1,563",767,794,"1,356","1,168","1,932","2,313","1,150","3,025","2,290","1,541","1,508","2,478","3,531","1,456",268,"22,000","2,509","3,492","1,921","2,700","2,253","1,560","1,858","1,063",684,"2,300","1,660","21,100","1,977","1,395","2,297","3,661","1,860","1,837","3,009","1,595","3,469"
2021년12월_남_30~39세,"71,140","34,812",873,"1,722","3,908","1,367",677,"1,426","2,353","2,738","1,560","2,115",951,"2,232","2,118","1,314","1,376","2,519","2,580","2,827",156,"18,880","1,856","2,660","1,544","2,229","2,233","1,622","1,045",684,818,"2,564","1,625","17,448","1,547",947,"1,699","3,374","1,570","1,589","2,717","1,349","2,656"
2021년12월_남_40~49세,"85,933","39,201",994,"2,226","4,665","1,678",791,"1,398","2,183","2,146","2,510","2,942","1,080","2,535","2,701","1,362","1,608","2,253","3,261","2,698",170,"23,451","3,329","3,359","1,556","3,082","2,258","1,730","1,721","1,234","1,078","2,242","1,862","23,281","1,948","1,206","3,018","4,222","1,994","2,117","2,581","1,708","4,487"
2021년12월_남_50~59세,"96,573","41,795","1,623","1,566","3,281","2,179",985,"1,003","1,717","1,495","2,764","3,599","1,567","3,647","2,908","2,094","2,021","2,813","4,488","1,769",276,"27,436","3,358","4,195","2,106","3,288","2,681","2,003","2,352","1,518","1,012","2,517","2,406","27,342","2,472","2,033","3,189","4,741","2,346","2,355","3,214","2,002","4,990"
2021년12월_남_60~69세,"66,719","30,997","1,275","1,398","2,483","1,518",837,821,"1,465","1,146","2,046","3,087","1,307","2,336","1,736","1,650","1,503","1,934","2,844","1,340",271,"18,250","1,828","3,094","1,528","2,281","1,772","1,282","1,484",868,669,"1,457","1,987","17,472","1,746","1,552","1,776","2,622","1,654","1,721","2,193","1,293","2,915"
2021년12월_남_70~79세,"26,438","13,174",514,614,"1,184",646,392,359,717,501,"1,062","1,396",524,966,656,590,550,720,"1,086",585,112,"6,693",572,"1,176",645,856,598,490,503,323,243,505,782,"6,571",747,535,563,918,654,742,822,496,"1,094"
2021년12월_남_80~89세,"12,827","5,865",197,209,417,308,218,115,261,190,443,589,234,624,410,276,277,354,502,194,47,"3,373",280,603,283,422,319,227,257,241,67,343,331,"3,589",378,256,299,534,480,509,362,272,499
2021년12월_남_90~99세,"1,335",557,24,14,38,25,17,9,14,25,48,41,17,72,47,19,25,36,56,27,3,382,30,73,31,52,25,24,31,40,4,44,28,396,36,27,42,54,63,73,36,20,45
2021년12월_남_100세 이상,37,15,2,0,0,0,1,1,1,0,1,2,0,3,0,0,1,1,1,1,0,13,1,1,1,0,1,0,1,1,0,5,2,9,0,0,1,0,3,1,0,3,1
2021년12월_여_총인구수,"551,259","244,552","7,007","12,313","25,052","10,938","5,849","7,852","13,198","11,839","14,790","17,991","7,460","19,212","16,829","8,897","11,025","16,144","23,177","13,954","1,025","153,511","19,116","24,100","12,071","20,061","15,874","10,805","12,454","8,580","5,605","13,840","11,005","153,196","13,945","9,244","18,174","26,209","14,804","15,353","18,534","10,861","26,072"
2021년12월_여_연령구간인구수,"551,259","244,552","7,007","12,313","25,052","10,938","5,849","7,852","13,198","11,839","14,790","17,991","7,460","19,212","16,829","8,897","11,025","16,144","23,177","13,954","1,025","153,511","19,116","24,100","12,071","20,061","15,874","10,805","12,454","8,580","5,605","13,840","11,005","153,196","13,945","9,244","18,174","26,209","14,804","15,353","18,534","10,861","26,072"
2021년12월_여_0~9세,"38,227","18,207",232,"1,451","2,622",602,285,"1,037","1,289","1,341",978,953,383,854,"1,141",311,554,"1,042","1,164","1,926",42,"9,665","1,709","1,583",583,"1,471",942,432,664,541,625,471,644,"10,355",869,429,"1,156","2,100",849,934,"1,073",822,"2,123"
2021년12월_여_10~19세,"50,034","20,142",469,"1,111","2,181",831,472,584,832,822,"1,460","1,323",539,"1,692","1,731",542,995,"1,282","2,284",934,58,"13,985","2,391","2,025","1,003","2,118","1,275",613,"1,569","1,076",455,778,682,"15,907","1,275",685,"2,776","2,606","1,509","1,551","1,351","1,070","3,084"
2021년12월_여_20~29세,"71,509","29,936",896,"1,043","2,868","1,398",672,933,"1,521","1,317","1,605","1,903",932,"2,969","2,236","1,249","1,424","2,223","3,181","1,405",161,"21,692","2,464","3,123","1,811","2,579","2,418","1,834","1,781","1,097",642,"2,727","1,216","19,881","1,846","1,200","2,186","3,486","1,811","1,827","3,096","1,290","3,139"
2021년12월_여_30~39세,"71,614","34,234",667,"2,009","4,221","1,225",636,"1,592","2,478","2,751","1,483","1,797",797,"2,127","2,110",991,"1,292","2,415","2,516","3,028",99,"19,369","2,210","2,702","1,433","2,339","2,288","1,732","1,204",846,977,"2,317","1,321","18,011","1,572",932,"1,742","3,458","1,716","1,708","2,601","1,447","2,835"
2021년12월_여_40~49세,"91,432","39,093",928,"2,185","4,528","1,635",855,"1,251","2,152","2,008","2,476","2,594","1,086","2,890","3,122","1,123","1,706","2,408","3,660","2,368",118,"26,071","3,894","3,666","1,851","3,477","2,528","1,814","2,236","1,580","1,045","2,421","1,559","26,268","2,116","1,210","3,835","4,554","2,465","2,491","2,851","1,853","4,893"
2021년12월_여_50~59세,"100,493","42,309","1,489","1,720","3,575","2,074","1,082",986,"1,956","1,483","2,463","3,428","1,534","3,809","2,988","1,799","2,174","3,058","4,756","1,768",167,"29,063","3,417","4,947","2,369","3,667","3,104","1,924","2,404","1,601",943,"2,504","2,183","29,121","2,718","2,056","3,397","4,977","2,722","2,777","3,585","2,094","4,795"
2021년12월_여_60~69세,"66,396","31,487","1,220","1,628","2,781","1,621",897,796,"1,618","1,227","2,183","3,158","1,158","2,266","1,636","1,489","1,487","1,822","2,850","1,463",187,"17,805","1,659","3,156","1,637","2,384","1,859","1,243","1,368",848,575,"1,299","1,777","17,104","1,834","1,471","1,616","2,502","1,707","1,746","2,155","1,248","2,825"
2021년12월_여_70~79세,"34,956","17,170",636,755,"1,444",913,515,394,838,561,"1,342","1,725",601,"1,479","1,039",795,815,"1,079","1,490",625,124,"8,730",803,"1,549",791,"1,175",864,649,648,472,201,717,861,"9,056",988,700,780,"1,381","1,003","1,190","1,020",600,"1,394"
2021년12월_여_80~89세,"22,611","10,260",401,338,722,538,376,238,446,279,703,926,362,984,731,505,497,704,"1,090",363,57,"5,986",475,"1,121",504,711,516,482,485,450,113,525,604,"6,365",625,476,563,973,890,971,685,364,818
2021년12월_여_90~99세,"3,873","1,661",66,72,108,99,57,39,67,48,92,176,65,135,93,92,78,107,185,71,11,"1,122",92,224,89,138,77,79,93,69,27,78,156,"1,090",95,81,121,168,126,156,111,71,161
2021년12월_여_100세 이상,114,53,3,1,2,2,2,2,1,2,5,8,3,7,2,1,3,4,1,3,1,23,2,4,0,2,3,3,2,0,2,3,2,38,7,4,2,4,6,2,6,2,5
