카테고리,광주광역시 북구,광주광역시 북구 중흥1동,광주광역시 북구 중흥2동,광주광역시 북구 중흥3동,광주광역시 북구 중앙동,광주광역시 북구 임동,광주광역시 북구 신안동,광주광역시 북구 용봉동,광주광역시 북구 운암1동,광주광역시 북구 운암2동,광주광역시 북구 운암3동,광주광역시 북구 동림동,광주광역시 북구 우산동,광주광역시 북구 풍향동,광주광역시 북구 문화동,광주광역시 북구 문흥1동,광주광역시 북구 문흥2동,광주광역시 북구 두암1동,광주광역시 북구 두암2동,광주광역시 북구 두암3동,광주광역시 북구 삼각동,광주광역시 북구 일곡동,광주광역시 북구 매곡동,광주광역시 북구 오치1동,광주광역시 북구 오치2동,광주광역시 북구 석곡동,광주광역시 북구 건국동,광주광역시 북구 양산동,광주광역시 북구 신용동
2021년03월_계_80~89세,"12,326",179,330,179,163,296,455,885,420,510,365,485,578,203,746,444,533,353,545,822,280,626,348,280,566,213,519,717,286
2021년03월_계_90~99세,"1,766",22,42,17,42,44,56,112,62,50,67,78,83,31,100,55,77,54,84,103,48,86,57,47,78,36,75,117,43
2021년03월_계_100세 이상,103,3,2,4,5,3,7,2,3,3,1,3,9,2,14,1,2,3,3,8,0,3,2,5,0,4,5,4,2
2021년03월_남_총인구수,"213,257","2,571","3,486","2,579","1,704","3,926","6,299","19,181","9,345","6,170","6,261","11,684","5,181","2,957","10,345","7,905","7,589","3,945","8,049","6,590","7,406","14,797","6,906","5,682","6,203","1,380","11,398","19,107","14,611"
2021년03월_남_연령구간인구수,"213,257","2,571","3,486","2,579","1,704","3,926","6,299","19,181","9,345","6,170","6,261","11,684","5,181","2,957","10,345","7,905","7,589","3,945","8,049","6,590","7,406","14,797","6,906","5,682","6,203","1,380","11,398","19,107","14,611"
2021년03월_남_0~9세,"16,935",107,136,143,45,283,231,"1,319",877,250,467,"1,115",201,266,814,532,550,170,443,226,532,"1,265",601,327,246,30,"1,403","2,042","2,314"
2021년03월_남_10~19세,"22,366",109,232,166,50,296,350,"2,020","1,161",465,755,"1,245",366,260,902,982,743,330,698,426,930,"2,489",956,550,446,82,"1,297","2,097","1,963"
2021년03월_남_20~29세,"32,704",409,695,482,234,486,"1,182","3,774","1,284",925,"1,026","1,617",693,395,"1,376","1,291","1,319",605,"1,240",816,"1,305","2,563","1,079",954,991,147,"1,488","2,730","1,598"
2021년03월_남_30~39세,"28,735",520,451,419,244,556,"1,024","2,532","1,065",769,729,"1,821",538,405,"1,582",814,"1,075",417,976,695,883,"1,386",824,685,812,128,"1,788","3,119","2,478"
2021년03월_남_40~49세,"33,729",374,466,421,242,628,942,"2,805","1,418",858,885,"1,981",696,509,"1,577","1,131","1,150",544,"1,120",844,"1,187","2,461","1,056",848,822,135,"2,065","3,349","3,215"
2021년03월_남_50~59세,"35,063",382,524,365,328,616,"1,029","3,154","1,456","1,116","1,015","1,818",920,481,"1,662","1,417","1,161",689,"1,419","1,307","1,366","2,768","1,123","1,088","1,151",302,"1,730","2,917","1,759"
2021년03월_남_60~69세,"25,783",374,489,312,305,524,841,"2,146","1,263",978,873,"1,257",951,332,"1,404","1,089",910,592,"1,216","1,357",766,"1,172",793,772,"1,069",312,"1,020","1,801",865
2021년03월_남_70~79세,"13,237",214,327,195,182,396,505,"1,080",636,585,378,645,609,237,755,479,472,440,711,666,333,468,344,357,494,161,449,797,322
2021년03월_남_80~89세,"4,348",72,149,71,63,133,183,324,172,215,123,164,192,69,251,160,188,146,213,234,96,203,121,93,162,76,150,235,90
2021년03월_남_90~99세,349,8,17,5,10,8,12,27,13,9,10,20,14,3,20,10,20,12,13,19,8,22,9,8,10,7,8,20,7
2021년03월_남_100세 이상,8,2,0,0,1,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021년03월_여_총인구수,"216,343","2,405","3,334","2,321","1,524","4,019","5,749","19,262","10,055","6,076","6,779","12,003","5,458","2,966","10,691","8,330","8,362","3,939","8,194","7,147","6,896","15,443","7,153","5,540","6,473","1,248","11,159","18,904","14,913"
2021년03월_여_연령구간인구수,"216,343","2,405","3,334","2,321","1,524","4,019","5,749","19,262","10,055","6,076","6,779","12,003","5,458","2,966","10,691","8,330","8,362","3,939","8,194","7,147","6,896","15,443","7,153","5,540","6,473","1,248","11,159","18,904","14,913"
2021년03월_여_0~9세,"16,154",115,129,123,37,250,226,"1,302",852,298,447,"1,059",197,266,830,580,539,118,439,229,452,"1,145",565,323,274,36,"1,285","1,869","2,169"
2021년03월_여_10~19세,"20,068",81,230,140,62,268,332,"1,761","1,115",449,661,"1,079",300,269,773,901,691,300,637,399,732,"2,106",788,490,356,46,"1,239","2,036","1,827"
2021년03월_여_20~29세,"29,296",536,642,441,269,492,"1,135","3,388","1,203",813,855,"1,454",641,314,"1,229","1,126","1,264",521,"1,103",773,"1,000","2,164",888,835,904,100,"1,262","2,443","1,501"
2021년03월_여_30~39세,"26,585",452,321,294,163,557,744,"2,192","1,182",577,749,"1,774",445,395,"1,441",785,940,349,803,585,803,"1,557",863,589,665,86,"1,767","2,818","2,689"
2021년03월_여_40~49세,"33,538",241,419,304,150,532,661,"2,803","1,691",779,"1,004","1,907",598,436,"1,438","1,323","1,196",482,"1,080",761,"1,257","3,206","1,236",795,764,99,"2,008","3,272","3,096"
2021년03월_여_50~59세,"36,568",295,463,298,233,601,871,"3,497","1,646","1,041","1,288","2,066",903,438,"1,824","1,592","1,430",711,"1,479","1,320","1,283","2,867","1,327","1,059","1,298",233,"1,612","2,976","1,917"
2021년03월_여_60~69세,"28,346",318,504,331,271,656,855,"2,394","1,429","1,123","1,012","1,557","1,128",417,"1,617","1,113","1,184",719,"1,441","1,425",756,"1,201",795,786,"1,106",268,997,"1,910","1,033"
2021년03월_여_70~79세,"16,298",245,418,266,203,461,602,"1,277",637,657,463,726,783,267,952,580,715,487,806,975,389,707,414,432,634,210,548,997,447
2021년03월_여_80~89세,"7,978",107,181,108,100,163,272,561,248,295,242,321,386,134,495,284,345,207,332,588,184,423,227,187,404,137,369,482,196
2021년03월_여_90~99세,"1,417",14,25,12,32,36,44,85,49,41,57,58,69,28,80,45,57,42,71,84,40,64,48,39,68,29,67,97,36
2021년03월_여_100세 이상,95,1,2,4,4,3,7,2,3,3,1,2,8,2,12,1,1,3,3,8,0,3,2,5,0,4,5,4,2
