카테고리,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 동남구 목천읍,충청남도 천안시 동남구 풍세면,충청남도 천안시 동남구 광덕면,충청남도 천안시 동남구 북면,충청남도 천안시 동남구 성남면,충청남도 천안시 동남구 수신면,충청남도 천안시 동남구 병천면,충청남도 천안시 동남구 동면,충청남도 천안시 동남구 중앙동,충청남도 천안시 동남구 문성동,충청남도 천안시 동남구 원성1동,충청남도 천안시 동남구 원성2동,충청남도 천안시 동남구 봉명동,충청남도 천안시 동남구 일봉동,충청남도 천안시 동남구 신방동,충청남도 천안시 동남구 청룡동,충청남도 천안시 동남구 신안동,충청남도 천안시 서북구,충청남도 천안시 서북구 성환읍,충청남도 천안시 서북구 성거읍,충청남도 천안시 서북구 직산읍,충청남도 천안시 서북구 입장면,충청남도 천안시 서북구 성정1동,충청남도 천안시 서북구 성정2동,충청남도 천안시 서북구 쌍용1동,충청남도 천안시 서북구 쌍용2동,충청남도 천안시 서북구 쌍용3동,충청남도 천안시 서북구 백석동,충청남도 천안시 서북구 불당동,충청남도 천안시 서북구 부성1동,충청남도 천안시 서북구 부성2동
2020년11월_남_60~69세,"31,879","15,621","1,449",509,536,481,402,265,583,274,594,374,723,779,"1,194","1,280","1,606","2,554","2,018","16,258","1,930","1,282","1,182",829,"1,176","1,239",931,"1,547",948,"1,228","1,334","1,409","1,223"
2020년11월_남_70~79세,"13,566","7,088",680,257,264,251,227,154,280,179,327,167,384,451,479,569,544,"1,005",870,"6,478","1,134",536,507,445,550,433,337,503,340,411,395,555,332
2020년11월_남_80~89세,"5,176","2,796",308,112,117,122,99,95,148,98,122,62,134,197,140,193,185,360,304,"2,380",473,214,227,190,174,122,117,187,130,111,131,206,98
2020년11월_남_90~99세,507,280,33,12,18,13,7,5,17,7,13,13,13,13,13,19,26,37,21,227,41,19,17,29,16,13,16,17,11,15,13,13,7
2020년11월_남_100세 이상,46,23,0,0,0,0,1,0,1,1,4,0,2,2,3,4,1,3,1,23,9,0,0,2,3,0,0,3,1,1,1,3,0
2020년11월_여_총인구수,"322,721","127,417","11,856","1,899","2,141","2,096","1,547","1,061","2,871",986,"2,619","1,712","4,258","4,584","8,888","12,120","22,168","27,944","18,667","195,304","11,738","10,454","8,959","3,974","7,597","11,888","7,136","19,407","9,832","20,340","34,889","22,065","27,025"
2020년11월_여_연령구간인구수,"322,721","127,417","11,856","1,899","2,141","2,096","1,547","1,061","2,871",986,"2,619","1,712","4,258","4,584","8,888","12,120","22,168","27,944","18,667","195,304","11,738","10,454","8,959","3,974","7,597","11,888","7,136","19,407","9,832","20,340","34,889","22,065","27,025"
2020년11월_여_0~9세,"30,461","9,939",837,69,53,61,41,29,136,12,80,41,189,146,516,"1,089","2,325","2,966","1,349","20,522",606,961,649,146,365,472,411,"1,731",756,"2,838","5,109","1,886","4,592"
2020년11월_여_10~19세,"33,031","12,645","1,322",116,77,118,86,39,162,28,137,89,287,311,671,"1,595","2,828","3,427","1,352","20,386","1,051","1,182",892,257,539,639,609,"2,399","1,092","2,761","4,600","1,964","2,401"
2020년11월_여_20~29세,"45,746","16,615","1,233",141,170,158,102,74,253,53,259,247,487,500,"1,399","1,313","2,872","3,396","3,958","29,131","1,212","1,119",956,351,"1,085","3,214","1,221","2,900","1,284","2,426","4,398","4,944","4,021"
2020년11월_여_30~39세,"49,583","15,861","1,225",134,126,138,74,58,216,38,196,162,393,346,"1,117","1,413","3,264","4,255","2,706","33,722",970,"1,350","1,084",270,904,"2,192",861,"2,592","1,193","3,650","7,502","3,968","7,186"
2020년11월_여_40~49세,"54,212","20,864","2,201",164,204,230,125,79,306,56,300,189,578,663,"1,432","2,251","4,478","5,112","2,496","33,348","1,688","1,915","1,553",453,"1,088","1,662",975,"3,596","1,681","3,870","7,145","3,572","4,150"
2020년11월_여_50~59세,"50,211","21,510","2,037",352,424,392,282,178,581,182,461,304,854,920,"1,620","2,071","3,387","4,245","3,220","28,701","1,969","1,680","1,588",797,"1,448","1,628","1,397","3,523","1,864","2,779","4,078","3,215","2,735"
2020년11월_여_60~69세,"31,252","15,399","1,434",408,467,465,351,237,532,234,592,331,752,811,"1,196","1,252","1,676","2,545","2,116","15,853","1,953","1,162","1,112",774,"1,143","1,185",987,"1,549",988,"1,209","1,250","1,397","1,144"
2020년11월_여_70~79세,"16,535","8,421",866,256,302,262,245,185,358,185,374,217,419,539,592,705,786,"1,210",920,"8,114","1,355",639,654,521,663,544,417,669,558,473,475,686,460
2020년11월_여_80~89세,"9,855","5,182",608,226,265,223,199,159,267,162,187,114,249,301,283,366,476,647,450,"4,673",791,383,407,341,314,285,213,390,348,282,266,366,287
2020년11월_여_90~99세,"1,705",915,93,33,51,48,40,21,54,33,26,16,43,44,54,62,74,132,91,790,121,61,60,52,41,61,44,56,67,50,64,65,48
2020년11월_여_100세 이상,130,66,0,0,2,1,2,2,6,3,7,2,7,3,8,3,2,9,9,64,22,2,4,12,7,6,1,2,1,2,2,2,1
