카테고리,서울특별시 강서구,서울특별시 강서구 염창동,서울특별시 강서구 등촌제1동,서울특별시 강서구 등촌제2동,서울특별시 강서구 등촌제3동,서울특별시 강서구 화곡제1동,서울특별시 강서구 화곡제2동,서울특별시 강서구 화곡제3동,서울특별시 강서구 화곡제4동,서울특별시 강서구 화곡본동,서울특별시 강서구 화곡제6동,서울특별시 강서구 화곡제8동,서울특별시 강서구 가양제1동,서울특별시 강서구 가양제2동,서울특별시 강서구 가양제3동,서울특별시 강서구 발산제1동,서울특별시 강서구 우장산동,서울특별시 강서구 공항동,서울특별시 강서구 방화제1동,서울특별시 강서구 방화제2동,서울특별시 강서구 방화제3동
2020년02월_여_0~9세,"21,171","2,107",681,721,896,"1,549",676,679,628,"1,267",683,801,888,292,382,"1,851","2,046","1,315","2,342",610,757
2020년02월_여_10~19세,"22,963","2,224",633,764,"1,105","1,377",780,840,720,"1,225",786,848,"1,018",232,343,"2,670","2,909",862,"2,128",724,775
2020년02월_여_20~29세,"46,264","3,028","2,699","1,634","2,088","4,854","1,272","1,712","1,402","3,020","2,080","1,968","5,375","1,005","1,005","2,396","2,756","1,967","2,862","1,807","1,334"
2020년02월_여_30~39세,"50,473","3,913","2,918","1,845","2,298","5,194","1,549","1,721","1,752","3,119","2,002","2,218","3,911","1,243","1,580","2,473","3,106","2,520","3,532","1,674","1,905"
2020년02월_여_40~49세,"46,452","3,967","1,657","1,611","2,179","3,733","1,613","1,712","1,637","2,893","1,860","2,008","2,215",729,956,"3,929","4,657","1,926","3,843","1,544","1,783"
2020년02월_여_50~59세,"46,507","3,083","1,608","1,893","3,058","4,109","1,560","1,848","1,871","2,677","2,173","2,186","2,262","1,314","1,297","2,943","3,305","1,944","3,449","1,927","2,000"
2020년02월_여_60~69세,"39,726","2,027","1,106","1,500","2,629","3,826","1,351","1,816","1,714","2,312","1,860","1,953","1,468","1,588","1,485","2,133","2,604","1,624","2,827","1,864","2,039"
2020년02월_여_70~79세,"20,129",886,608,650,"1,392","1,880",690,870,880,"1,125",823,"1,052",607,832,898,"1,087","1,236",877,"1,420","1,157","1,159"
2020년02월_여_80~89세,"9,163",429,407,285,949,702,228,362,349,415,357,334,314,517,428,491,429,376,641,547,603
2020년02월_여_90~99세,"1,798",61,80,66,208,109,44,65,62,102,72,56,59,101,95,107,102,76,117,80,136
2020년02월_여_100세 이상,154,11,3,4,7,11,5,19,4,6,6,3,4,1,2,7,16,16,7,15,7
