,경상남도,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 성산구,경상남도 창원시 마산합포구,경상남도 창원시 마산회원구,경상남도 창원시 진해구,경상남도 진주시,경상남도 통영시,경상남도 사천시,경상남도 김해시,경상남도 밀양시,경상남도 거제시,경상남도 양산시,경상남도 의령군,경상남도 함안군,경상남도 창녕군,경상남도 고성군,경상남도 남해군,경상남도 하동군,경상남도 산청군,경상남도 함양군,경상남도 거창군,경상남도 합천군
2021년10월_남_80~89세,"41,406","9,374","1,680","1,107","2,522","2,081","1,984","4,132","1,586","1,902","3,776","2,175","1,616","3,293",899,"1,297","1,561","1,361","1,530","1,382","1,122","1,193","1,576","1,631"
2021년10월_남_90~99세,"3,426",675,130,94,205,109,137,332,127,138,266,179,124,256,101,108,122,117,159,163,115,119,183,142
2021년10월_남_100세 이상,89,15,4,3,3,2,3,16,3,7,8,5,7,3,1,3,1,2,2,5,2,2,5,2
2021년10월_여_총인구수,"1,647,767","510,100","107,149","123,603","91,069","93,614","94,665","175,820","62,628","54,577","266,192","52,751","115,145","176,447","13,378","30,834","30,177","25,255","21,881","21,831","17,481","19,867","31,192","22,211"
2021년10월_여_연령구간인구수,"1,647,767","510,100","107,149","123,603","91,069","93,614","94,665","175,820","62,628","54,577","266,192","52,751","115,145","176,447","13,378","30,834","30,177","25,255","21,881","21,831","17,481","19,867","31,192","22,211"
2021년10월_여_0~9세,"123,117","38,611","8,450","9,011","6,409","5,967","8,774","13,061","4,341","3,731","22,653","2,585","11,798","16,165",482,"1,796","1,398","1,154",729,785,590,843,"1,688",707
2021년10월_여_10~19세,"153,030","46,906","9,150","12,162","6,908","8,450","10,236","16,402","6,134","4,903","29,039","3,603","13,373","16,913",690,"2,738","1,876","1,870","1,276","1,236",929,"1,353","2,698","1,091"
2021년10월_여_20~29세,"161,684","55,692","12,450","16,351","8,490","9,501","8,900","20,305","4,688","4,174","30,543","3,601","9,979","18,260",777,"2,126","1,880","1,517","1,176","1,229",963,"1,260","2,336","1,178"
2021년10월_여_30~39세,"182,681","61,409","13,386","16,063","10,088","9,653","12,219","19,860","6,118","5,151","32,314","4,019","16,002","23,107",767,"2,476","2,157","1,557","1,113","1,158",909,"1,202","2,322","1,040"
2021년10월_여_40~49세,"256,001","81,519","16,527","21,091","12,576","14,370","16,955","26,786","9,668","8,190","48,353","5,955","21,659","30,027","1,157","4,101","3,020","2,691","2,045","2,033","1,488","1,891","3,667","1,751"
2021년10월_여_50~59세,"282,620","93,079","20,887","26,470","14,805","16,965","13,952","28,918","10,555","8,525","48,017","9,003","18,239","29,426","1,969","4,936","4,891","4,073","3,258","3,641","2,862","3,103","4,931","3,194"
2021년10월_여_60~69세,"246,876","76,135","15,723","14,777","16,663","16,198","12,774","25,439","10,979","8,893","30,650","11,101","13,949","23,511","2,704","5,558","6,325","5,084","4,379","4,464","3,711","3,835","5,467","4,692"
2021년10월_여_70~79세,"137,575","35,297","6,380","4,613","9,334","8,289","6,681","14,492","6,150","6,123","15,080","7,154","5,868","11,943","2,217","3,652","4,459","3,727","3,716","3,540","2,868","3,144","4,042","4,103"
2021년10월_여_80~89세,"88,836","18,367","3,574","2,586","4,917","3,687","3,603","8,980","3,442","4,131","8,296","4,963","3,553","6,130","2,219","2,944","3,594","3,009","3,425","3,100","2,673","2,726","3,423","3,861"
2021년10월_여_90~99세,"14,936","3,009",603,471,859,514,562,"1,514",539,736,"1,220",744,706,933,391,498,562,559,750,633,476,496,597,573
2021년10월_여_100세 이상,411,76,19,8,20,20,9,63,14,20,27,23,19,32,5,9,15,14,14,12,12,14,21,21
