카테고리,경상북도,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 북구,경상북도 경주시,경상북도 김천시,경상북도 안동시,경상북도 구미시,경상북도 영주시,경상북도 영천시,경상북도 상주시,경상북도 문경시,경상북도 경산시,경상북도 군위군,경상북도 의성군,경상북도 청송군,경상북도 영양군,경상북도 영덕군,경상북도 청도군,경상북도 고령군,경상북도 성주군,경상북도 칠곡군,경상북도 예천군,경상북도 봉화군,경상북도 울진군,경상북도 울릉군
2021년03월_남_40~49세,"198,786","38,780","18,430","20,350","19,005","10,174","11,444","36,807","7,106","6,915","6,009","4,703","21,187","1,234","2,709","1,349",982,"2,105","2,449","2,108","2,789","11,100","3,851","1,844","3,371",765
2021년03월_남_50~59세,"236,757","45,034","21,407","23,627","24,140","12,374","13,436","35,637","9,075","9,734","8,800","6,234","22,548","2,392","4,635","2,489","1,606","3,269","3,832","3,297","4,582","10,678","4,185","3,071","4,637","1,072"
2021년03월_남_60~69세,"207,695","39,350","18,408","20,942","20,639","11,137","12,659","20,964","8,970","9,585","9,159","6,647","17,453","2,871","6,024","2,804","1,768","3,597","4,880","3,357","5,004","7,361","4,780","3,586","4,160",940
2021년03월_남_70~79세,"108,170","17,604","8,381","9,223","11,002","5,827","7,408","7,094","5,348","5,676","5,428","3,973","8,766","1,856","3,866","1,753","1,152","2,368","3,051","1,827","2,732","3,368","3,023","2,108","2,449",491
2021년03월_남_80~89세,"45,250","5,217","2,287","2,930","4,166","2,721","3,423","2,563","2,443","2,297","2,699","1,818","3,218",894,"2,042",880,561,"1,200","1,383",886,"1,131","1,466","1,692","1,157","1,193",200
2021년03월_남_90~99세,"3,903",396,145,251,336,268,324,216,220,194,245,168,244,68,180,58,62,96,124,76,110,145,120,126,105,22
2021년03월_남_100세 이상,120,15,10,5,13,2,12,3,9,4,5,15,6,1,4,3,4,3,1,3,1,2,2,4,3,5
2021년03월_여_총인구수,"1,307,573","248,872","111,726","137,146","126,292","70,061","79,969","201,822","51,793","50,264","49,400","36,630","131,099","11,284","26,262","12,463","8,345","18,957","21,414","15,174","20,776","54,788","28,258","15,492","24,083","4,075"
2021년03월_여_연령구간인구수,"1,307,573","248,872","111,726","137,146","126,292","70,061","79,969","201,822","51,793","50,264","49,400","36,630","131,099","11,284","26,262","12,463","8,345","18,957","21,414","15,174","20,776","54,788","28,258","15,492","24,083","4,075"
2021년03월_여_0~9세,"90,186","18,770","8,275","10,495","7,830","4,946","4,996","19,658","2,893","2,793","2,470","1,922","9,854",302,883,459,346,790,716,669,929,"4,490","2,258",655,"1,367",190
2021년03월_여_10~19세,"106,659","22,131","10,023","12,108","9,877","5,662","6,486","21,288","4,173","3,110","3,588","2,586","10,927",428,"1,082",564,446,"1,018","1,117",933,987,"5,418","2,052",864,"1,700",222
2021년03월_여_20~29세,"121,999","24,112","10,808","13,304","11,537","6,421","7,482","24,865","3,958","4,066","3,313","2,752","16,326",563,"1,310",640,466,986,"1,128","1,027","1,343","5,099","1,773",762,"1,755",315
2021년03월_여_30~39세,"133,951","27,767","12,220","15,547","11,688","7,047","7,402","30,248","3,903","4,288","3,385","2,688","15,221",545,"1,388",699,466,"1,126","1,259",997,"1,456","6,591","2,689",853,"1,914",331
2021년03월_여_40~49세,"182,438","38,242","17,226","21,016","17,496","9,141","10,566","36,059","6,623","5,682","5,341","4,069","20,172",870,"1,917",992,685,"1,708","1,949","1,648","1,890","9,524","3,276","1,330","2,766",492
2021년03월_여_50~59세,"220,364","44,589","19,760","24,829","22,540","11,345","12,752","34,205","8,656","8,500","7,809","5,798","22,379","1,842","3,914","2,173","1,318","2,834","3,353","2,546","3,746","9,033","3,800","2,598","3,889",745
2021년03월_여_60~69세,"210,300","40,961","18,881","22,080","21,209","11,432","13,478","19,884","9,730","9,454","9,473","7,063","18,228","2,572","5,946","2,803","1,738","3,900","4,851","3,022","4,522","6,796","4,799","3,335","4,266",838
2021년03월_여_70~79세,"133,496","19,896","9,098","10,798","13,621","7,525","9,132","8,961","6,480","6,986","7,087","5,222","10,871","2,137","4,982","2,226","1,502","3,489","3,610","2,290","3,115","4,321","3,713","2,573","3,191",566
2021년03월_여_80~89세,"92,195","10,532","4,642","5,890","9,026","5,525","6,460","5,658","4,511","4,746","5,821","3,821","6,196","1,747","4,167","1,640","1,159","2,650","2,923","1,791","2,387","3,023","3,332","2,105","2,666",309
2021년03월_여_90~99세,"15,390","1,813",763,"1,050","1,417",989,"1,165",959,824,619,"1,076",663,899,266,645,254,204,437,499,246,391,476,543,391,556,58
2021년03월_여_100세 이상,595,59,30,29,51,28,50,37,42,20,37,46,26,12,28,13,15,19,9,5,10,17,23,26,13,9
