카테고리,경상남도 진주시,경상남도 진주시 문산읍,경상남도 진주시 내동면,경상남도 진주시 정촌면,경상남도 진주시 금곡면,경상남도 진주시 진성면,경상남도 진주시 일반성면,경상남도 진주시 이반성면,경상남도 진주시 사봉면,경상남도 진주시 지수면,경상남도 진주시 대곡면,경상남도 진주시 금산면,경상남도 진주시 집현면,경상남도 진주시 미천면,경상남도 진주시 명석면,경상남도 진주시 대평면,경상남도 진주시 수곡면,경상남도 진주시 천전동,경상남도 진주시 성북동,경상남도 진주시 중앙동,경상남도 진주시 상봉동,경상남도 진주시 상대동,경상남도 진주시 하대동,경상남도 진주시 상평동,경상남도 진주시 초장동,경상남도 진주시 평거동,경상남도 진주시 신안동,경상남도 진주시 이현동,경상남도 진주시 판문동,경상남도 진주시 가호동,경상남도 진주시 충무공동
2021년02월_계_100세 이상,97,1,3,4,1,2,1,0,1,1,3,2,2,1,3,2,1,18,6,19,1,1,4,2,6,1,2,5,1,1,2
2021년02월_남_총인구수,"171,924","4,130","2,065","4,203","1,048",930,"1,283",802,748,747,"1,614","10,547","2,378",779,"1,984",503,"1,082","13,470","5,329","5,386","6,964","9,739","12,349","5,917","13,624","13,201","5,582","5,980","10,099","13,601","15,840"
2021년02월_남_연령구간인구수,"171,924","4,130","2,065","4,203","1,048",930,"1,283",802,748,747,"1,614","10,547","2,378",779,"1,984",503,"1,082","13,470","5,329","5,386","6,964","9,739","12,349","5,917","13,624","13,201","5,582","5,980","10,099","13,601","15,840"
2021년02월_남_0~9세,"14,533",341,197,467,20,24,48,19,14,19,32,"1,130",121,10,68,10,34,822,243,169,338,502,724,349,"1,795","1,053",340,351,"1,206","1,278","2,809"
2021년02월_남_10~19세,"18,547",350,232,265,60,28,101,30,32,32,79,"1,478",212,29,101,22,50,"1,341",386,363,561,813,"1,334",520,"2,285","1,792",586,734,"1,454","1,321","1,956"
2021년02월_남_20~29세,"24,680",433,218,573,94,72,133,47,37,72,135,"1,300",258,48,188,55,78,"2,315",778,615,945,"1,617","2,123",840,"1,839","2,188",849,898,"1,237","2,994","1,701"
2021년02월_남_30~39세,"21,190",490,207,840,69,70,86,49,47,43,89,"1,228",190,30,123,25,48,"1,427",641,492,703,"1,113","1,395",723,"1,708","1,482",576,551,"1,127","2,201","3,417"
2021년02월_남_40~49세,"26,948",552,321,625,117,94,165,61,107,93,173,"1,785",348,76,237,56,145,"1,929",839,776,"1,025","1,431","1,748",926,"2,483","2,048",774,837,"1,956","2,001","3,220"
2021년02월_남_50~59세,"28,432",737,368,587,206,184,277,169,132,150,349,"1,663",481,170,399,107,236,"2,183",883,969,"1,309","1,727","2,381","1,056","2,066","2,442",959,"1,127","1,572","1,903","1,640"
2021년02월_남_60~69세,"22,166",740,303,549,243,243,257,225,180,160,353,"1,217",435,206,494,136,271,"1,808",858,"1,051","1,152","1,445","1,715",927,966,"1,396",843,896,"1,038","1,250",809
2021년02월_남_70~79세,"11,198",351,161,225,149,127,148,129,137,125,265,537,225,139,252,61,136,"1,182",508,719,691,816,726,435,368,544,460,464,377,503,238
2021년02월_남_80~89세,"3,898",123,53,67,85,78,60,66,56,48,124,199,98,64,114,28,77,420,178,209,228,260,189,135,102,235,182,111,123,141,45
2021년02월_남_90~99세,310,13,4,5,5,10,7,7,6,5,14,9,10,7,7,3,7,36,14,19,12,15,12,6,10,21,13,10,9,9,5
2021년02월_남_100세 이상,22,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,7,1,4,0,0,2,0,2,0,0,1,0,0,0
2021년02월_여_총인구수,"175,826","4,026","2,065","4,005","1,178",978,"1,330",802,760,727,"1,634","10,457","2,356",826,"2,043",554,"1,144","14,020","5,437","5,835","7,152","9,945","12,367","5,762","13,242","14,360","6,126","6,114","11,065","13,395","16,121"
2021년02월_여_연령구간인구수,"175,826","4,026","2,065","4,005","1,178",978,"1,330",802,760,727,"1,634","10,457","2,356",826,"2,043",554,"1,144","14,020","5,437","5,835","7,152","9,945","12,367","5,762","13,242","14,360","6,126","6,114","11,065","13,395","16,121"
2021년02월_여_0~9세,"13,460",271,169,450,22,21,48,8,18,20,22,"1,010",111,11,66,14,24,716,207,155,251,497,643,373,"1,541","1,031",312,305,"1,177","1,110","2,857"
2021년02월_여_10~19세,"16,595",311,222,236,49,29,82,16,17,38,60,"1,282",206,21,99,21,47,"1,116",338,303,502,773,"1,145",528,"1,745","1,672",522,545,"1,558","1,278","1,834"
2021년02월_여_20~29세,"20,213",347,203,461,57,56,84,24,26,34,72,966,176,31,149,41,63,"1,937",679,472,849,"1,300","1,641",674,"1,488","1,897",756,667,"1,095","2,265","1,703"
2021년02월_여_30~39세,"20,212",428,216,725,55,51,91,22,32,23,73,"1,202",187,27,98,26,53,"1,225",548,363,600,957,"1,146",625,"1,986","1,520",550,539,"1,343","1,935","3,566"
2021년02월_여_40~49세,"27,145",481,338,509,68,51,121,37,46,50,93,"1,935",305,37,192,38,71,"1,961",739,616,849,"1,368","1,926",807,"2,791","2,575",841,942,"2,151","2,103","3,104"
2021년02월_여_50~59세,"29,216",664,324,670,177,151,227,114,85,107,249,"1,696",397,118,358,84,174,"2,338",919,965,"1,314","1,884","2,622","1,033","1,990","2,718","1,124","1,214","1,675","2,088","1,737"
2021년02월_여_60~69세,"24,307",654,273,483,225,242,250,199,183,149,354,"1,246",382,174,476,113,245,"2,246","1,004","1,374","1,369","1,746","1,884",959,922,"1,520","1,090","1,047","1,142","1,462",894
2021년02월_여_70~79세,"14,430",459,162,242,262,159,209,183,166,128,314,649,317,182,324,96,208,"1,544",620,998,882,962,839,525,483,828,572,529,594,735,259
2021년02월_여_80~89세,"8,689",338,131,181,209,184,197,174,166,143,335,400,234,198,238,100,231,793,312,504,457,399,447,201,260,504,304,273,287,355,134
2021년02월_여_90~99세,"1,484",72,25,44,53,32,21,25,20,34,60,70,39,26,41,19,27,133,66,70,78,58,72,35,32,94,53,49,42,63,31
2021년02월_여_100세 이상,75,1,2,4,1,2,0,0,1,1,2,1,2,1,2,2,1,11,5,15,1,1,2,2,4,1,2,4,1,1,2
