,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 완산구 중앙동,전라북도 전주시 완산구 풍남동,전라북도 전주시 완산구 노송동,전라북도 전주시 완산구 완산동,전라북도 전주시 완산구 동서학동,전라북도 전주시 완산구 서서학동,전라북도 전주시 완산구 중화산1동,전라북도 전주시 완산구 중화산2동,전라북도 전주시 완산구 서신동,전라북도 전주시 완산구 평화1동,전라북도 전주시 완산구 평화2동,전라북도 전주시 완산구 삼천1동,전라북도 전주시 완산구 삼천2동,전라북도 전주시 완산구 삼천3동,전라북도 전주시 완산구 효자1동,전라북도 전주시 완산구 효자2동,전라북도 전주시 완산구 효자3동,전라북도 전주시 완산구 효자4동,전라북도 전주시 완산구 효자5동,전라북도 전주시 덕진구,전라북도 전주시 덕진구 진북동,전라북도 전주시 덕진구 인후1동,전라북도 전주시 덕진구 인후2동,전라북도 전주시 덕진구 인후3동,전라북도 전주시 덕진구 덕진동,전라북도 전주시 덕진구 금암1동,전라북도 전주시 덕진구 금암2동,전라북도 전주시 덕진구 팔복동,전라북도 전주시 덕진구 우아1동,전라북도 전주시 덕진구 우아2동,전라북도 전주시 덕진구 호성동,전라북도 전주시 덕진구 송천1동,전라북도 전주시 덕진구 송천2동,전라북도 전주시 덕진구 조촌동,전라북도 전주시 덕진구 여의동,전라북도 전주시 덕진구 혁신동,전라북도 전주시효자출장소
2021년11월_여_연령구간인구수,"334,206","172,654","3,694","2,022","6,138","2,766","3,179","4,403","7,449","9,842","21,145","6,667","23,769","5,910","6,984","11,347","5,613","5,260","7,804","20,298","18,364","161,552","7,202","9,492","5,581","16,283","10,286","3,610","4,979","3,424","6,161","6,938","10,373","32,011","13,438","6,104","15,252","10,418",0
2021년11월_여_0~9세,"25,156","11,242",143,46,261,130,128,126,404,634,"1,562",245,"1,858",306,322,734,255,248,419,"2,052","1,369","13,914",266,695,248,"1,206",962,108,192,133,483,398,678,"3,921",967,398,"1,785","1,474",0
2021년11월_여_10~19세,"33,921","16,668",224,66,357,169,196,298,583,"1,235","2,357",374,"2,513",509,581,"1,108",419,423,729,"2,388","2,139","17,253",460,"1,133",326,"1,948",780,157,286,214,481,605,"1,218","4,337","1,491",465,"1,498","1,854",0
2021년11월_여_20~29세,"44,149","23,558",385,168,635,301,312,463,"1,101","1,592","3,085",647,"2,768",771,929,"1,376",637,684,948,"3,033","3,723","20,591",801,"1,068",753,"2,253","1,665","1,073",696,344,821,942,"1,195","3,745","1,842",689,"1,729",975,0
2021년11월_여_30~39세,"40,133","19,364",361,151,609,252,241,335,784,"1,136","2,617",563,"2,543",552,647,"1,082",515,529,821,"2,722","2,904","20,769",572,950,576,"1,919","1,700",379,461,280,844,827,966,"4,996","1,416",784,"2,537","1,562",0
2021년11월_여_40~49세,"53,552","26,807",400,188,749,321,360,516,"1,015","1,756","3,669",773,"3,909",844,886,"1,744",714,677,"1,092","3,641","3,553","26,745",831,"1,591",638,"3,065","1,422",319,552,383,876,"1,124","1,644","6,325","2,111",814,"2,540","2,510",0
2021년11월_여_50~59세,"54,427","29,523",578,306,950,399,493,741,"1,321","1,664","3,682","1,116","4,070","1,154","1,409","2,290",965,935,"1,427","3,268","2,755","24,904","1,157","1,466",882,"2,632","1,383",497,784,589,"1,015","1,219","1,828","4,487","2,429","1,044","2,324","1,168",0
2021년11월_여_60~69세,"42,483","23,527",751,473,"1,161",482,679,936,"1,210","1,028","2,190","1,291","3,356",960,"1,250","1,565","1,013",940,"1,244","1,916","1,082","18,956","1,254","1,273","1,039","1,592","1,183",510,930,690,889,933,"1,532","2,449","1,690",903,"1,561",528,0
2021년11월_여_70~79세,"24,887","13,476",518,389,863,418,440,622,637,471,"1,232","1,004","1,669",502,614,831,711,559,700,777,519,"11,411","1,142",867,740,"1,033",753,350,714,505,471,525,794,"1,072",914,557,773,201,0
2021년11월_여_80~89세,"13,099","7,119",281,192,462,254,274,320,341,266,657,551,919,262,289,503,326,223,345,398,256,"5,980",629,386,326,546,367,184,325,247,240,311,440,557,487,388,429,118,0
2021년11월_여_90~99세,"2,333","1,330",52,43,88,40,55,42,52,57,93,102,157,48,57,111,56,41,75,101,60,"1,003",87,61,52,86,70,33,36,38,41,53,76,122,88,62,71,27,0
2021년11월_여_100세 이상,66,40,1,0,3,0,1,4,1,3,1,1,7,2,0,3,2,1,4,2,4,26,3,2,1,3,1,0,3,1,0,1,2,0,3,0,5,1,0
