,충청북도 청주시,충청북도 청주시 상당구,충청북도 청주시 상당구 낭성면,충청북도 청주시 상당구 미원면,충청북도 청주시 상당구 가덕면,충청북도 청주시 상당구 남일면,충청북도 청주시 상당구 문의면,충청북도 청주시 상당구 중앙동,충청북도 청주시 상당구 성안동,충청북도 청주시 상당구 탑대성동,충청북도 청주시 상당구 영운동,충청북도 청주시 상당구 금천동,충청북도 청주시 상당구 용담.명암.산성동,충청북도 청주시 상당구 용암1동,충청북도 청주시 상당구 용암2동,충청북도 청주시 서원구,충청북도 청주시 서원구 남이면,충청북도 청주시 서원구 현도면,충청북도 청주시 서원구 사직1동,충청북도 청주시 서원구 사직2동,충청북도 청주시 서원구 사창동,충청북도 청주시 서원구 모충동,충청북도 청주시 서원구 산남동,충청북도 청주시 서원구 분평동,충청북도 청주시 서원구 수곡1동,충청북도 청주시 서원구 수곡2동,충청북도 청주시 서원구 성화.개신.죽림동,충청북도 청주시 흥덕구,충청북도 청주시 흥덕구 오송읍,충청북도 청주시 흥덕구 강내면,충청북도 청주시 흥덕구 옥산면,충청북도 청주시 흥덕구 운천.신봉동,충청북도 청주시 흥덕구 복대1동,충청북도 청주시 흥덕구 복대2동,충청북도 청주시 흥덕구 가경동,충청북도 청주시 흥덕구 봉명1동,충청북도 청주시 흥덕구 봉명2.송정동,충청북도 청주시 흥덕구 강서제1동,충청북도 청주시 흥덕구 강서제2동,충청북도 청주시 청원구,충청북도 청주시 청원구 내수읍,충청북도 청주시 청원구 오창읍,충청북도 청주시 청원구 북이면,충청북도 청주시 청원구 우암동,충청북도 청주시 청원구 내덕1동,충청북도 청주시 청원구 내덕2동,충청북도 청주시 청원구 율량.사천동,충청북도 청주시 청원구 오근장동
2021년10월_계_80~89세,"24,796","6,630",246,551,369,469,460,386,448,485,436,833,299,987,661,"6,357",525,382,376,469,504,608,492,785,662,645,909,"6,123",703,481,561,585,668,510,966,240,460,710,239,"5,686",863,"1,144",503,675,488,533,"1,041",439
2021년10월_계_90~99세,"3,496",977,40,93,47,64,74,42,76,77,58,107,40,164,95,897,71,73,55,73,44,85,73,105,69,108,141,854,109,54,72,94,86,52,146,27,71,118,25,768,129,171,64,64,55,54,160,71
2021년10월_계_100세 이상,113,31,3,4,0,4,4,3,0,3,0,2,2,3,3,26,1,3,1,2,1,2,1,2,3,1,9,19,1,0,3,2,0,1,4,2,2,4,0,37,6,4,7,5,2,1,6,6
2021년10월_남_총인구수,"428,012","96,312","1,173","2,516","1,972","3,469","2,032","3,394","3,521","4,236","5,236","15,128","6,603","27,316","19,716","95,869","5,296","1,691","3,576","6,755","7,376","7,237","13,198","14,766","6,714","7,859","21,401","135,961","11,982","5,544","9,220","8,336","25,903","8,114","27,191","5,129","12,910","14,430","7,202","99,870","9,863","37,552","2,437","6,207","4,275","6,871","23,637","9,028"
2021년10월_남_연령구간인구수,"428,012","96,312","1,173","2,516","1,972","3,469","2,032","3,394","3,521","4,236","5,236","15,128","6,603","27,316","19,716","95,869","5,296","1,691","3,576","6,755","7,376","7,237","13,198","14,766","6,714","7,859","21,401","135,961","11,982","5,544","9,220","8,336","25,903","8,114","27,191","5,129","12,910","14,430","7,202","99,870","9,863","37,552","2,437","6,207","4,275","6,871","23,637","9,028"
2021년10월_남_0~9세,"36,524","8,124",28,49,42,191,41,199,129,192,290,"1,297",741,"2,714","2,211","6,561",299,44,127,677,317,315,"1,145","1,193",255,450,"1,739","12,040","1,112",319,"1,143",426,"2,840",318,"2,519",223,803,"1,029","1,308","9,799",702,"4,977",41,252,141,453,"2,062","1,171"
2021년10월_남_10~19세,"44,039","10,222",28,93,59,230,103,279,188,327,435,"1,906","1,029","3,325","2,220","10,141",323,60,220,683,480,490,"1,981","2,073",501,725,"2,605","13,651","1,217",522,686,737,"3,370",535,"3,478",301,"1,140","1,129",536,"10,025",949,"3,934",79,359,296,544,"2,644","1,220"
2021년10월_남_20~29세,"65,139","13,268",93,167,177,418,167,525,555,561,668,"2,160",796,"4,033","2,948","15,286",646,106,471,812,"1,821","1,241","2,008","2,409","1,135","1,087","3,550","22,135","1,619",770,"1,006","1,326","3,938","1,903","4,124","1,060","2,396","2,844","1,149","14,450","1,343","5,184",209,"1,103",602,"1,115","3,916",978
2021년10월_남_30~39세,"62,250","11,993",68,182,114,370,131,459,413,442,611,"1,698",719,"3,803","2,983","11,598",617,122,371,873,"1,148",868,"1,529","1,638",735,917,"2,780","21,895","2,003",608,"1,807","1,021","4,264","1,087","3,503",962,"2,364","2,456","1,820","16,764","1,052","8,406",198,842,463,916,"3,560","1,327"
2021년10월_남_40~49세,"68,788","15,064",100,235,205,417,221,469,452,596,788,"2,587","1,173","4,577","3,244","14,694",641,202,504,"1,035",962,"1,004","2,331","2,441",891,"1,074","3,609","21,963","2,151",827,"1,424","1,167","4,914","1,035","4,327",730,"2,088","2,218","1,082","17,067","1,592","6,979",270,826,621,"1,062","3,880","1,837"
2021년10월_남_50~59세,"69,051","16,635",230,469,445,658,427,547,608,779,976,"2,578","1,088","4,599","3,231","16,597","1,117",313,722,"1,037",976,"1,276","2,363","2,739","1,171","1,470","3,413","21,563","1,718","1,063","1,372","1,586","3,853","1,342","4,811",804,"2,068","2,285",661,"14,256","1,879","4,169",499,"1,069",766,"1,107","3,603","1,164"
2021년10월_남_60~69세,"51,495","12,955",363,720,539,726,484,484,633,703,863,"1,750",649,"3,002","2,039","12,992","1,042",440,699,"1,037",916,"1,248","1,179","1,461","1,168","1,387","2,415","14,791","1,302",864,"1,113","1,332","1,846","1,161","3,079",682,"1,381","1,606",425,"10,757","1,443","2,498",649,969,751,952,"2,665",830
2021년10월_남_70~79세,"21,503","5,571",166,389,272,282,283,280,339,437,427,837,291,943,625,"5,570",411,264,305,414,539,560,473,536,593,534,941,"5,655",598,407,463,530,627,546,967,272,491,607,147,"4,707",626,"1,008",315,538,427,508,938,347
2021년10월_남_80~89세,"8,496","2,262",86,187,109,155,155,145,185,184,166,294,106,294,196,"2,251",186,129,147,176,205,217,170,258,251,192,320,"2,099",237,158,191,191,240,181,347,89,162,234,69,"1,884",248,367,162,233,198,202,336,138
2021년10월_남_90~99세,709,215,11,24,10,22,19,7,19,14,12,21,11,26,19,174,13,11,10,11,12,18,19,18,14,23,25,166,25,6,14,20,11,6,36,5,16,22,5,154,28,29,13,16,8,12,32,16
2021년10월_남_100세 이상,18,3,0,1,0,0,1,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,1,1,0,0,7,1,1,2,0,2,0,1,0
2021년10월_여_총인구수,"420,866","97,460","1,057","2,390","1,898","3,328","1,884","3,545","3,349","4,420","5,301","16,000","6,808","27,220","20,260","97,084","4,829","1,559","3,407","7,092","7,371","7,176","13,257","15,581","6,569","8,143","22,100","131,850","12,117","5,245","8,750","8,458","24,898","7,792","28,428","4,553","11,227","14,015","6,367","94,472","9,321","32,836","2,109","6,088","4,181","6,540","24,074","9,323"
2021년10월_여_연령구간인구수,"420,866","97,460","1,057","2,390","1,898","3,328","1,884","3,545","3,349","4,420","5,301","16,000","6,808","27,220","20,260","97,084","4,829","1,559","3,407","7,092","7,371","7,176","13,257","15,581","6,569","8,143","22,100","131,850","12,117","5,245","8,750","8,458","24,898","7,792","28,428","4,553","11,227","14,015","6,367","94,472","9,321","32,836","2,109","6,088","4,181","6,540","24,074","9,323"
2021년10월_여_0~9세,"35,073","7,871",23,53,46,195,42,168,112,198,289,"1,239",719,"2,642","2,145","6,306",331,30,154,639,302,306,"1,102","1,172",230,439,"1,601","11,565","1,067",331,"1,136",387,"2,748",273,"2,383",225,801,963,"1,251","9,331",665,"4,764",40,238,164,368,"1,974","1,118"
2021년10월_여_10~19세,"40,931","9,479",25,88,55,216,80,246,176,318,422,"1,842",940,"2,996","2,075","9,393",298,50,232,696,455,489,"1,897","1,872",406,655,"2,343","12,731","1,171",501,580,685,"3,075",494,"3,310",265,"1,085","1,093",472,"9,328",875,"3,673",73,373,240,534,"2,384","1,176"
2021년10월_여_20~29세,"54,262","11,279",64,123,123,277,124,536,418,443,576,"1,935",683,"3,449","2,528","12,875",451,76,359,757,"1,666","1,035","1,659","1,993",842,898,"3,139","18,661","1,729",635,838,"1,129","3,278","1,412","3,586",976,"1,852","2,486",740,"11,447",902,"3,675",127,985,458,929,"3,451",920
2021년10월_여_30~39세,"55,983","11,477",53,110,94,298,87,393,282,336,540,"1,729",803,"3,732","3,020","10,657",496,81,307,919,821,682,"1,566","1,662",585,809,"2,729","19,620","1,983",492,"1,642",834,"4,040",804,"3,647",673,"1,619","2,198","1,688","14,229",901,"6,828",93,640,309,708,"3,236","1,514"
2021년10월_여_40~49세,"66,891","15,342",62,140,151,363,135,457,350,563,691,"2,825","1,322","4,804","3,479","15,063",563,112,405,"1,020",865,828,"2,640","2,952",786,"1,019","3,873","21,200","1,991",734,"1,202","1,166","4,997",938,"4,950",554,"1,722","2,051",895,"15,286","1,404","5,959",131,647,508,919,"3,975","1,743"
2021년10월_여_50~59세,"68,752","16,759",202,376,372,631,311,558,550,788,912,"2,681","1,068","4,687","3,623","17,094",983,250,649,"1,174","1,108","1,250","2,247","2,841","1,217","1,654","3,721","21,462","1,590",966,"1,298","1,789","3,519","1,460","5,377",723,"1,909","2,242",589,"13,437","1,664","3,362",340,945,725,"1,127","4,132","1,142"
2021년10월_여_60~69세,"53,527","13,263",273,652,464,651,422,548,693,860,971,"2,055",701,"2,904","2,069","13,890",881,364,635,"1,069","1,157","1,410","1,217","1,628","1,298","1,385","2,846","15,157","1,305",793,"1,103","1,400","1,933","1,352","3,257",624,"1,366","1,657",367,"11,217","1,396","2,511",536,"1,059",893,982,"2,925",915
2021년10월_여_70~79세,"26,265","6,832",163,412,296,337,320,360,448,548,584,"1,067",348,"1,172",777,"6,956",429,278,391,461,665,716,552,845,736,745,"1,138","6,726",730,422,521,598,805,683,"1,185",339,519,749,175,"5,751",793,"1,142",372,706,547,599,"1,159",433
2021년10월_여_80~89세,"16,300","4,368",160,364,260,314,305,241,263,301,270,539,193,693,465,"4,106",339,253,229,293,299,391,322,527,411,453,589,"4,024",466,323,370,394,428,329,619,151,298,476,170,"3,802",615,777,341,442,290,331,705,301
2021년10월_여_90~99세,"2,787",762,29,69,37,42,55,35,57,63,46,86,29,138,76,723,58,62,45,62,32,67,54,87,55,85,116,688,84,48,58,74,75,46,110,22,55,96,20,614,101,142,51,48,47,42,128,55
2021년10월_여_100세 이상,95,28,3,3,0,4,3,3,0,2,0,2,2,3,3,21,0,3,1,2,1,2,1,2,3,1,5,16,1,0,2,2,0,1,4,1,1,4,0,30,5,3,5,5,0,1,5,6
