카테고리,경상북도 김천시,경상북도 김천시 아포읍,경상북도 김천시 농소면,경상북도 김천시 남면,경상북도 김천시 개령면,경상북도 김천시 감문면,경상북도 김천시 어모면,경상북도 김천시 봉산면,경상북도 김천시 대항면,경상북도 김천시 감천면,경상북도 김천시 조마면,경상북도 김천시 구성면,경상북도 김천시 지례면,경상북도 김천시 부항면,경상북도 김천시 대덕면,경상북도 김천시 증산면,경상북도 김천시 자산동,경상북도 김천시 평화남산동,경상북도 김천시 양금동,경상북도 김천시 대신동,경상북도 김천시 대곡동,경상북도 김천시 지좌동,경상북도 김천시 율곡동
2020년08월_계_100세 이상,54,2,0,5,1,1,4,2,4,1,2,1,3,2,2,2,0,5,3,7,3,2,2
2020년08월_남_총인구수,"70,498","3,611","1,575","1,616","1,251","1,655","2,074","1,644","1,786","1,012","1,121","1,411",795,629,"1,108",516,"3,462","3,812","1,937","12,344","10,243","5,625","11,271"
2020년08월_남_연령구간인구수,"70,498","3,611","1,575","1,616","1,251","1,655","2,074","1,644","1,786","1,012","1,121","1,411",795,629,"1,108",516,"3,462","3,812","1,937","12,344","10,243","5,625","11,271"
2020년08월_남_0~9세,"5,489",202,54,41,37,46,84,54,53,38,30,26,20,15,36,7,127,125,81,"1,123",728,460,"2,102"
2020년08월_남_10~19세,"6,535",226,69,82,55,60,124,88,103,49,54,57,33,20,108,20,180,240,133,"1,544","1,365",613,"1,312"
2020년08월_남_20~29세,"8,303",336,151,158,126,112,195,149,194,78,86,88,61,39,75,34,383,486,177,"1,993","1,422",779,"1,181"
2020년08월_남_30~39세,"8,114",312,131,108,76,108,121,117,126,91,67,87,44,32,73,13,343,431,142,"1,456","1,089",742,"2,405"
2020년08월_남_40~49세,"10,264",478,197,188,137,160,237,179,181,116,131,129,72,73,90,55,510,499,231,"1,996","1,461",953,"2,191"
2020년08월_남_50~59세,"12,498",769,331,343,261,330,408,344,411,207,236,318,161,130,210,128,609,683,364,"2,111","1,783",997,"1,364"
2020년08월_남_60~69세,"10,562",720,317,379,301,425,452,377,397,211,268,347,198,174,243,142,688,687,387,"1,292","1,372",670,515
2020년08월_남_70~79세,"5,831",374,191,202,180,251,304,233,211,134,162,228,121,87,173,62,458,426,278,570,720,314,152
2020년08월_남_80~89세,"2,650",176,123,108,72,149,133,90,102,82,78,112,70,53,94,51,152,219,131,238,284,89,44
2020년08월_남_90~99세,242,17,11,7,6,14,15,12,7,6,9,18,13,6,6,4,12,16,11,21,18,8,5
2020년08월_남_100세 이상,10,1,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,0,2,0,1,0,0
2020년08월_여_총인구수,"70,013","3,564","1,453","1,525","1,235","1,664","2,009","1,565","1,718",942,"1,137","1,437",796,632,"1,103",547,"3,342","3,962","2,067","12,586","10,278","5,405","11,046"
2020년08월_여_연령구간인구수,"70,013","3,564","1,453","1,525","1,235","1,664","2,009","1,565","1,718",942,"1,137","1,437",796,632,"1,103",547,"3,342","3,962","2,067","12,586","10,278","5,405","11,046"
2020년08월_여_0~9세,"5,135",182,60,34,25,29,70,43,43,19,33,27,19,10,19,5,100,121,65,"1,049",714,449,"2,019"
2020년08월_여_10~19세,"5,591",206,65,66,51,48,72,60,88,32,43,32,25,17,91,17,200,201,113,"1,485",950,500,"1,229"
2020년08월_여_20~29세,"6,421",242,106,98,72,70,117,121,119,73,60,88,29,28,48,15,258,351,155,"1,608",979,616,"1,168"
2020년08월_여_30~39세,"7,268",282,82,87,65,75,99,85,95,35,56,54,28,19,43,15,223,290,129,"1,408","1,047",578,"2,473"
2020년08월_여_40~49세,"9,202",373,116,119,73,94,190,114,146,68,82,74,48,42,68,40,324,387,181,"2,109","1,543",912,"2,099"
2020년08월_여_50~59세,"11,457",702,224,259,220,262,344,298,335,172,203,227,112,92,178,105,536,687,335,"2,119","1,966",926,"1,155"
2020년08월_여_60~69세,"10,980",679,323,307,293,368,425,356,384,200,252,320,164,133,224,132,820,916,451,"1,382","1,562",766,523
2020년08월_여_70~79세,"7,646",466,256,277,229,339,373,276,253,155,185,285,194,152,206,92,561,626,398,813,883,402,225
2020년08월_여_80~89세,"5,361",359,191,219,176,323,259,188,204,162,191,279,157,117,195,110,278,321,214,533,543,212,130
2020년08월_여_90~99세,908,72,30,54,30,55,57,23,48,25,30,51,19,20,29,14,42,57,25,73,89,42,23
2020년08월_여_100세 이상,44,1,0,5,1,1,3,1,3,1,2,0,1,2,2,2,0,5,1,7,2,2,2
