카테고리,서울특별시 서초구,서울특별시 서초구 서초1동,서울특별시 서초구 서초2동,서울특별시 서초구 서초3동,서울특별시 서초구 서초4동,서울특별시 서초구 잠원동,서울특별시 서초구 반포본동,서울특별시 서초구 반포1동,서울특별시 서초구 반포2동,서울특별시 서초구 반포3동,서울특별시 서초구 반포4동,서울특별시 서초구 방배본동,서울특별시 서초구 방배1동,서울특별시 서초구 방배2동,서울특별시 서초구 방배3동,서울특별시 서초구 방배4동,서울특별시 서초구 양재1동,서울특별시 서초구 양재2동,서울특별시 서초구 내곡동
2020년04월_남_총인구수,"205,452","10,269","8,892","15,001","15,404","16,489","5,693","15,828","7,752","9,595","9,253","9,881","8,270","9,660","10,603","10,830","21,650","11,445","8,937"
2020년04월_남_연령구간인구수,"205,452","10,269","8,892","15,001","15,404","16,489","5,693","15,828","7,752","9,595","9,253","9,881","8,270","9,660","10,603","10,830","21,650","11,445","8,937"
2020년04월_남_0~9세,"18,303",848,754,891,"1,638","1,408",327,"1,586","1,037",980,936,761,630,632,726,868,"2,337",851,"1,093"
2020년04월_남_10~19세,"23,264","1,022",876,"1,568","2,201","2,054",974,"1,808","1,373","1,387","1,127","1,346",748,878,"1,074","1,209","2,157",839,623
2020년04월_남_20~29세,"27,048","1,404","1,226","2,431","1,708","2,192",742,"1,991",682,"1,116","1,154","1,261","1,239","1,415","1,524","1,401","2,704","1,806","1,052"
2020년04월_남_30~39세,"30,186","1,705","1,763","2,409","1,710","2,398",401,"2,626",652,"1,078","1,238","1,105","1,397","1,495","1,465","1,620","3,388","2,355","1,381"
2020년04월_남_40~49세,"36,990","1,851","1,584","2,332","3,048","3,046",983,"3,386","1,720","1,926","1,633","1,770","1,357","1,488","1,541","1,945","3,837","2,013","1,530"
2020년04월_남_50~59세,"30,807","1,439","1,217","2,303","2,417","2,708","1,071","2,116","1,130","1,542","1,347","1,720","1,132","1,466","1,707","1,674","3,002","1,631","1,185"
2020년04월_남_60~69세,"21,601","1,135",826,"1,647","1,430","1,602",570,"1,385",589,865,"1,032","1,046",932,"1,250","1,472","1,092","2,429","1,173","1,126"
2020년04월_남_70~79세,"12,694",646,481,"1,035",884,753,450,706,406,495,579,589,618,780,826,727,"1,383",601,735
2020년04월_남_80~89세,"4,029",186,141,341,323,281,164,193,143,186,174,251,184,232,239,275,372,157,187
2020년04월_남_90~99세,477,32,23,39,39,40,9,27,12,19,31,32,27,23,29,17,40,15,23
2020년04월_남_100세 이상,53,1,1,5,6,7,2,4,8,1,2,0,6,1,0,2,1,4,2
2020년04월_여_총인구수,"224,277","10,998","9,826","15,828","16,311","18,265","6,342","16,962","8,446","10,701","10,361","11,404","9,330","10,917","11,388","12,845","23,579","11,310","9,464"
2020년04월_여_연령구간인구수,"224,277","10,998","9,826","15,828","16,311","18,265","6,342","16,962","8,446","10,701","10,361","11,404","9,330","10,917","11,388","12,845","23,579","11,310","9,464"
2020년04월_여_0~9세,"17,075",756,773,834,"1,499","1,271",300,"1,600",895,880,850,767,605,602,675,830,"2,153",689,"1,096"
2020년04월_여_10~19세,"22,358",947,792,"1,173","2,002","1,977",966,"1,742","1,382","1,371","1,040","1,516",645,806,"1,006","1,430","2,111",830,622
2020년04월_여_20~29세,"29,168","1,438","1,493","2,711","1,880","2,439",756,"2,380",701,"1,128","1,239","1,424","1,345","1,563","1,426","1,826","2,775","1,689",955
2020년04월_여_30~39세,"35,622","2,047","2,093","2,625","2,265","2,828",517,"3,182","1,006","1,428","1,599","1,392","1,711","1,707","1,602","2,053","3,746","2,218","1,603"
2020년04월_여_40~49세,"41,475","1,998","1,731","2,603","3,424","3,628","1,384","3,306","2,041","2,342","1,965","2,251","1,567","1,652","1,826","2,390","4,027","1,887","1,453"
2020년04월_여_50~59세,"32,100","1,520","1,230","2,414","2,225","2,837","1,007","1,976",968,"1,506","1,468","1,716","1,320","1,786","1,953","1,795","3,306","1,706","1,367"
2020년04월_여_60~69세,"25,325","1,263",969,"1,871","1,616","1,801",668,"1,554",705,"1,074","1,257","1,171","1,146","1,567","1,673","1,257","3,111","1,341","1,281"
2020년04월_여_70~79세,"14,221",680,523,"1,093",945,937,539,842,505,644,632,735,684,862,805,871,"1,539",670,715
2020년04월_여_80~89세,"5,458",285,157,403,354,426,169,296,174,255,245,354,247,289,342,315,634,208,305
2020년04월_여_90~99세,"1,312",61,49,89,91,109,27,69,52,60,63,73,53,71,76,68,173,69,59
2020년04월_여_100세 이상,163,3,16,12,10,12,9,15,17,13,3,5,7,12,4,10,4,3,8
