카테고리,전라남도,전라남도 목포시,전라남도 여수시,전라남도 순천시,전라남도 나주시,전라남도 광양시,전라남도 담양군,전라남도 곡성군,전라남도 구례군,전라남도 고흥군,전라남도 보성군,전라남도 화순군,전라남도 장흥군,전라남도 강진군,전라남도 해남군,전라남도 영암군,전라남도 무안군,전라남도 함평군,전라남도 영광군,전라남도 장성군,전라남도 완도군,전라남도 진도군,전라남도 신안군
2021년12월_계_80~89세,"115,490","7,648","11,312","10,716","6,980","4,789","4,077","3,288","2,685","7,851","4,917","5,010","3,998","3,692","6,232","4,191","4,481","3,628","4,279","3,922","4,589","3,074","4,131"
2021년12월_계_90~99세,"17,216",979,"1,724","1,670","1,080",849,613,579,398,"1,313",787,721,677,599,888,586,610,533,537,528,633,397,515
2021년12월_계_100세 이상,464,24,38,51,30,18,27,14,13,41,20,21,14,10,24,11,18,15,25,14,16,9,11
2021년12월_남_총인구수,"922,221","108,808","141,074","140,466","58,906","78,626","23,428","13,540","12,285","30,569","19,221","30,910","17,785","16,359","33,273","27,485","45,753","15,730","25,959","22,206","24,475","14,908","20,455"
2021년12월_남_연령구간인구수,"922,221","108,808","141,074","140,466","58,906","78,626","23,428","13,540","12,285","30,569","19,221","30,910","17,785","16,359","33,273","27,485","45,753","15,730","25,959","22,206","24,475","14,908","20,455"
2021년12월_남_0~9세,"63,098","8,434","9,905","11,554","5,080","6,437","1,062",503,493,"1,205",793,"1,647",912,756,"1,821","1,622","4,221",626,"1,825","1,222","1,497",758,725
2021년12월_남_10~19세,"84,416","12,170","13,234","15,290","4,958","8,125","1,543",996,928,"1,982","1,267","2,865","1,381","1,237","2,551","2,258","4,914","1,077","2,084","1,654","1,815","1,087","1,000"
2021년12월_남_20~29세,"108,408","14,176","18,576","19,978","6,440","11,207","2,688","1,200","1,066","2,262","1,589","3,625","1,624","1,533","3,057","2,885","5,091","1,366","2,647","2,329","2,096","1,419","1,554"
2021년12월_남_30~39세,"93,924","12,174","15,948","16,902","7,549","9,717","1,822",857,771,"1,843","1,226","2,398","1,338","1,152","2,447","2,394","5,626",987,"2,359","1,810","1,947","1,108","1,549"
2021년12월_남_40~49세,"134,387","18,572","21,406","20,940","9,220","11,993","2,912","1,603","1,456","3,442","2,203","4,017","2,104","1,948","4,219","4,304","7,590","1,934","3,459","2,920","3,451","1,975","2,719"
2021년12월_남_50~59세,"168,369","18,260","25,326","24,842","9,576","15,977","4,548","2,653","2,528","5,635","3,659","6,212","3,388","3,015","6,349","5,438","7,408","3,133","4,682","4,256","4,432","2,802","4,250"
2021년12월_남_60~69세,"144,081","14,220","20,833","18,292","8,655","9,646","4,590","2,796","2,473","6,487","3,976","5,387","3,349","3,268","6,391","4,502","5,824","3,285","4,435","4,082","4,365","2,815","4,410"
2021년12월_남_70~79세,"85,149","7,962","11,663","8,779","5,032","3,852","2,777","1,793","1,615","4,966","2,786","3,069","2,312","2,199","4,324","2,655","3,609","2,089","3,024","2,536","3,276","1,954","2,877"
2021년12월_남_80~89세,"36,917","2,633","3,872","3,550","2,162","1,532","1,339","1,031",871,"2,464","1,553","1,522","1,243","1,136","1,957","1,311","1,369","1,113","1,328","1,279","1,470",918,"1,264"
2021년12월_남_90~99세,"3,422",204,307,337,229,140,145,105,82,279,165,166,131,110,157,115,100,120,116,116,124,72,102
2021년12월_남_100세 이상,50,3,4,2,5,0,2,3,2,4,4,2,3,5,0,1,1,0,0,2,2,0,5
2021년12월_여_총인구수,"910,582","109,781","135,688","140,970","57,820","71,905","22,752","13,995","12,950","32,193","20,154","31,714","18,762","17,394","33,893","25,452","45,354","15,544","26,026","21,159","24,156","15,158","17,762"
2021년12월_여_연령구간인구수,"910,582","109,781","135,688","140,970","57,820","71,905","22,752","13,995","12,950","32,193","20,154","31,714","18,762","17,394","33,893","25,452","45,354","15,544","26,026","21,159","24,156","15,158","17,762"
2021년12월_여_0~9세,"60,614","7,913","9,641","10,984","4,765","6,219","1,115",461,531,"1,208",724,"1,604",922,775,"1,777","1,553","3,950",584,"1,806","1,216","1,390",789,687
2021년12월_여_10~19세,"78,732","11,632","12,390","14,154","4,685","7,523","1,442",863,846,"1,689","1,214","2,635","1,224","1,167","2,420","2,022","4,785",917,"1,916","1,510","1,675","1,066",957
2021년12월_여_20~29세,"85,327","12,022","14,097","16,761","5,771","8,051","1,855",973,816,"1,593","1,152","3,089","1,245","1,172","2,322","2,013","4,397",968,"2,014","1,568","1,466",998,984
2021년12월_여_30~39세,"84,504","11,444","13,716","15,861","6,876","8,344","1,712",762,735,"1,564","1,077","2,258","1,175","1,085","2,138","2,032","5,527",851,"2,233","1,559","1,664",971,920
2021년12월_여_40~49세,"117,867","17,475","19,186","21,547","7,526","11,109","2,206","1,283","1,251","2,532","1,691","3,871","1,721","1,598","3,387","2,881","6,924","1,330","2,759","2,319","2,465","1,423","1,383"
2021년12월_여_50~59세,"144,094","17,728","22,814","24,375","7,832","13,466","3,644","2,100","2,027","4,285","2,851","5,214","2,747","2,497","5,001","4,027","6,105","2,221","3,733","3,179","3,439","2,156","2,653"
2021년12월_여_60~69세,"140,790","15,746","21,486","18,235","8,359","8,673","4,176","2,499","2,437","6,521","3,795","4,814","3,387","3,193","6,313","4,079","5,737","2,912","4,236","3,560","4,372","2,700","3,560"
2021년12월_여_70~79세,"105,873","10,010","13,467","10,505","6,312","4,536","3,371","2,312","2,166","6,343","3,648","4,167","3,029","2,857","5,505","3,484","4,290","2,818","3,932","3,181","4,043","2,565","3,332"
2021년12월_여_80~89세,"78,573","5,015","7,440","7,166","4,818","3,257","2,738","2,257","1,814","5,387","3,364","3,488","2,755","2,556","4,275","2,880","3,112","2,515","2,951","2,643","3,119","2,156","2,867"
2021년12월_여_90~99세,"13,794",775,"1,417","1,333",851,709,468,474,316,"1,034",622,555,546,489,731,471,510,413,421,412,509,325,413
2021년12월_여_100세 이상,414,21,34,49,25,18,25,11,11,37,16,19,11,5,24,10,17,15,25,12,14,9,6
