카테고리,부산광역시 해운대구,부산광역시 해운대구 우제1동,부산광역시 해운대구 우제2동,부산광역시 해운대구 우제3동,부산광역시 해운대구 중제1동,부산광역시 해운대구 중제2동,부산광역시 해운대구 좌제1동,부산광역시 해운대구 좌제2동,부산광역시 해운대구 좌제3동,부산광역시 해운대구 좌제4동,부산광역시 해운대구 송정동,부산광역시 해운대구 반여제1동,부산광역시 해운대구 반여제2동,부산광역시 해운대구 반여제3동,부산광역시 해운대구 반여제4동,부산광역시 해운대구 반송제1동,부산광역시 해운대구 반송제2동,부산광역시 해운대구 재송제1동,부산광역시 해운대구 재송제2동
2020년02월_남_60~69세,"26,319","1,649","1,764","1,734","1,478","1,114",845,"1,688",978,"1,235",854,"2,221","1,127",808,"1,120","1,373","2,324","1,929","2,078"
2020년02월_남_70~79세,"13,227","1,012",938,852,760,488,392,793,488,560,404,"1,016",647,488,447,847,"1,277",939,879
2020년02월_남_80~89세,"4,332",312,327,287,289,138,223,366,236,246,135,315,171,142,76,278,343,231,217
2020년02월_남_90~99세,366,23,29,31,24,16,33,23,30,23,8,29,13,13,7,14,28,12,10
2020년02월_남_100세 이상,41,8,1,0,3,2,1,0,0,0,0,3,2,1,1,10,6,2,1
2020년02월_여_총인구수,"209,978","12,174","16,353","15,042","12,383","8,319","9,842","17,586","8,910","12,543","5,323","17,882","7,055","4,800","8,398","7,470","12,799","19,496","13,603"
2020년02월_여_연령구간인구수,"209,978","12,174","16,353","15,042","12,383","8,319","9,842","17,586","8,910","12,543","5,323","17,882","7,055","4,800","8,398","7,470","12,799","19,496","13,603"
2020년02월_여_0~9세,"14,174",685,"1,382","1,330",840,602,661,"1,098",604,863,269,"1,304",263,146,659,209,498,"2,023",738
2020년02월_여_10~19세,"19,172",818,"1,579","1,590","1,073",571,"1,022","1,478",925,"1,591",264,"2,091",393,285,805,421,828,"2,372","1,066"
2020년02월_여_20~29세,"23,827","1,539","1,702","1,441","1,454",865,"1,468","2,751",957,"1,459",579,"1,916",743,493,"1,016",798,"1,150","1,971","1,525"
2020년02월_여_30~39세,"24,789","1,547","2,177","1,963","1,467","1,159","1,223","2,463",968,"1,303",641,"1,932",727,385,"1,055",540,969,"2,717","1,553"
2020년02월_여_40~49세,"35,422","1,858","2,932","2,725","2,215","1,409","1,916","2,947","1,490","2,441",655,"3,446",899,581,"1,387",849,"1,562","4,058","2,052"
2020년02월_여_50~59세,"37,251","2,103","2,818","2,603","2,170","1,547","1,593","3,169","1,652","2,299","1,024","3,131","1,336",958,"1,625","1,393","2,349","2,766","2,715"
2020년02월_여_60~69세,"29,131","1,910","2,007","1,902","1,644","1,244",905,"1,851","1,105","1,269",982,"2,240","1,366","1,015","1,122","1,427","2,655","2,132","2,355"
2020년02월_여_70~79세,"16,867","1,153","1,123",967,998,620,638,"1,122",697,786,557,"1,158",886,622,483,"1,229","1,817",974,"1,037"
2020년02월_여_80~89세,"7,981",458,523,440,454,260,366,624,454,464,297,570,381,270,211,506,823,399,481
2020년02월_여_90~99세,"1,250",84,105,80,56,36,49,82,58,68,51,94,48,41,34,81,128,80,75
2020년02월_여_100세 이상,114,19,5,1,12,6,1,1,0,0,4,0,13,4,1,17,20,4,6
