카테고리,세종특별자치시 세종특별자치시,세종특별자치시  조치원읍,세종특별자치시  연기면,세종특별자치시  연동면,세종특별자치시  부강면,세종특별자치시  금남면,세종특별자치시  장군면,세종특별자치시  연서면,세종특별자치시  전의면,세종특별자치시  전동면,세종특별자치시  소정면,세종특별자치시  한솔동,세종특별자치시  새롬동,세종특별자치시  도담동,세종특별자치시  아름동,세종특별자치시  종촌동,세종특별자치시  고운동,세종특별자치시  소담동,세종특별자치시  보람동,세종특별자치시  대평동,세종특별자치시  다정동
2020년08월_여_0~9세,"22,911","1,618",46,51,169,164,106,180,100,45,51,"1,337","2,126","2,068","1,814","2,402","3,071","2,761","1,606",799,"2,397"
2020년08월_여_10~19세,"20,639","2,068",49,60,169,204,143,200,172,61,95,"1,683","1,954","2,273","2,079","2,099","2,304","1,630","1,244",510,"1,642"
2020년08월_여_20~29세,"17,879","2,758",142,119,248,353,372,316,238,122,112,832,"2,063","2,131",858,"1,383","1,362","1,609",983,654,"1,224"
2020년08월_여_30~39세,"31,162","2,476",100,125,257,337,258,255,204,99,75,"1,488","3,234","3,150","2,038","3,082","3,677","3,874","2,087","1,182","3,164"
2020년08월_여_40~49세,"32,713","3,242",109,129,342,384,306,358,286,135,139,"2,363","3,001","3,566","3,106","3,149","3,718","2,884","1,943",935,"2,618"
2020년08월_여_50~59세,"21,031","3,163",220,243,464,727,556,554,474,293,199,"1,197","1,578","1,832","1,197","1,583","1,782","1,741","1,116",797,"1,315"
2020년08월_여_60~69세,"14,543","2,648",213,317,495,835,501,649,450,383,189,574,814,992,601,"1,023","1,202",873,649,407,728
2020년08월_여_70~79세,"7,602","1,740",145,228,363,616,312,506,385,262,157,273,276,476,236,421,417,284,209,115,181
2020년08월_여_80~89세,"4,622",921,110,211,246,445,240,337,305,213,129,140,141,283,111,219,138,141,109,78,105
2020년08월_여_90~99세,902,164,22,46,29,83,39,56,66,43,19,23,34,65,29,39,37,39,25,21,23
2020년08월_여_100세 이상,45,12,2,3,1,6,2,3,5,5,0,2,0,0,0,0,2,1,0,0,1
