카테고리,서울특별시 성동구,서울특별시 성동구 왕십리제2동,서울특별시 성동구 왕십리도선동,서울특별시 성동구 마장동,서울특별시 성동구 사근동,서울특별시 성동구 행당제1동,서울특별시 성동구 행당제2동,서울특별시 성동구 응봉동,서울특별시 성동구 금호1가동,서울특별시 성동구 금호2.3가동,서울특별시 성동구 금호4가동,서울특별시 성동구 옥수동,서울특별시 성동구 성수1가제1동,서울특별시 성동구 성수1가제2동,서울특별시 성동구 성수2가제1동,서울특별시 성동구 성수2가제3동,서울특별시 성동구 송정동,서울특별시 성동구 용답동
2020년10월_여_총인구수,"150,836","8,806","14,248","11,589","5,823","7,327","12,837","8,323","8,237","12,294","7,704","14,288","8,330","6,885","7,951","5,523","5,091","5,580"
2020년10월_여_연령구간인구수,"150,836","8,806","14,248","11,589","5,823","7,327","12,837","8,323","8,237","12,294","7,704","14,288","8,330","6,885","7,951","5,523","5,091","5,580"
2020년10월_여_0~9세,"10,078",580,"1,177",590,200,492,941,593,659,853,678,"1,281",484,384,402,282,270,212
2020년10월_여_10~19세,"10,087",595,786,827,470,538,"1,164",864,508,750,467,828,547,460,441,265,270,307
2020년10월_여_20~29세,"22,893","1,313","2,388","2,204","2,079","1,153","1,604",893,918,"1,464",746,"1,657","1,251","1,098","1,101","1,094",827,"1,103"
2020년10월_여_30~39세,"25,022","1,483","2,549","1,588",709,"1,163","1,952","1,161","1,500","2,182","1,500","2,834","1,468","1,271","1,205",943,757,757
2020년10월_여_40~49세,"22,613","1,327","2,024","1,517",555,"1,130","2,140","1,554","1,257","1,913","1,291","2,289","1,255","1,086","1,100",721,707,747
2020년10월_여_50~59세,"23,774","1,430","2,345","1,894",652,"1,180","2,006","1,269","1,247","1,947","1,104","2,114","1,498","1,006","1,445",840,896,901
2020년10월_여_60~69세,"18,635","1,078","1,517","1,523",513,836,"1,508",933,"1,139","1,615",981,"1,734","1,028",841,"1,223",696,740,730
2020년10월_여_70~79세,"11,425",672,904,942,427,542,986,682,643,999,600,982,524,468,673,433,403,545
2020년10월_여_80~89세,"5,276",268,459,422,185,240,446,317,314,482,295,448,242,230,288,217,179,244
2020년10월_여_90~99세,854,47,81,68,28,46,76,51,42,68,37,100,28,31,60,25,35,31
2020년10월_여_100세 이상,179,13,18,14,5,7,14,6,10,21,5,21,5,10,13,7,7,3
