,대구광역시 수성구,대구광역시 수성구 범어1동,대구광역시 수성구 범어2동,대구광역시 수성구 범어3동,대구광역시 수성구 범어4동,대구광역시 수성구 만촌1동,대구광역시 수성구 만촌2동,대구광역시 수성구 만촌3동,대구광역시 수성구 수성1가동,대구광역시 수성구 수성2.3가동,대구광역시 수성구 수성4가동,대구광역시 수성구 황금1동,대구광역시 수성구 황금2동,대구광역시 수성구 중동,대구광역시 수성구 상동,대구광역시 수성구 파동,대구광역시 수성구 두산동,대구광역시 수성구 지산1동,대구광역시 수성구 지산2동,대구광역시 수성구 범물1동,대구광역시 수성구 범물2동,대구광역시 수성구 고산1동,대구광역시 수성구 고산2동,대구광역시 수성구 고산3동
2021년02월_계_80~89세,"14,143",543,433,326,371,880,443,427,863,363,657,592,396,442,711,561,348,974,820,780,448,827,862,"1,076"
2021년02월_계_90~99세,"1,896",60,44,51,50,109,45,58,110,38,90,89,50,66,111,93,59,146,90,110,70,107,125,125
2021년02월_계_100세 이상,98,6,2,8,3,2,2,2,5,4,7,6,0,3,5,9,3,6,2,3,4,5,6,5
2021년02월_남_총인구수,"205,155","7,728","7,788","7,881","9,751","11,329","5,671","10,632","8,583","5,884","7,078","11,642","5,343","5,577","8,192","6,221","6,980","10,709","9,025","5,293","8,384","15,300","13,761","16,403"
2021년02월_남_연령구간인구수,"205,155","7,728","7,788","7,881","9,751","11,329","5,671","10,632","8,583","5,884","7,078","11,642","5,343","5,577","8,192","6,221","6,980","10,709","9,025","5,293","8,384","15,300","13,761","16,403"
2021년02월_남_0~9세,"15,337",673,576,980,897,940,255,808,595,567,423,"1,079",265,387,548,485,460,517,569,174,658,"1,169","1,024","1,288"
2021년02월_남_10~19세,"26,966","1,012",952,988,"2,347","1,314",648,"2,569","1,011",864,699,"2,114",427,381,693,555,591,"1,066",935,343,"1,041","2,418","1,764","2,234"
2021년02월_남_20~29세,"29,488","1,065","1,167","1,076","1,035","1,615","1,041","1,454","1,159",657,"1,108","1,453",874,743,"1,087",707,"1,159","1,776","1,334",729,"1,152","2,346","2,182","2,569"
2021년02월_남_30~39세,"20,780",716,999,935,600,"1,136",642,619,769,523,712,891,682,789,"1,051",755,934,"1,181",953,487,892,"1,376","1,464","1,674"
2021년02월_남_40~49세,"33,142","1,319","1,259","1,520","2,222","1,695",776,"1,965","1,447","1,154",946,"2,137",861,907,"1,207",944,"1,115","1,434","1,272",622,"1,331","2,475","2,064","2,470"
2021년02월_남_50~59세,"36,359","1,387","1,299","1,317","1,522","1,999","1,033","1,824","1,551",954,"1,359","2,080",951,993,"1,390",966,"1,336","1,930","1,627",989,"1,433","2,798","2,445","3,176"
2021년02월_남_60~69세,"24,863",837,894,614,625,"1,452",729,785,"1,010",650,"1,003","1,146",688,773,"1,266",950,859,"1,582","1,367","1,113","1,213","1,709","1,718","1,880"
2021년02월_남_70~79세,"12,591",468,462,309,358,794,381,426,687,363,541,513,421,409,685,629,381,866,647,601,512,686,735,717
2021년02월_남_80~89세,"5,156",231,169,124,132,356,159,165,325,142,253,210,160,177,250,208,131,328,291,213,141,293,333,365
2021년02월_남_90~99세,448,19,11,15,11,28,6,16,28,10,33,17,14,18,15,21,13,29,29,21,10,28,30,26
2021년02월_남_100세 이상,25,1,0,3,2,0,1,1,1,0,1,2,0,0,0,1,1,0,1,1,1,2,2,4
2021년02월_여_총인구수,"218,782","8,500","8,213","8,555","10,119","11,838","5,730","9,639","10,037","6,283","8,095","12,649","5,776","5,704","8,733","6,661","7,288","11,794","10,124","6,337","8,942","16,183","13,975","17,607"
2021년02월_여_연령구간인구수,"218,782","8,500","8,213","8,555","10,119","11,838","5,730","9,639","10,037","6,283","8,095","12,649","5,776","5,704","8,733","6,661","7,288","11,794","10,124","6,337","8,942","16,183","13,975","17,607"
2021년02월_여_0~9세,"14,433",648,548,979,788,868,261,573,664,514,430,"1,035",270,339,480,491,444,465,529,175,650,"1,089",998,"1,195"
2021년02월_여_10~19세,"24,094","1,075",857,"1,031","2,104","1,179",501,"1,373","1,196",865,747,"2,034",433,353,640,445,568,812,918,325,899,"2,296","1,448","1,995"
2021년02월_여_20~29세,"25,462",986,"1,153","1,019",857,"1,323",834,"1,016","1,033",598,"1,006","1,237",905,709,"1,012",545,"1,025","1,522","1,200",619,953,"1,985","1,694","2,231"
2021년02월_여_30~39세,"21,861",892,"1,074","1,173",775,"1,222",542,780,819,617,756,"1,105",660,720,986,744,941,"1,084",970,453,910,"1,442","1,461","1,735"
2021년02월_여_40~49세,"39,496","1,554","1,452","1,729","2,743","1,980",928,"2,542","1,739","1,267","1,248","2,716",909,914,"1,281",991,"1,216","1,713","1,555",665,"1,562","3,175","2,454","3,163"
2021년02월_여_50~59세,"38,808","1,442","1,368","1,285","1,331","2,103","1,064","1,596","1,683",887,"1,579","2,106",967,961,"1,518","1,098","1,423","2,278","1,981","1,205","1,702","3,049","2,616","3,566"
2021년02월_여_60~69세,"27,791",918,944,673,753,"1,587",821,877,"1,292",773,"1,155","1,295",827,857,"1,424","1,215",955,"1,938","1,579","1,304","1,348","1,683","1,743","1,830"
2021년02월_여_70~79세,"16,329",627,518,423,489,969,455,577,987,509,707,663,533,535,830,699,451,"1,213",801,933,548,848,933,"1,081"
2021년02월_여_80~89세,"8,987",312,264,202,239,524,284,262,538,221,404,382,236,265,461,353,217,646,529,567,307,534,529,711
2021년02월_여_90~99세,"1,448",41,33,36,39,81,39,42,82,28,57,72,36,48,96,72,46,117,61,89,60,79,95,99
2021년02월_여_100세 이상,73,5,2,5,1,2,1,1,4,4,6,4,0,3,5,8,2,6,1,2,3,3,4,1
