카테고리,서울특별시 강서구,서울특별시 강서구 염창동,서울특별시 강서구 등촌제1동,서울특별시 강서구 등촌제2동,서울특별시 강서구 등촌제3동,서울특별시 강서구 화곡제1동,서울특별시 강서구 화곡제2동,서울특별시 강서구 화곡제3동,서울특별시 강서구 화곡제4동,서울특별시 강서구 화곡본동,서울특별시 강서구 화곡제6동,서울특별시 강서구 화곡제8동,서울특별시 강서구 가양제1동,서울특별시 강서구 가양제2동,서울특별시 강서구 가양제3동,서울특별시 강서구 발산제1동,서울특별시 강서구 우장산동,서울특별시 강서구 공항동,서울특별시 강서구 방화제1동,서울특별시 강서구 방화제2동,서울특별시 강서구 방화제3동
2020년11월_남_연령구간인구수,"281,033","20,437","11,271","10,418","15,025","25,511","9,023","10,508","10,403","16,949","12,201","12,191","15,819","6,908","7,281","17,836","20,994","13,687","21,729","11,431","11,411"
2020년11월_남_0~9세,"20,437","2,157",684,690,888,"1,436",650,710,612,"1,175",649,684,894,253,390,"1,795","1,922","1,342","2,175",614,717
2020년11월_남_10~19세,"23,000","2,366",772,924,"1,088","1,273",730,836,714,"1,327",949,851,976,268,303,"2,403","2,651",888,"2,133",763,785
2020년11월_남_20~29세,"40,464","2,540","2,000","1,679","2,170","4,228","1,317","1,498","1,559","2,770","2,008","1,887","2,892",764,890,"2,296","2,530","1,914","2,570","1,597","1,355"
2020년11월_남_30~39세,"50,486","3,495","2,866","1,809","2,388","5,603","1,543","1,617","1,793","3,430","2,155","2,241","4,205","1,266","1,582","2,125","2,688","2,649","3,221","1,893","1,917"
2020년11월_남_40~49세,"45,735","3,765","1,615","1,508","1,876","3,961","1,599","1,554","1,681","2,857","1,847","2,056","2,420",767,"1,012","3,458","4,055","2,301","3,931","1,695","1,777"
2020년11월_남_50~59세,"41,442","2,955","1,463","1,611","2,474","3,533","1,330","1,585","1,633","2,311","1,902","1,702","2,047","1,044","1,075","2,759","3,260","1,937","3,215","1,857","1,749"
2020년11월_남_60~69세,"35,367","2,065","1,081","1,349","2,454","3,135","1,068","1,593","1,406","1,836","1,682","1,514","1,619","1,594","1,170","1,718","2,306","1,581","2,690","1,712","1,794"
2020년11월_남_70~79세,"18,167",823,508,672,"1,149","1,841",619,890,761,959,804,995,566,697,633,975,"1,249",788,"1,351",938,949
2020년11월_남_80~89세,"5,290",247,234,160,455,450,153,196,223,254,186,240,176,227,204,284,300,262,398,319,322
2020년11월_남_90~99세,571,24,46,16,78,42,12,24,19,27,18,19,23,26,21,20,27,14,39,32,44
2020년11월_남_100세 이상,74,0,2,0,5,9,2,5,2,3,1,2,1,2,1,3,6,11,6,11,2
2020년11월_여_총인구수,"300,876","21,582","12,764","10,826","16,512","26,978","9,501","11,341","10,819","17,764","12,794","13,145","18,438","7,658","8,261","19,756","22,901","13,285","22,803","11,662","12,086"
2020년11월_여_연령구간인구수,"300,876","21,582","12,764","10,826","16,512","26,978","9,501","11,341","10,819","17,764","12,794","13,145","18,438","7,658","8,261","19,756","22,901","13,285","22,803","11,662","12,086"
2020년11월_여_0~9세,"19,538","2,018",633,642,838,"1,393",618,615,571,"1,127",646,695,839,260,342,"1,695","1,916","1,272","2,197",547,674
2020년11월_여_10~19세,"21,994","2,234",572,735,988,"1,254",731,815,656,"1,131",743,822,934,222,297,"2,620","2,857",835,"2,119",699,730
2020년11월_여_20~29세,"46,696","2,946","2,957","1,657","2,046","5,102","1,300","1,663","1,446","3,151","2,224","1,947","5,589",947,976,"2,371","2,760","1,884","2,767","1,721","1,242"
2020년11월_여_30~39세,"48,895","3,861","3,085","1,760","2,259","4,970","1,391","1,609","1,639","2,958","2,035","2,071","4,106","1,168","1,543","2,345","2,935","2,417","3,344","1,591","1,808"
2020년11월_여_40~49세,"45,536","3,936","1,648","1,588","2,067","3,611","1,558","1,691","1,586","2,737","1,817","1,985","2,200",736,917,"3,833","4,640","1,969","3,815","1,488","1,714"
2020년11월_여_50~59세,"45,125","3,047","1,559","1,859","2,910","3,973","1,528","1,756","1,803","2,599","2,105","2,101","2,230","1,194","1,221","2,958","3,278","1,886","3,367","1,868","1,883"
2020년11월_여_60~69세,"40,852","2,094","1,189","1,544","2,777","3,875","1,366","1,835","1,775","2,383","1,935","2,020","1,568","1,636","1,499","2,156","2,652","1,667","2,909","1,904","2,068"
2020년11월_여_70~79세,"20,743",923,615,688,"1,416","1,945",723,905,901,"1,151",846,"1,080",598,841,925,"1,172","1,297",876,"1,470","1,179","1,192"
2020년11월_여_80~89세,"9,385",441,412,286,986,727,227,357,366,418,364,357,309,539,442,481,448,375,669,560,621
2020년11월_여_90~99세,"1,950",71,90,65,219,115,54,76,72,103,74,62,61,113,97,117,101,87,138,90,145
2020년11월_여_100세 이상,162,11,4,2,6,13,5,19,4,6,5,5,4,2,2,8,17,17,8,15,9
