카테고리,강원도 강릉시,강원도 강릉시 주문진읍,강원도 강릉시 성산면,강원도 강릉시 왕산면,강원도 강릉시 구정면,강원도 강릉시 강동면,강원도 강릉시 옥계면,강원도 강릉시 사천면,강원도 강릉시 연곡면,강원도 강릉시 홍제동,강원도 강릉시 중앙동,강원도 강릉시 옥천동,강원도 강릉시 교1동,강원도 강릉시 교2동,강원도 강릉시 포남1동,강원도 강릉시 포남2동,강원도 강릉시 초당동,강원도 강릉시 송정동,강원도 강릉시 내곡동,강원도 강릉시 강남동,강원도 강릉시 성덕동,강원도 강릉시 경포동
2021년09월_남_0~9세,"6,698",329,67,22,113,53,49,98,158,664,79,48,842,185,220,273,126,433,687,456,"1,234",562
2021년09월_남_10~19세,"9,760",543,101,13,146,108,88,136,233,740,134,89,"1,508",318,387,593,198,517,780,820,"1,778",530
2021년09월_남_20~29세,"13,601",823,171,51,192,272,168,237,279,879,274,192,"1,901",464,668,876,324,598,"1,327","1,137","1,850",918
2021년09월_남_30~39세,"11,241",660,115,57,166,180,128,219,294,"1,008",248,152,"1,320",442,495,684,292,634,"1,033",831,"1,591",692
2021년09월_남_40~49세,"16,210","1,081",216,61,281,280,180,322,502,"1,228",321,237,"2,051",520,757,927,324,801,"1,372","1,328","2,451",970
2021년09월_남_50~59세,"18,549","1,544",341,173,375,422,366,444,546,"1,250",407,330,"2,244",703,972,"1,186",438,776,"1,257","1,618","2,292",865
2021년09월_남_60~69세,"16,903","1,695",404,264,505,511,461,537,679,934,438,328,"1,553",694,909,"1,094",374,695,"1,083","1,431","1,685",629
2021년09월_남_70~79세,"8,743",962,220,139,234,292,245,259,365,479,267,264,770,377,504,508,155,273,488,886,726,330
2021년09월_남_80~89세,"3,710",421,98,61,104,121,98,124,139,181,117,118,377,150,211,184,82,127,180,410,307,100
2021년09월_남_90~99세,333,46,8,5,14,16,11,9,11,22,20,3,24,10,17,12,7,11,18,32,26,11
2021년09월_남_100세 이상,13,2,0,0,2,1,0,0,2,0,1,0,0,0,1,1,0,0,0,1,1,1
2021년09월_여_총인구수,"107,390","8,473","1,707",736,"2,046","1,987","1,686","2,258","3,195","7,801","2,516","1,644","13,186","3,917","5,271","6,535","2,431","5,239","8,232","8,887","14,259","5,384"
2021년09월_여_연령구간인구수,"107,390","8,473","1,707",736,"2,046","1,987","1,686","2,258","3,195","7,801","2,516","1,644","13,186","3,917","5,271","6,535","2,431","5,239","8,232","8,887","14,259","5,384"
2021년09월_여_0~9세,"6,313",318,62,6,100,46,45,89,168,625,76,38,815,159,203,269,155,458,664,459,"1,054",504
2021년09월_여_10~19세,"8,818",438,89,22,125,84,60,105,216,740,153,69,"1,395",286,344,519,188,485,734,663,"1,596",507
2021년09월_여_20~29세,"11,190",601,110,36,138,136,95,175,219,836,265,150,"1,682",451,592,763,220,548,"1,083",843,"1,548",699
2021년09월_여_30~39세,"10,089",566,89,21,161,105,72,183,238,956,173,111,"1,258",337,399,565,250,647,"1,019",718,"1,538",683
2021년09월_여_40~49세,"15,632",946,159,35,211,141,132,249,434,"1,331",290,163,"2,326",507,644,866,365,855,"1,271","1,145","2,611",951
2021년09월_여_50~59세,"18,091","1,443",324,144,315,330,284,398,524,"1,257",352,270,"2,205",693,987,"1,217",488,899,"1,319","1,477","2,332",833
2021년09월_여_60~69세,"18,510","1,904",390,238,466,461,417,546,705,"1,047",554,377,"1,803",768,"1,138","1,295",399,749,"1,147","1,620","1,826",660
2021년09월_여_70~79세,"10,756","1,321",215,124,262,367,305,271,391,589,369,299,"1,010",422,618,609,210,354,573,"1,153",991,303
2021년09월_여_80~89세,"6,589",775,222,88,202,269,235,189,248,344,227,144,583,239,295,347,134,191,349,672,637,199
2021년09월_여_90~99세,"1,356",156,45,22,64,47,40,49,51,70,56,21,104,54,49,83,22,51,71,133,123,45
2021년09월_여_100세 이상,46,5,2,0,2,1,1,4,1,6,1,2,5,1,2,2,0,2,2,4,3,0
