카테고리,강원도 춘천시,강원도 춘천시 신북읍,강원도 춘천시 동면,강원도 춘천시 동산면,강원도 춘천시 신동면,강원도 춘천시 남면,강원도 춘천시 서면,강원도 춘천시 사북면,강원도 춘천시 북산면,강원도 춘천시 동내면,강원도 춘천시 남산면,강원도 춘천시 교동,강원도 춘천시 조운동,강원도 춘천시 약사명동,강원도 춘천시 근화동,강원도 춘천시 소양동,강원도 춘천시 후평1동,강원도 춘천시 후평2동,강원도 춘천시 후평3동,강원도 춘천시 효자1동,강원도 춘천시 효자2동,강원도 춘천시 효자3동,강원도 춘천시 석사동,강원도 춘천시 퇴계동,강원도 춘천시 강남동,강원도 춘천시 신사우동
2020년11월_남_80~89세,"4,224",210,176,64,75,57,121,92,45,201,91,74,62,61,137,153,215,186,262,102,251,103,446,514,226,300
2020년11월_남_90~99세,472,25,17,2,5,6,20,8,2,27,12,7,11,8,28,25,20,27,32,13,14,11,35,62,27,28
2020년11월_남_100세 이상,47,2,0,0,1,0,4,0,1,1,2,2,1,2,1,4,0,1,1,0,5,1,2,0,3,13
2020년11월_여_총인구수,"143,116","3,847","9,907",671,"1,241",500,"1,879","1,299",429,"8,650","1,654","1,753","1,478","1,157","4,395","4,998","5,977","7,825","11,122","2,283","5,609","2,243","18,097","25,637","9,676","10,789"
2020년11월_여_연령구간인구수,"143,116","3,847","9,907",671,"1,241",500,"1,879","1,299",429,"8,650","1,654","1,753","1,478","1,157","4,395","4,998","5,977","7,825","11,122","2,283","5,609","2,243","18,097","25,637","9,676","10,789"
2020년11월_여_0~9세,"10,568",171,"1,076",16,46,8,59,32,6,691,31,35,33,44,450,392,259,647,875,172,216,75,"1,292","2,154",727,"1,061"
2020년11월_여_10~19세,"12,958",223,"1,168",21,77,16,81,61,14,831,75,77,66,53,306,342,423,700,"1,006",172,299,116,"2,149","2,893",769,"1,020"
2020년11월_여_20~29세,"17,430",367,877,54,100,12,113,77,15,"1,041",111,411,191,110,497,584,882,"1,054","1,295",242,"1,100",517,"2,452","2,956","1,186","1,186"
2020년11월_여_30~39세,"16,773",295,"1,308",33,85,27,111,50,13,"1,139",106,178,144,96,683,623,595,"1,059","1,422",235,529,261,"1,825","3,244","1,274","1,438"
2020년11월_여_40~49세,"21,496",417,"1,799",45,112,31,145,112,29,"1,402",153,173,157,121,575,663,763,"1,168","1,635",336,629,214,"3,140","4,542","1,431","1,704"
2020년11월_여_50~59세,"23,496",689,"1,499",114,226,86,316,254,82,"1,398",290,243,246,196,561,873,997,"1,287","1,811",385,797,325,"3,143","4,341","1,714","1,623"
2020년11월_여_60~69세,"19,582",705,"1,211",166,293,130,428,315,114,"1,107",445,284,273,208,570,712,994,912,"1,535",344,875,350,"1,991","2,867","1,406","1,347"
2020년11월_여_70~79세,"11,832",511,540,113,136,101,287,221,96,589,247,198,195,180,459,481,626,577,877,248,678,229,"1,238","1,517",683,805
2020년11월_여_80~89세,"7,467",402,333,97,143,73,272,141,51,382,164,138,140,114,246,268,363,355,566,124,409,131,730,936,388,501
2020년11월_여_90~99세,"1,446",65,93,11,23,15,63,35,9,68,31,15,32,34,44,53,72,61,100,23,75,24,134,180,90,96
2020년11월_여_100세 이상,68,2,3,1,0,1,4,1,0,2,1,1,1,1,4,7,3,5,0,2,2,1,3,7,8,8
