카테고리,경상남도 김해시,경상남도 김해시 진영읍,경상남도 김해시 주촌면,경상남도 김해시 진례면,경상남도 김해시 한림면,경상남도 김해시 생림면,경상남도 김해시 상동면,경상남도 김해시 대동면,경상남도 김해시 동상동,경상남도 김해시 회현동,경상남도 김해시 부원동,경상남도 김해시 내외동,경상남도 김해시 북부동,경상남도 김해시 칠산서부동,경상남도 김해시 활천동,경상남도 김해시 삼안동,경상남도 김해시 불암동,경상남도 김해시 장유1동,경상남도 김해시 장유2동,경상남도 김해시 장유3동
2020년12월_계_80~89세,"11,467","1,186",282,382,610,296,161,446,293,339,274,"1,493","1,297",322,874,892,193,985,521,621
2020년12월_계_90~99세,"1,411",149,35,70,72,32,34,73,41,47,25,165,167,31,102,84,20,110,71,83
2020년12월_계_100세 이상,88,12,0,2,1,1,4,3,7,5,6,10,6,1,10,5,5,7,1,2
2020년12월_남_총인구수,"274,313","28,805","9,295","3,593","4,166","2,045","1,770","3,163","5,049","4,712","5,135","36,885","40,481","5,060","20,697","17,194","3,953","28,224","18,284","35,802"
2020년12월_남_연령구간인구수,"274,313","28,805","9,295","3,593","4,166","2,045","1,770","3,163","5,049","4,712","5,135","36,885","40,481","5,060","20,697","17,194","3,953","28,224","18,284","35,802"
2020년12월_남_0~9세,"25,138","3,352","1,411",126,107,53,48,82,293,328,323,"2,517","3,753",277,"1,338",797,285,"2,672","1,825","5,551"
2020년12월_남_10~19세,"31,857","3,150",645,179,200,64,83,114,336,304,334,"4,010","5,569",385,"2,050","1,632",381,"4,159","2,702","5,560"
2020년12월_남_20~29세,"37,641","2,996","1,104",386,400,196,166,283,745,613,786,"6,726","5,961",689,"3,320","3,249",565,"3,721","2,361","3,374"
2020년12월_남_30~39세,"35,869","4,614","2,093",308,377,156,142,253,709,638,684,"4,376","4,802",569,"2,392","1,678",420,"3,465","2,343","5,850"
2020년12월_남_40~49세,"48,948","5,823","1,520",509,471,219,212,327,710,657,748,"5,521","7,329",734,"3,261","2,503",619,"5,833","3,764","8,188"
2020년12월_남_50~59세,"49,810","4,284","1,370",856,936,466,415,593,"1,023",872,"1,050","8,000","7,561","1,085","4,383","3,811",799,"4,851","3,161","4,294"
2020년12월_남_60~69세,"29,715","2,968",839,743,993,509,444,889,815,784,788,"4,040","3,773",874,"2,706","2,422",585,"2,203","1,387","1,953"
2020년12월_남_70~79세,"11,449","1,202",228,332,498,276,197,462,320,378,320,"1,249","1,300",334,959,811,223,970,564,826
2020년12월_남_80~89세,"3,584",385,76,143,175,98,54,144,89,128,98,408,398,110,257,275,69,322,163,192
2020년12월_남_90~99세,276,29,9,10,9,8,8,15,6,9,3,35,35,3,26,15,5,24,13,14
2020년12월_남_100세 이상,26,2,0,1,0,0,1,1,3,1,1,3,0,0,5,1,2,4,1,0
2020년12월_여_총인구수,"268,025","27,127","8,914","2,994","3,490","1,796","1,453","2,959","4,863","4,660","4,894","37,034","40,261","4,541","20,047","16,394","3,829","28,374","18,216","36,179"
2020년12월_여_연령구간인구수,"268,025","27,127","8,914","2,994","3,490","1,796","1,453","2,959","4,863","4,660","4,894","37,034","40,261","4,541","20,047","16,394","3,829","28,374","18,216","36,179"
2020년12월_여_0~9세,"24,171","3,156","1,387",97,91,31,34,88,281,295,274,"2,265","3,600",272,"1,272",781,253,"2,724","1,844","5,426"
2020년12월_여_10~19세,"29,412","2,890",620,148,129,61,68,98,352,267,310,"3,742","5,001",338,"1,845","1,468",389,"3,941","2,496","5,249"
2020년12월_여_20~29세,"31,470","2,420","1,086",230,225,118,117,166,596,501,649,"5,661","5,019",559,"2,855","2,526",462,"3,188","1,998","3,094"
2020년12월_여_30~39세,"33,685","4,283","1,946",243,209,103,92,174,546,579,547,"3,950","4,732",435,"2,019","1,313",374,"3,465","2,270","6,405"
2020년12월_여_40~49세,"49,523","5,031","1,387",302,261,141,132,245,677,596,692,"6,340","8,178",605,"3,179","2,553",625,"6,185","4,020","8,374"
2020년12월_여_50~59세,"47,145","3,995","1,353",627,696,366,314,522,980,872,"1,062","8,284","7,187",934,"4,362","3,793",763,"4,386","2,828","3,821"
2020년12월_여_60~69세,"28,591","2,983",658,624,828,436,374,796,781,798,772,"3,645","3,682",742,"2,543","2,162",548,"2,399","1,529","2,291"
2020년12월_여_70~79세,"14,948","1,438",245,423,552,317,186,508,407,499,385,"1,925","1,825",415,"1,274","1,108",273,"1,334",815,"1,019"
2020년12월_여_80~89세,"7,883",801,206,239,435,198,107,302,204,211,176,"1,085",899,212,617,617,124,663,358,429
2020년12월_여_90~99세,"1,135",120,26,60,63,24,26,58,35,38,22,130,132,28,76,69,15,86,58,69
2020년12월_여_100세 이상,62,10,0,1,1,1,3,2,4,4,5,7,6,1,5,4,3,3,0,2
