,전라북도 익산시,전라북도 익산시 함열읍,전라북도 익산시 오산면,전라북도 익산시 황등면,전라북도 익산시 함라면,전라북도 익산시 웅포면,전라북도 익산시 성당면,전라북도 익산시 용안면,전라북도 익산시 낭산면,전라북도 익산시 망성면,전라북도 익산시 여산면,전라북도 익산시 금마면,전라북도 익산시 왕궁면,전라북도 익산시 춘포면,전라북도 익산시 삼기면,전라북도 익산시 용동면,전라북도 익산시 중앙동,전라북도 익산시 평화동,전라북도 익산시 인화동,전라북도 익산시 동산동,전라북도 익산시 마동,전라북도 익산시 남중동,전라북도 익산시 모현동,전라북도 익산시 송학동,전라북도 익산시 영등1동,전라북도 익산시 영등2동,전라북도 익산시 어양동,전라북도 익산시 신동,전라북도 익산시 팔봉동,전라북도 익산시 삼성동
2021년04월_계_100세 이상,94,5,2,9,3,2,2,0,1,4,2,2,7,1,3,3,4,1,2,8,1,3,6,2,2,0,4,11,3,1
2021년04월_남_총인구수,"139,726","3,383","3,882","3,615","1,140",801,975,"1,333","1,630","1,476","1,668","2,757","2,246","2,362","1,332",781,"1,802","2,547","3,612","11,137","4,776","6,009","18,428","4,244","11,412","7,004","12,340","7,912","3,467","15,655"
2021년04월_남_연령구간인구수,"139,726","3,383","3,882","3,615","1,140",801,975,"1,333","1,630","1,476","1,668","2,757","2,246","2,362","1,332",781,"1,802","2,547","3,612","11,137","4,776","6,009","18,428","4,244","11,412","7,004","12,340","7,912","3,467","15,655"
2021년04월_남_0~9세,"9,523",185,265,147,30,11,21,35,50,36,75,178,56,99,41,12,59,164,170,811,236,250,"1,831",420,751,628,"1,143",308,276,"1,235"
2021년04월_남_10~19세,"14,137",275,304,253,61,41,44,68,84,66,87,160,113,154,54,48,75,165,218,"1,155",386,576,"2,116",525,"1,374","1,059","1,694",568,339,"2,075"
2021년04월_남_20~29세,"19,439",333,360,376,100,50,76,100,124,81,176,416,150,243,141,57,199,262,460,"1,366",735,751,"2,377",479,"1,802","1,213","1,903","2,261",441,"2,407"
2021년04월_남_30~39세,"14,622",267,408,283,74,44,44,100,113,101,154,264,134,182,88,38,192,261,447,"1,254",511,550,"2,087",556,"1,207",768,"1,499",868,452,"1,676"
2021년04월_남_40~49세,"21,133",439,558,440,124,86,114,143,199,153,197,328,265,317,157,86,241,386,472,"1,794",672,816,"3,068",753,"1,691","1,237","2,270",907,541,"2,679"
2021년04월_남_50~59세,"24,667",622,676,717,229,156,208,208,328,274,314,467,400,469,299,123,284,525,627,"1,984",889,954,"2,955",645,"2,100","1,274","2,255","1,134",564,"2,987"
2021년04월_남_60~69세,"20,479",708,722,726,254,191,241,319,371,371,311,533,538,483,284,192,384,457,602,"1,674",821,"1,006","2,387",519,"1,669",508,"1,052",978,488,"1,690"
2021년04월_남_70~79세,"11,108",375,394,451,178,134,154,237,234,259,253,284,375,277,174,141,267,249,437,794,401,791,"1,157",253,626,234,383,665,255,676
2021년04월_남_80~89세,"4,131",163,174,199,78,78,64,108,118,122,91,112,173,118,82,76,89,74,162,280,116,289,398,85,172,77,127,203,93,210
2021년04월_남_90~99세,464,15,19,20,12,10,8,15,9,12,9,15,39,20,11,8,12,4,17,23,9,24,51,8,20,6,13,19,17,19
2021년04월_남_100세 이상,23,1,2,3,0,0,1,0,0,1,1,0,3,0,1,0,0,0,0,2,0,2,1,1,0,0,1,1,1,1
2021년04월_여_총인구수,"140,673","3,513","3,945","3,512","1,172",776,942,"1,325","1,464","1,503","1,649","2,527","2,124","2,192","1,269",798,"1,611","2,252","3,416","11,478","4,637","5,692","19,722","4,291","11,732","7,329","12,911","7,774","3,250","15,867"
2021년04월_여_연령구간인구수,"140,673","3,513","3,945","3,512","1,172",776,942,"1,325","1,464","1,503","1,649","2,527","2,124","2,192","1,269",798,"1,611","2,252","3,416","11,478","4,637","5,692","19,722","4,291","11,732","7,329","12,911","7,774","3,250","15,867"
2021년04월_여_0~9세,"8,986",162,259,121,32,16,10,33,59,51,94,166,31,80,27,13,39,137,144,831,188,226,"1,718",422,701,599,"1,042",294,257,"1,234"
2021년04월_여_10~19세,"13,410",310,299,235,72,19,45,72,51,78,75,182,81,115,44,35,53,174,200,"1,021",309,367,"2,184",465,"1,297",969,"1,661",629,313,"2,055"
2021년04월_여_20~29세,"16,254",261,305,276,73,49,54,76,87,47,135,220,118,158,95,37,167,208,434,"1,137",647,557,"2,227",420,"1,484","1,129","1,661","1,843",334,"2,015"
2021년04월_여_30~39세,"13,255",243,339,242,51,23,31,45,88,51,104,211,72,162,53,32,120,225,306,"1,147",378,428,"2,212",588,"1,150",797,"1,528",609,369,"1,651"
2021년04월_여_40~49세,"20,252",355,488,318,94,48,54,78,118,112,133,255,135,197,83,47,162,318,358,"1,639",576,642,"3,171",671,"1,863","1,500","2,625",771,504,"2,937"
2021년04월_여_50~59세,"23,863",573,647,594,192,101,146,169,220,206,239,424,324,350,247,113,264,411,502,"2,020",967,919,"3,277",619,"2,304","1,257","2,287","1,134",518,"2,839"
2021년04월_여_60~69세,"20,880",703,743,690,213,193,220,299,297,368,329,504,481,455,256,178,352,403,695,"1,872",828,"1,153","2,562",579,"1,712",534,"1,166","1,089",441,"1,565"
2021년04월_여_70~79세,"13,611",493,475,548,234,148,195,292,297,309,266,335,449,311,225,174,291,226,457,"1,122",465,941,"1,434",341,713,356,584,787,262,881
2021년04월_여_80~89세,"8,468",340,325,395,166,142,153,218,209,236,236,198,354,302,190,143,126,125,278,601,238,390,789,161,417,157,301,498,188,592
2021년04월_여_90~99세,"1,623",69,65,87,42,35,33,43,37,42,37,30,75,61,47,23,33,24,40,82,40,68,143,24,89,31,53,110,62,98
2021년04월_여_100세 이상,71,4,0,6,3,2,1,0,1,3,1,2,4,1,2,3,4,1,2,6,1,1,5,1,2,0,3,10,2,0
