카테고리,인천광역시 남동구,인천광역시 남동구 구월1동,인천광역시 남동구 구월2동,인천광역시 남동구 구월3동,인천광역시 남동구 구월4동,인천광역시 남동구 간석1동,인천광역시 남동구 간석2동,인천광역시 남동구 간석3동,인천광역시 남동구 간석4동,인천광역시 남동구 만수1동,인천광역시 남동구 만수2동,인천광역시 남동구 만수3동,인천광역시 남동구 만수4동,인천광역시 남동구 만수5동,인천광역시 남동구 만수6동,인천광역시 남동구 장수서창동,인천광역시 남동구 서창2동,인천광역시 남동구 남촌도림동,인천광역시 남동구 논현1동,인천광역시 남동구 논현2동,인천광역시 남동구 논현고잔동
2021년03월_남_40~49세,"44,800","2,902","3,177","2,566","1,228","1,763","1,956","2,243","2,318","1,252","2,045","1,488","1,605","1,120","1,764","1,731","3,937","1,733","2,921","2,836","4,215"
2021년03월_남_50~59세,"44,178","2,415","2,879","2,195","1,491","1,911","1,922","2,633","2,552","1,654","2,058","1,571","1,795","1,516","2,302","1,668","2,368","2,165","2,788","2,801","3,494"
2021년03월_남_60~69세,"32,515","1,785","1,968","1,446","1,123","1,519","1,446","2,020","2,053","1,341","1,635","1,247","1,457","1,278","1,810","1,452","1,969","1,611","1,731","1,784","1,840"
2021년03월_남_70~79세,"14,096",734,837,616,556,792,707,915,878,607,750,545,658,631,705,579,795,658,669,824,640
2021년03월_남_80~89세,"4,350",210,236,188,190,249,195,305,262,231,200,138,196,204,243,189,167,215,222,300,210
2021년03월_남_90~99세,395,18,21,21,10,15,34,26,23,21,19,10,21,13,29,19,8,20,23,26,18
2021년03월_남_100세 이상,13,0,2,0,0,0,0,3,2,0,1,0,1,0,0,0,1,0,0,3,0
2021년03월_여_총인구수,"263,168","16,274","18,089","14,921","7,405","11,323","11,047","14,017","14,572","8,897","12,485","8,830","10,964","7,748","12,661","10,137","19,998","10,313","16,004","16,351","21,132"
2021년03월_여_연령구간인구수,"263,168","16,274","18,089","14,921","7,405","11,323","11,047","14,017","14,572","8,897","12,485","8,830","10,964","7,748","12,661","10,137","19,998","10,313","16,004","16,351","21,132"
2021년03월_여_0~9세,"19,752","1,511","1,678",772,299,548,763,806,884,416,844,623,729,297,673,798,"2,823",603,"1,391","1,156","2,138"
2021년03월_여_10~19세,"24,114","1,586","2,107",856,468,772,"1,000","1,038","1,187",525,"1,230",796,890,494,"1,161","1,047","1,783",889,"1,740","1,604","2,941"
2021년03월_여_20~29세,"34,085","2,128","2,067","3,592","1,039","1,538","1,375","1,944","2,019","1,099","1,547","1,195","1,335","1,003","1,605","1,058","1,899","1,279","1,905","2,129","2,329"
2021년03월_여_30~39세,"34,591","2,367","2,361","2,629",701,"1,433","1,362","1,727","1,930","1,000","1,426","1,014","1,357",783,"1,351","1,181","3,860","1,061","2,140","2,069","2,839"
2021년03월_여_40~49세,"43,272","2,682","3,421","2,166","1,020","1,629","1,866","2,013","2,217","1,174","2,050","1,383","1,689",956,"1,962","1,689","3,615","1,574","2,874","2,785","4,507"
2021년03월_여_50~59세,"45,455","2,662","2,885","2,231","1,476","2,054","1,870","2,621","2,636","1,668","2,265","1,633","1,982","1,553","2,509","1,802","2,624","2,104","2,744","2,841","3,295"
2021년03월_여_60~69세,"34,896","1,978","2,163","1,538","1,246","1,727","1,533","2,158","2,104","1,477","1,861","1,258","1,705","1,455","1,824","1,535","2,114","1,546","1,857","1,999","1,818"
2021년03월_여_70~79세,"16,903",844,925,759,726,"1,016",831,"1,088",972,892,836,609,736,811,894,664,842,784,844,"1,064",766
2021년03월_여_80~89세,"8,414",404,395,329,357,506,372,528,514,564,354,264,458,323,556,300,358,387,417,597,431
2021년03월_여_90~99세,"1,619",108,82,48,68,97,73,88,100,81,70,52,80,71,122,62,78,83,91,100,65
2021년03월_여_100세 이상,67,4,5,1,5,3,2,6,9,1,2,3,3,2,4,1,2,3,1,7,3
