카테고리,전라남도 여수시,전라남도 여수시 돌산읍,전라남도 여수시 돌산읍우두출장소,전라남도 여수시 돌산읍죽포출장소,전라남도 여수시 소라면,전라남도 여수시 율촌면,전라남도 여수시 화양면,전라남도 여수시 남면,전라남도 여수시 화정면,전라남도 여수시 화정면개도출장소,전라남도 여수시 삼산면,전라남도 여수시 동문동,전라남도 여수시 한려동,전라남도 여수시 중앙동,전라남도 여수시 충무동,전라남도 여수시 광림동,전라남도 여수시 서강동,전라남도 여수시 대교동,전라남도 여수시 국동,전라남도 여수시 월호동,전라남도 여수시 여서동,전라남도 여수시 문수동,전라남도 여수시 미평동,전라남도 여수시 둔덕동,전라남도 여수시 만덕동,전라남도 여수시 쌍봉동,전라남도 여수시 시전동,전라남도 여수시 여천동,전라남도 여수시 주삼동,전라남도 여수시 삼일동,전라남도 여수시 묘도동
2020년12월_남_60~69세,"20,224",318,787,239,"1,315",621,754,341,178,78,269,440,270,423,395,583,354,554,993,656,"1,452","1,414",893,691,737,"1,665","1,668","1,441",333,244,118
2020년12월_남_70~79세,"11,164",244,448,173,623,472,497,264,150,78,150,352,239,316,343,459,281,458,615,366,588,653,400,283,465,690,574,570,188,155,70
2020년12월_남_80~89세,"3,566",110,176,79,238,203,185,117,59,31,55,72,89,94,101,125,98,136,168,87,216,185,111,65,128,162,162,165,50,60,39
2020년12월_남_90~99세,285,9,15,9,20,14,28,8,7,4,4,9,6,9,7,9,4,11,5,6,12,14,6,2,6,10,19,19,2,7,4
2020년12월_남_100세 이상,17,0,0,0,1,2,0,1,0,0,1,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0
2020년12월_여_총인구수,"137,247","1,351","4,121",978,"10,014","3,027","3,150","1,384",683,418,897,"2,295","1,595","2,227","1,966","2,982","1,929","2,681","5,734","3,489","9,571","10,542","5,521","5,124","5,217","15,877","18,656","10,166","3,971","1,108",573
2020년12월_여_연령구간인구수,"137,247","1,351","4,121",978,"10,014","3,027","3,150","1,384",683,418,897,"2,295","1,595","2,227","1,966","2,982","1,929","2,681","5,734","3,489","9,571","10,542","5,521","5,124","5,217","15,877","18,656","10,166","3,971","1,108",573
2020년12월_여_0~9세,"10,303",28,274,16,988,122,62,31,6,11,28,122,64,78,51,95,85,92,364,229,628,859,331,386,532,"1,355","2,298",615,502,33,18
2020년12월_여_10~19세,"12,676",45,319,35,"1,012",142,134,60,20,20,36,133,92,138,111,126,128,143,428,314,901,"1,146",502,562,439,"1,891","2,160","1,023",521,58,37
2020년12월_여_20~29세,"14,572",84,307,59,948,183,242,51,32,27,60,191,187,172,145,299,188,191,541,320,"1,123","1,190",720,664,481,"2,112","2,181","1,352",393,85,44
2020년12월_여_30~39세,"14,349",45,383,36,"1,276",188,146,42,19,14,50,195,120,152,109,229,132,200,491,345,951,"1,195",513,523,666,"1,901","2,867",903,575,63,20
2020년12월_여_40~49세,"19,781",79,514,52,"1,514",238,224,82,25,33,60,227,142,243,181,308,191,221,708,440,"1,384","1,745",821,891,729,"2,848","3,357","1,594",791,102,37
2020년12월_여_50~59세,"23,115",210,633,155,"1,691",446,516,170,83,45,186,339,218,343,295,495,296,399,"1,073",587,"1,809","1,699","1,005",937,784,"2,853","2,979","2,138",449,193,89
2020년12월_여_60~69세,"20,568",303,811,215,"1,227",614,630,321,131,86,207,521,331,536,458,683,442,677,"1,115",685,"1,547","1,397",787,696,799,"1,672","1,643","1,343",369,219,103
2020년12월_여_70~79세,"13,370",326,549,209,775,587,630,342,181,97,146,382,308,394,414,503,288,510,696,406,770,814,521,312,499,759,695,699,253,185,120
2020년12월_여_80~89세,"7,103",191,282,169,506,410,463,246,147,70,97,153,116,146,173,205,144,207,271,136,391,408,274,122,236,396,391,424,102,142,85
2020년12월_여_90~99세,"1,322",38,48,31,73,95,98,38,37,14,24,30,16,17,25,34,33,34,39,24,65,89,46,30,45,85,84,74,16,20,20
2020년12월_여_100세 이상,88,2,1,1,4,2,5,1,2,1,3,2,1,8,4,5,2,7,8,3,2,0,1,1,7,5,1,1,0,8,0
