카테고리,부산광역시,부산광역시 중구,부산광역시 서구,부산광역시 동구,부산광역시 영도구,부산광역시 부산진구,부산광역시 동래구,부산광역시 남구,부산광역시 북구,부산광역시 해운대구,부산광역시 사하구,부산광역시 금정구,부산광역시 강서구,부산광역시 연제구,부산광역시 수영구,부산광역시 사상구,부산광역시 기장군
2020년01월_남_30~39세,"221,449","2,501","6,025","5,510","6,212","24,389","17,043","16,622","18,270","23,652","21,137","13,931","13,627","14,170","12,084","14,306","11,970"
2020년01월_남_40~49세,"260,408","3,058","7,676","6,539","8,385","26,311","21,040","21,615","20,843","32,070","24,383","16,617","11,964","15,748","12,562","15,979","15,618"
2020년01월_남_50~59세,"281,696","3,627","9,412","7,571","10,412","28,665","21,477","21,446","26,994","33,883","27,882","20,055","8,457","16,387","12,677","21,436","11,315"
2020년01월_남_60~69세,"241,982","3,650","8,603","7,383","10,316","25,383","18,475","18,528","21,163","26,259","23,758","17,668","7,478","14,470","12,371","17,452","9,025"
2020년01월_남_70~79세,"128,051","2,168","5,258","4,434","6,225","13,623","9,931","11,023","9,330","13,175","11,644","9,695","3,215","7,989","7,549","7,552","5,240"
2020년01월_남_80~89세,"38,366",727,"1,809","1,504","1,956","4,317","2,860","3,337","2,504","4,285","3,113","3,006",836,"2,394","2,374","1,756","1,588"
2020년01월_남_90~99세,"3,139",97,173,148,134,352,231,235,203,369,251,262,77,187,201,100,119
2020년01월_남_100세 이상,392,17,29,27,34,46,22,23,22,41,33,40,10,20,14,8,6
2020년01월_여_총인구수,"1,737,617","21,322","55,486","44,916","58,965","184,176","139,161","139,582","146,819","210,275","160,490","121,738","62,945","108,494","92,587","107,572","83,089"
2020년01월_여_연령구간인구수,"1,737,617","21,322","55,486","44,916","58,965","184,176","139,161","139,582","146,819","210,275","160,490","121,738","62,945","108,494","92,587","107,572","83,089"
2020년01월_여_0~9세,"117,935",704,"2,727","1,983","2,834","10,887","9,698","9,540","9,898","14,223","10,647","6,810","9,442","7,578","5,110","6,686","9,168"
2020년01월_여_10~19세,"135,915","1,108","3,670","2,572","3,812","12,673","12,074","11,663","12,033","19,287","12,919","9,104","5,160","8,205","5,973","7,666","7,996"
2020년01월_여_20~29세,"207,471","2,714","6,768","5,090","5,667","25,839","15,933","16,634","18,272","23,921","19,130","15,646","5,553","12,921","12,167","13,829","7,387"
2020년01월_여_30~39세,"212,087","2,094","5,611","4,727","5,311","23,488","16,965","15,999","17,120","24,965","18,870","13,029","12,960","14,086","12,023","12,546","12,293"
2020년01월_여_40~49세,"257,418","2,596","7,092","5,590","7,532","25,739","22,220","21,477","21,454","35,427","23,459","16,829","9,348","16,358","13,036","14,661","14,600"
2020년01월_여_50~59세,"300,270","3,623","9,067","7,388","10,164","30,806","23,899","22,785","29,274","37,309","29,273","22,332","8,025","18,393","15,245","21,605","11,082"
2020년01월_여_60~69세,"267,134","4,095","9,832","8,194","11,220","28,244","21,082","21,490","21,643","29,045","25,278","20,042","7,093","16,696","15,270","17,497","10,413"
2020년01월_여_70~79세,"156,936","2,808","6,863","6,088","8,182","17,449","11,558","13,493","11,178","16,864","13,707","11,613","3,324","9,575","9,102","8,783","6,349"
2020년01월_여_80~89세,"69,951","1,268","3,208","2,814","3,565","7,766","4,842","5,549","5,089","7,895","6,070","5,320","1,669","4,007","3,968","3,712","3,209"
2020년01월_여_90~99세,"11,096",249,566,401,584,"1,108",774,849,782,"1,227","1,009",860,342,617,640,529,559
2020년01월_여_100세 이상,"1,404",63,82,69,94,177,116,103,76,112,128,153,29,58,53,58,33
