카테고리,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 의창구 동읍,경상남도 창원시 의창구 북면,경상남도 창원시 의창구 대산면,경상남도 창원시 의창구 의창동,경상남도 창원시 의창구 팔룡동,경상남도 창원시 의창구 명곡동,경상남도 창원시 의창구 봉림동,경상남도 창원시 의창구 용지동,경상남도 창원시 성산구,경상남도 창원시 성산구 반송동,경상남도 창원시 성산구 중앙동,경상남도 창원시 성산구 상남동,경상남도 창원시 성산구 사파동,경상남도 창원시 성산구 가음정동,경상남도 창원시 성산구 성주동,경상남도 창원시 성산구 웅남동,경상남도 창원시 마산합포구,경상남도 창원시 마산합포구 구산면,경상남도 창원시 마산합포구 진동면,경상남도 창원시 마산합포구 진북면,경상남도 창원시 마산합포구 진전면,경상남도 창원시 마산합포구 현동,경상남도 창원시 마산합포구 가포동,경상남도 창원시 마산합포구 월영동,경상남도 창원시 마산합포구 문화동,경상남도 창원시 마산합포구 반월중앙동,경상남도 창원시 마산합포구 완월동,경상남도 창원시 마산합포구 자산동,경상남도 창원시 마산합포구 교방동,경상남도 창원시 마산합포구 오동동,경상남도 창원시 마산합포구 합포동,경상남도 창원시 마산합포구 산호동,경상남도 창원시 마산회원구,경상남도 창원시 마산회원구 내서읍,경상남도 창원시 마산회원구 회원1동,경상남도 창원시 마산회원구 회원2동,경상남도 창원시 마산회원구 석전동,경상남도 창원시 마산회원구 회성동,경상남도 창원시 마산회원구 양덕1동,경상남도 창원시 마산회원구 양덕2동,경상남도 창원시 마산회원구 합성1동,경상남도 창원시 마산회원구 합성2동,경상남도 창원시 마산회원구 구암1동,경상남도 창원시 마산회원구 구암2동,경상남도 창원시 마산회원구 봉암동,경상남도 창원시 진해구,경상남도 창원시 진해구 충무동,경상남도 창원시 진해구 여좌동,경상남도 창원시 진해구 태백동,경상남도 창원시 진해구 경화동,경상남도 창원시 진해구 병암동,경상남도 창원시 진해구 석동,경상남도 창원시 진해구 이동,경상남도 창원시 진해구 자은동,경상남도 창원시 진해구 덕산동,경상남도 창원시 진해구 풍호동,경상남도 창원시 진해구 웅천동,경상남도 창원시 진해구 웅동1동,경상남도 창원시 진해구 웅동2동
2021년01월_계_80~89세,"26,535","5,724",836,928,503,921,484,828,704,520,"2,966",594,307,354,676,530,276,229,"7,134",336,477,314,508,272,43,767,533,680,443,457,580,927,383,414,"5,374","1,394",581,357,531,369,351,601,276,249,298,251,116,"5,337",706,646,367,366,316,290,312,436,306,488,345,239,520
2021년01월_계_90~99세,"3,484",793,100,147,74,126,63,102,102,79,440,87,54,63,94,77,33,32,"1,018",65,75,57,90,40,9,121,80,80,45,49,83,119,43,62,583,144,56,46,48,44,35,77,34,20,40,27,12,650,86,78,43,41,36,43,42,52,27,55,42,41,64
2021년01월_계_100세 이상,192,36,5,7,2,8,1,7,5,1,20,6,4,4,4,2,0,0,71,1,3,2,2,0,2,5,4,8,3,4,22,6,4,5,47,5,7,4,4,6,4,2,4,2,3,3,3,18,2,1,2,3,2,2,1,1,1,1,1,0,1
2021년01월_남_총인구수,"524,947","133,265","10,190","21,917","3,664","25,794","19,397","21,510","15,774","15,019","109,349","21,089","12,604","14,122","22,694","20,886","13,810","4,144","87,863","2,221","6,300","1,886","1,982","7,068",516,"18,019","5,553","7,205","4,502","5,340","7,788","9,745","3,497","6,241","95,637","32,492","5,193","4,971","8,588","3,182","5,623","15,689","4,789","3,874","4,529","4,835","1,872","98,833","8,960","4,310","2,532","5,753","3,723","8,937","4,554","10,714","5,034","12,981","6,509","3,310","21,516"
2021년01월_남_연령구간인구수,"524,947","133,265","10,190","21,917","3,664","25,794","19,397","21,510","15,774","15,019","109,349","21,089","12,604","14,122","22,694","20,886","13,810","4,144","87,863","2,221","6,300","1,886","1,982","7,068",516,"18,019","5,553","7,205","4,502","5,340","7,788","9,745","3,497","6,241","95,637","32,492","5,193","4,971","8,588","3,182","5,623","15,689","4,789","3,874","4,529","4,835","1,872","98,833","8,960","4,310","2,532","5,753","3,723","8,937","4,554","10,714","5,034","12,981","6,509","3,310","21,516"
2021년01월_남_0~9세,"42,817","10,939",570,"3,363",134,"2,205","1,565","1,222",747,"1,133","8,403","1,677",654,"1,043","1,788","1,876","1,130",235,"6,636",66,604,37,26,"1,131",25,"1,815",256,473,219,270,618,543,169,384,"6,862","2,637",219,343,583,83,307,"1,636",349,142,205,279,79,"9,977",766,195,94,568,286,767,205,"1,232",554,"1,850",977,285,"2,198"
2021년01월_남_10~19세,"52,047","12,414","1,028","1,895",221,"2,440","2,054","2,141","1,173","1,462","12,102","2,799",758,"1,810","2,539","2,112","1,674",410,"7,160",88,520,84,75,605,17,"1,847",352,720,345,513,671,621,227,475,"9,488","4,235",307,413,666,179,452,"1,799",301,262,343,410,121,"10,883",921,369,158,537,406,"1,261",298,"1,156",635,"1,631",479,358,"2,674"
2021년01월_남_20~29세,"72,229","19,857","1,348","2,140",371,"3,873","3,175","3,629","2,761","2,560","17,935","3,165","2,546","2,330","3,549","3,430","2,307",608,"10,527",193,598,170,151,623,73,"2,549",964,887,614,682,845,"1,045",363,770,"12,279","4,581",542,602,984,340,753,"1,894",617,517,544,680,225,"11,631","1,374",492,286,638,422,"1,254",610,"1,250",650,"1,264",654,343,"2,394"
2021년01월_남_30~39세,"70,601","18,573",968,"3,944",406,"3,784","2,858","2,286","2,205","2,122","15,611","2,264","2,538","1,823","3,330","3,276","1,796",584,"10,946",191,784,123,109,"1,215",57,"2,518",619,799,480,542,997,"1,255",437,820,"11,420","3,339",569,703,"1,289",323,713,"2,002",693,466,507,584,232,"14,051","1,237",408,222,853,428,"1,138",630,"1,640",668,"1,860","1,239",383,"3,345"
2021년01월_남_40~49세,"85,178","20,670","1,656","3,863",475,"3,977","3,028","3,231","2,214","2,226","17,084","3,486","2,051","2,153","3,600","3,139","2,010",645,"13,535",264,"1,050",199,186,"1,313",56,"2,766",729,"1,150",628,731,"1,244","1,662",562,995,"15,270","5,476",784,721,"1,284",419,829,"2,748",729,586,626,746,322,"18,619","1,563",619,351,905,658,"1,647",752,"1,912",864,"2,603","1,122",592,"5,031"
2021년01월_남_50~59세,"92,504","24,792","2,004","2,977",677,"4,759","3,817","4,556","3,098","2,904","21,078","4,121","2,188","2,832","4,214","4,020","2,982",721,"14,739",417,"1,108",411,411,941,94,"2,913",937,"1,197",840,916,"1,254","1,644",605,"1,051","17,154","6,355",883,776,"1,431",600,953,"2,528",823,713,894,834,364,"14,741","1,214",710,471,901,566,"1,417",775,"1,647",695,"1,635",894,565,"3,251"
2021년01월_남_60~69세,"70,849","17,720","1,592","2,558",828,"3,263","2,129","3,067","2,470","1,813","12,879","2,594","1,330","1,667","2,816","2,345","1,530",597,"14,296",573,965,491,537,792,116,"2,298",956,"1,097",823,999,"1,276","1,703",650,"1,020","14,373","3,884","1,040",855,"1,378",725,983,"2,025",769,699,874,808,333,"11,581",997,721,496,814,543,982,788,"1,280",587,"1,441",725,491,"1,716"
2021년01월_남_70~79세,"29,208","6,366",758,893,399,"1,176",594,"1,058",860,628,"3,316",783,412,350,672,532,311,256,"7,434",324,502,264,321,352,62,"1,045",546,641,398,521,658,915,336,549,"6,748","1,518",619,433,765,356,500,797,403,404,414,388,151,"5,344",614,517,312,404,302,352,380,453,278,509,289,224,710
2021년01월_남_80~89세,"8,821","1,790",259,262,138,292,163,291,229,156,859,188,113,101,168,143,66,80,"2,375",96,157,100,149,88,10,252,179,220,146,157,199,329,133,160,"1,924",449,219,114,196,138,128,247,98,80,114,99,42,"1,873",256,260,129,126,108,106,111,132,97,180,119,63,186
2021년01월_남_90~99세,650,138,7,21,14,24,14,28,16,14,76,11,11,12,18,12,4,8,198,9,11,7,17,8,6,16,14,21,9,8,15,26,14,17,110,17,11,11,10,15,5,13,6,5,8,7,2,128,17,18,12,7,3,13,5,12,6,8,11,6,10
2021년01월_남_100세 이상,43,6,0,1,1,1,0,1,1,1,6,1,3,1,0,1,0,0,17,0,1,0,0,0,0,0,1,0,0,1,11,2,1,0,9,1,0,0,2,4,0,0,1,0,0,0,1,5,1,1,1,0,1,0,0,0,0,0,0,0,1
2021년01월_여_총인구수,"511,256","128,580","9,815","21,512","3,546","25,184","18,397","20,735","14,503","14,888","104,718","20,741","10,333","13,973","22,897","20,249","12,753","3,772","88,773","2,077","5,993","1,645","2,015","7,149",460,"18,336","5,682","7,606","4,743","5,478","7,932","9,915","3,400","6,342","95,102","32,084","5,262","5,090","8,547","3,089","5,601","16,035","4,657","3,876","4,553","4,815","1,493","94,083","8,333","4,392","2,493","5,607","3,801","8,521","4,034","10,744","5,214","13,032","6,329","3,144","18,439"
2021년01월_여_연령구간인구수,"511,256","128,580","9,815","21,512","3,546","25,184","18,397","20,735","14,503","14,888","104,718","20,741","10,333","13,973","22,897","20,249","12,753","3,772","88,773","2,077","5,993","1,645","2,015","7,149",460,"18,336","5,682","7,606","4,743","5,478","7,932","9,915","3,400","6,342","95,102","32,084","5,262","5,090","8,547","3,089","5,601","16,035","4,657","3,876","4,553","4,815","1,493","94,083","8,333","4,392","2,493","5,607","3,801","8,521","4,034","10,744","5,214","13,032","6,329","3,144","18,439"
2021년01월_여_0~9세,"40,179","10,380",585,"3,147",113,"2,173","1,513","1,135",731,983,"8,009","1,583",559,"1,036","1,699","1,822","1,061",249,"6,125",53,518,32,32,"1,055",23,"1,723",248,416,203,217,574,522,158,351,"6,416","2,474",188,303,539,71,267,"1,573",316,145,227,237,76,"9,249",767,156,82,488,262,730,169,"1,184",520,"1,632",862,245,"2,152"
2021년01월_여_10~19세,"47,393","11,117",853,"1,823",178,"2,248","1,809","1,867","1,060","1,279","10,847","2,514",677,"1,606","2,304","1,954","1,439",353,"6,669",75,502,69,66,609,18,"1,698",369,663,390,384,609,541,189,487,"8,647","3,835",307,381,591,157,388,"1,659",305,209,320,399,96,"10,113",925,300,131,476,344,"1,165",236,"1,070",581,"1,615",481,334,"2,455"
2021년01월_여_20~29세,"57,428","15,831",938,"1,789",278,"3,187","2,505","2,973","2,075","2,086","14,271","2,475","1,977","1,837","3,026","2,725","1,834",397,"8,462",109,486,109,83,580,60,"1,988",739,703,523,516,711,938,259,658,"9,949","3,665",402,542,859,255,596,"1,485",522,448,424,635,116,"8,915",786,342,212,515,358,962,427,"1,068",521,"1,034",618,261,"1,811"
2021년01월_여_30~39세,"62,924","16,561",827,"4,087",254,"3,362","2,545","2,020","1,568","1,898","13,624","2,306","1,724","1,660","3,037","2,949","1,559",389,"9,699",102,692,78,78,"1,288",43,"2,437",510,726,363,439,878,"1,070",305,690,"10,251","3,285",391,621,"1,064",227,592,"2,073",586,349,382,517,164,"12,789",978,307,159,714,386,"1,022",395,"1,614",666,"2,111","1,235",340,"2,862"
2021년01월_여_40~49세,"82,418","20,299","1,539","3,379",329,"4,006","3,271","3,290","2,033","2,452","18,477","3,936","1,581","2,576","4,110","3,384","2,290",600,"12,266",132,884,123,124,"1,149",59,"2,936",652,"1,102",601,723,"1,133","1,338",435,875,"14,779","5,981",608,635,"1,072",299,750,"2,884",603,505,576,657,209,"16,597","1,389",575,270,855,615,"1,758",526,"1,848",871,"2,433",974,516,"3,967"
2021년01월_여_50~59세,"93,709","25,643","1,918","3,205",654,"4,968","3,813","4,705","3,097","3,283","22,213","4,254","1,946","3,179","4,898","4,317","2,899",720,"14,833",371,932,310,326,959,65,"3,137",964,"1,293",903,"1,057","1,238","1,633",569,"1,076","17,292","6,095",883,833,"1,510",586,993,"2,785",832,699,900,891,285,"13,728","1,027",687,411,916,597,"1,319",759,"1,771",714,"1,818",853,508,"2,348"
2021년01월_여_60~69세,"72,052","17,099","1,569","2,330",794,"3,265","1,929","2,955","2,436","1,821","11,168","2,349","1,254","1,370","2,404","2,013","1,163",615,"15,879",573,"1,052",394,451,906,103,"2,586","1,108","1,307",915,"1,139","1,434","1,962",743,"1,206","15,701","3,789","1,261",952,"1,612",746,"1,203","2,206",826,891,"1,023",892,300,"12,205","1,125",861,538,904,645,954,870,"1,295",711,"1,454",687,476,"1,685"
2021년01월_여_70~79세,"34,456","7,031",911,954,520,"1,237",641,"1,173",938,657,"3,624",837,377,402,831,632,269,276,"9,207",365,541,264,421,387,51,"1,206",669,869,509,659,895,"1,216",460,695,"8,106","1,884",808,541,925,486,555,950,458,444,482,412,161,"6,488",816,718,420,462,352,395,413,549,399,579,361,253,771
2021년01월_여_80~89세,"17,714","3,934",577,666,365,629,321,537,475,364,"2,107",406,194,253,508,387,210,149,"4,759",240,320,214,359,184,33,515,354,460,297,300,381,598,250,254,"3,450",945,362,243,335,231,223,354,178,169,184,152,74,"3,464",450,386,238,240,208,184,201,304,209,308,226,176,334
2021년01월_여_90~99세,"2,834",655,93,126,60,102,49,74,86,65,364,76,43,51,76,65,29,24,820,56,64,50,73,32,3,105,66,59,36,41,68,93,29,45,473,127,45,35,38,29,30,64,28,15,32,20,10,522,69,60,31,34,33,30,37,40,21,47,31,35,54
2021년01월_여_100세 이상,149,30,5,6,1,7,1,6,4,0,14,5,1,3,4,1,0,0,54,1,2,2,2,0,2,5,3,8,3,3,11,4,3,5,38,4,7,4,2,2,4,2,3,2,3,3,2,13,1,0,1,3,1,2,1,1,1,1,1,0,0
