,전라북도 군산시,전라북도 군산시 옥구읍,전라북도 군산시 옥산면,전라북도 군산시 회현면,전라북도 군산시 임피면,전라북도 군산시 서수면,전라북도 군산시 대야면,전라북도 군산시 개정면,전라북도 군산시 성산면,전라북도 군산시 나포면,전라북도 군산시 옥도면,전라북도 군산시 옥서면,전라북도 군산시 해신동,전라북도 군산시 월명동,전라북도 군산시 신풍동,전라북도 군산시 삼학동,전라북도 군산시 중앙동,전라북도 군산시 흥남동,전라북도 군산시 조촌동,전라북도 군산시 경암동,전라북도 군산시 구암동,전라북도 군산시 개정동,전라북도 군산시 수송동,전라북도 군산시 나운1동,전라북도 군산시 나운2동,전라북도 군산시 나운3동,전라북도 군산시 소룡동,전라북도 군산시 미성동
2020년05월_남_70~79세,"9,957",253,174,190,195,180,366,213,212,182,186,247,202,379,482,408,274,526,644,432,270,163,957,508,705,730,460,419
2020년05월_남_80~89세,"3,359",112,79,108,72,91,168,84,83,78,56,80,49,137,146,162,70,175,182,129,77,74,271,140,259,242,114,121
2020년05월_남_90~99세,298,9,5,9,14,14,22,1,12,9,4,13,4,11,10,14,5,8,13,11,4,7,24,11,26,17,13,8
2020년05월_남_100세 이상,36,2,0,0,0,2,1,0,0,1,2,1,3,4,1,2,1,1,0,2,1,1,3,0,0,3,5,0
2020년05월_여_총인구수,"132,884","1,588","2,333","1,702","1,344","1,300","2,584","1,513","1,466","1,082","1,561","1,547","1,269","2,926","3,743","3,009","1,397","6,474","10,630","3,810","2,736","1,436","28,082","6,607","12,485","16,572","7,821","5,867"
2020년05월_여_연령구간인구수,"132,884","1,588","2,333","1,702","1,344","1,300","2,584","1,513","1,466","1,082","1,561","1,547","1,269","2,926","3,743","3,009","1,397","6,474","10,630","3,810","2,736","1,436","28,082","6,607","12,485","16,572","7,821","5,867"
2020년05월_여_0~9세,"10,709",51,285,89,33,34,86,42,56,21,56,64,69,110,187,87,35,539,"1,180",207,168,91,"3,468",351,951,"1,424",620,405
2020년05월_여_10~19세,"13,122",57,192,161,55,57,108,72,74,48,91,69,74,207,323,175,59,559,954,247,231,106,"3,726",576,"1,505","2,138",816,442
2020년05월_여_20~29세,"13,476",97,172,114,94,69,159,113,92,60,143,107,95,215,350,259,93,683,"1,178",342,245,128,"3,176",741,"1,386","1,963",817,585
2020년05월_여_30~39세,"15,127",79,372,107,65,65,179,85,96,57,95,112,111,238,303,201,87,838,"1,754",325,268,115,"4,196",649,"1,178","1,906",948,698
2020년05월_여_40~49세,"20,929",125,323,210,96,88,217,139,137,92,187,156,119,356,483,292,117,930,"1,679",502,361,188,"5,592",972,"2,129","3,158","1,382",899
2020년05월_여_50~59세,"21,022",273,321,232,231,212,358,293,296,156,342,207,195,469,568,499,217,"1,005","1,503",626,541,244,"3,745","1,269","2,072","2,754","1,360","1,034"
2020년05월_여_60~69세,"18,372",343,281,278,289,271,591,311,295,240,301,313,263,615,722,621,363,936,"1,292",747,483,267,"2,265","1,104","1,643","1,691",985,862
2020년05월_여_70~79세,"12,312",300,189,268,237,237,476,244,233,203,220,299,232,474,525,558,275,679,689,568,293,178,"1,226",629,954,990,571,565
2020년05월_여_80~89세,"6,566",214,166,203,192,217,336,180,155,173,111,185,93,200,240,271,123,261,340,210,116,101,579,261,581,481,257,320
2020년05월_여_90~99세,"1,168",46,32,40,48,46,68,30,31,30,13,30,14,35,38,43,26,42,57,34,30,17,107,55,84,64,59,49
2020년05월_여_100세 이상,81,3,0,0,4,4,6,4,1,2,2,5,4,7,4,3,2,2,4,2,0,1,2,0,2,3,6,8
