카테고리,부산광역시 남구,부산광역시 남구 대연제1동,부산광역시 남구 대연제3동,부산광역시 남구 대연제4동,부산광역시 남구 대연제5동,부산광역시 남구 대연제6동,부산광역시 남구 용호제1동,부산광역시 남구 용호제2동,부산광역시 남구 용호제3동,부산광역시 남구 용호제4동,부산광역시 남구 용당동,부산광역시 남구 감만제1동,부산광역시 남구 감만제2동,부산광역시 남구 우암동,부산광역시 남구 문현제1동,부산광역시 남구 문현제2동,부산광역시 남구 문현제3동,부산광역시 남구 문현제4동
2021년10월_남_0~9세,"8,566",233,"1,342",526,541,842,"1,607",681,233,261,259,314,130,318,381,190,556,152
2021년10월_남_10~19세,"11,645",471,"1,650",468,715,812,"2,576",908,433,310,397,484,262,449,596,204,641,269
2021년10월_남_20~29세,"18,206","1,995","3,332",620,"1,320",840,"2,586",882,746,462,599,820,353,693,875,555,992,536
2021년10월_남_30~39세,"14,693","1,064","2,000",831,990,980,"1,868",865,595,524,431,719,331,632,643,732,"1,049",439
2021년10월_남_40~49세,"20,406","1,089","2,754","1,001","1,269","1,351","3,499","1,375",834,660,615,"1,020",533,956,"1,043",634,"1,200",573
2021년10월_남_50~59세,"20,657","1,106","2,211",877,"1,224","1,072","3,827","1,307",999,628,769,"1,126",584,"1,046","1,206",681,"1,265",729
2021년10월_남_60~69세,"19,113","1,021","1,590",922,"1,119",848,"3,101","1,290","1,140",713,675,"1,260",575,"1,233","1,107",684,"1,072",763
2021년10월_남_70~79세,"11,210",736,853,588,701,501,"1,619",763,727,412,327,703,411,783,610,404,623,449
2021년10월_남_80~89세,"3,853",308,291,214,271,161,578,189,204,122,119,229,151,241,200,165,217,193
2021년10월_남_90~99세,253,16,21,12,16,13,55,8,12,16,5,12,6,14,10,12,12,13
2021년10월_남_100세 이상,14,2,1,0,1,0,0,1,0,3,1,3,0,1,0,0,0,1
2021년10월_여_총인구수,"134,620","7,871","16,790","6,338","8,805","8,023","23,050","8,633","6,347","4,444","4,095","6,417","3,452","6,521","7,041","4,378","8,101","4,314"
2021년10월_여_연령구간인구수,"134,620","7,871","16,790","6,338","8,805","8,023","23,050","8,633","6,347","4,444","4,095","6,417","3,452","6,521","7,041","4,378","8,101","4,314"
2021년10월_여_0~9세,"8,273",249,"1,291",495,489,871,"1,619",673,238,224,235,282,133,253,331,166,568,156
2021년10월_여_10~19세,"10,960",450,"1,522",412,673,768,"2,484",860,429,320,368,430,209,424,566,176,640,229
2021년10월_여_20~29세,"16,308","1,654","3,193",563,"1,437",811,"2,207",721,612,437,444,595,284,547,775,704,874,450
2021년10월_여_30~39세,"13,867",762,"2,022",820,974,"1,074","2,086",860,479,474,370,571,270,553,617,601,989,345
2021년10월_여_40~49세,"20,267",949,"2,858",869,"1,305","1,438","4,021","1,404",787,633,623,832,472,817,"1,028",519,"1,206",506
2021년10월_여_50~59세,"21,574","1,110","2,414",946,"1,280","1,172","4,123","1,378","1,094",701,733,"1,072",527,"1,035","1,265",602,"1,347",775
2021년10월_여_60~69세,"22,373","1,328","1,922","1,096","1,340","1,046","3,449","1,512","1,416",922,687,"1,340",758,"1,472","1,220",707,"1,293",865
2021년10월_여_70~79세,"13,878",942,"1,009",766,891,565,"2,000",807,861,503,437,855,536,928,818,532,781,647
2021년10월_여_80~89세,"6,153",371,467,330,367,237,907,344,376,199,167,386,232,410,373,327,357,303
2021년10월_여_90~99세,915,48,89,39,49,40,153,69,53,26,29,42,29,80,48,41,46,34
2021년10월_여_100세 이상,52,8,3,2,0,1,1,5,2,5,2,12,2,2,0,3,0,4
