,대전광역시 동구,대전광역시 동구 중앙동,대전광역시 동구 효동,대전광역시 동구 신인동,대전광역시 동구 판암1동,대전광역시 동구 판암2동,대전광역시 동구 용운동,대전광역시 동구 대동,대전광역시 동구 자양동,대전광역시 동구 가양1동,대전광역시 동구 가양2동,대전광역시 동구 용전동,대전광역시 동구 성남동,대전광역시 동구 홍도동,대전광역시 동구 삼성동,대전광역시 동구 대청동,대전광역시 동구 산내동
2021년06월_계_90~99세,"1,128",38,98,65,79,96,80,79,43,60,78,59,77,47,82,38,109
2021년06월_계_100세 이상,38,2,2,2,2,1,4,2,4,4,3,1,3,0,1,0,7
2021년06월_남_총인구수,"112,571","2,632","12,203","5,936","6,067","4,225","11,013","7,522","5,584","7,121","9,163","10,504","6,014","5,599","7,247","1,269","10,472"
2021년06월_남_연령구간인구수,"112,571","2,632","12,203","5,936","6,067","4,225","11,013","7,522","5,584","7,121","9,163","10,504","6,014","5,599","7,247","1,269","10,472"
2021년06월_남_0~9세,"7,641",51,"1,232",452,426,129,887,723,194,393,468,535,464,318,376,25,968
2021년06월_남_10~19세,"10,238",73,"1,731",478,493,199,915,740,403,550,910,751,471,410,648,64,"1,402"
2021년06월_남_20~29세,"16,022",200,"1,387",672,770,431,"1,779",926,"1,484","1,089","1,488","2,007",707,"1,012",847,116,"1,107"
2021년06월_남_30~39세,"13,875",222,"1,366",836,798,437,"1,584","1,039",638,771,"1,067","1,700",760,715,747,94,"1,101"
2021년06월_남_40~49세,"17,793",329,"2,407",929,836,566,"1,708","1,191",710,"1,125","1,380","1,685",928,841,"1,123",147,"1,888"
2021년06월_남_50~59세,"18,679",608,"1,749",910,"1,052",766,"1,779","1,198",805,"1,232","1,666","1,711","1,044",952,"1,321",258,"1,628"
2021년06월_남_60~69세,"16,367",649,"1,374",881,949,924,"1,459",986,772,"1,136","1,296","1,302",925,813,"1,200",328,"1,373"
2021년06월_남_70~79세,"8,554",372,696,551,517,529,670,511,417,590,648,605,522,375,693,148,710
2021년06월_남_80~89세,"3,117",118,240,212,200,222,210,187,152,216,227,194,173,158,265,78,265
2021년06월_남_90~99세,275,9,21,14,25,21,20,21,9,18,13,14,20,5,26,11,28
2021년06월_남_100세 이상,10,1,0,1,1,1,2,0,0,1,0,0,0,0,1,0,2
2021년06월_여_총인구수,"110,674","2,054","12,576","6,196","6,331","4,407","10,782","7,502","5,011","6,674","9,076","9,952","6,137","5,415","7,012","1,172","10,377"
2021년06월_여_연령구간인구수,"110,674","2,054","12,576","6,196","6,331","4,407","10,782","7,502","5,011","6,674","9,076","9,952","6,137","5,415","7,012","1,172","10,377"
2021년06월_여_0~9세,"7,090",53,"1,210",421,331,124,796,661,175,397,446,512,402,260,394,34,874
2021년06월_여_10~19세,"9,573",66,"1,591",406,468,177,910,649,423,542,840,721,475,381,580,70,"1,274"
2021년06월_여_20~29세,"14,203",151,"1,182",678,695,334,"1,566",847,"1,234",877,"1,388","1,936",622,982,677,85,949
2021년06월_여_30~39세,"11,747",151,"1,447",740,672,287,"1,345",948,412,627,818,"1,275",696,561,633,57,"1,078"
2021년06월_여_40~49세,"16,169",169,"2,430",819,870,430,"1,592","1,162",521,911,"1,289","1,452",827,705,"1,008",107,"1,877"
2021년06월_여_50~59세,"17,547",316,"1,774","1,018","1,094",719,"1,796","1,155",727,"1,058","1,611","1,557","1,023",890,"1,180",187,"1,442"
2021년06월_여_60~69세,"17,423",504,"1,591","1,089","1,056","1,013","1,548","1,045",765,"1,127","1,444","1,390","1,052",865,"1,250",255,"1,429"
2021년06월_여_70~79세,"10,481",406,879,655,688,756,769,628,478,722,777,737,649,480,815,172,870
2021년06월_여_80~89세,"5,560",208,393,318,402,492,398,347,238,368,395,326,331,249,419,178,498
2021년06월_여_90~99세,853,29,77,51,54,75,60,58,34,42,65,45,57,42,56,27,81
2021년06월_여_100세 이상,28,1,2,1,1,0,2,2,4,3,3,1,3,0,0,0,5
