카테고리,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 남구 구룡포읍,경상북도 포항시 남구 연일읍,경상북도 포항시 남구 오천읍,경상북도 포항시 남구 대송면,경상북도 포항시 남구 동해면,경상북도 포항시 남구 장기면,경상북도 포항시 남구 호미곶면,경상북도 포항시 남구 상대동,경상북도 포항시 남구 해도동,경상북도 포항시 남구 송도동,경상북도 포항시 남구 청림동,경상북도 포항시 남구 제철동,경상북도 포항시 남구 효곡동,경상북도 포항시 남구 대이동,경상북도 포항시 북구,경상북도 포항시 북구 흥해읍,경상북도 포항시 북구 신광면,경상북도 포항시 북구 청하면,경상북도 포항시 북구 송라면,경상북도 포항시 북구 기계면,경상북도 포항시 북구 죽장면,경상북도 포항시 북구 죽장면상옥출장소,경상북도 포항시 북구 기북면,경상북도 포항시 북구 중앙동,경상북도 포항시 북구 양학동,경상북도 포항시 북구 죽도동,경상북도 포항시 북구 용흥동,경상북도 포항시 북구 우창동,경상북도 포항시 북구 두호동,경상북도 포항시 북구 장량동,경상북도 포항시 북구 환여동
2020년06월_여_총인구수,"249,466","112,346","3,826","15,156","25,743","1,709","4,920","2,105",990,"12,178","8,548","6,309","2,224","1,190","15,006","12,442","137,120","20,340","1,448","2,478","1,305","2,592","1,070",296,664,"8,103","8,771","10,067","11,490","16,309","11,445","35,884","4,858"
2020년06월_여_연령구간인구수,"249,466","112,346","3,826","15,156","25,743","1,709","4,920","2,105",990,"12,178","8,548","6,309","2,224","1,190","15,006","12,442","137,120","20,340","1,448","2,478","1,305","2,592","1,070",296,664,"8,103","8,771","10,067","11,490","16,309","11,445","35,884","4,858"
2020년06월_여_0~9세,"19,661","8,684",82,"1,193","2,867",39,283,34,15,604,316,200,114,79,"1,781","1,077","10,977","1,922",37,58,24,59,21,3,13,301,632,399,762,"1,437",757,"4,081",471
2020년06월_여_10~19세,"22,433","10,171",112,"1,802","2,747",76,385,69,31,739,385,346,132,99,"1,788","1,460","12,262","1,740",33,103,44,108,23,8,16,412,882,499,981,"1,445","1,183","4,224",561
2020년06월_여_20~29세,"24,417","10,983",204,"1,546","2,571",122,445,82,44,"1,396",721,477,214,142,"1,480","1,539","13,434","1,833",75,120,75,126,20,17,24,748,953,"1,050","1,077","1,774","1,254","3,879",409
2020년06월_여_30~39세,"28,890","12,847",207,"1,631","3,862",108,434,78,36,"1,288",711,451,225,132,"2,059","1,625","16,043","2,565",51,126,33,83,26,0,23,772,904,"1,051","1,160","2,157","1,142","5,330",620
2020년06월_여_40~49세,"38,683","17,375",296,"2,742","4,577",126,609,100,57,"1,556",985,669,215,163,"2,836","2,444","21,308","3,121",82,207,75,156,42,17,49,925,"1,523","1,202","1,745","2,641","1,807","6,877",839
2020년06월_여_50~59세,"45,315","20,173",633,"2,925","3,931",339,882,328,158,"2,391","1,696","1,198",397,237,"2,739","2,319","25,142","3,517",229,406,214,421,181,58,92,"1,451","1,862","1,872","2,209","3,227","2,494","6,133",776
2020년06월_여_60~69세,"38,748","18,018",974,"1,982","2,977",425,870,481,232,"2,663","2,244","1,639",489,187,"1,676","1,179","20,730","2,798",352,556,327,624,285,97,158,"1,767","1,249","2,286","2,108","2,128","1,744","3,518",733
2020년06월_여_70~79세,"19,371","8,866",779,822,"1,355",273,618,454,232,"1,114","1,069",904,304,98,388,456,"10,505","1,633",275,498,253,502,240,51,153,"1,149",500,"1,191",965,930,701,"1,153",311
2020년06월_여_80~89세,"10,171","4,469",463,442,747,169,334,407,160,360,362,356,115,48,211,295,"5,702","1,032",264,339,215,438,199,36,115,486,221,442,411,493,313,582,116
2020년06월_여_90~99세,"1,703",724,74,67,98,31,59,68,24,64,55,66,19,5,47,47,979,174,48,63,45,74,33,9,19,87,41,72,67,74,49,104,20
2020년06월_여_100세 이상,74,36,2,4,11,1,1,4,1,3,4,3,0,0,1,1,38,5,2,2,0,1,0,0,2,5,4,3,5,3,1,3,2
