,전라북도 익산시,전라북도 익산시 함열읍,전라북도 익산시 오산면,전라북도 익산시 황등면,전라북도 익산시 함라면,전라북도 익산시 웅포면,전라북도 익산시 성당면,전라북도 익산시 용안면,전라북도 익산시 낭산면,전라북도 익산시 망성면,전라북도 익산시 여산면,전라북도 익산시 금마면,전라북도 익산시 왕궁면,전라북도 익산시 춘포면,전라북도 익산시 삼기면,전라북도 익산시 용동면,전라북도 익산시 중앙동,전라북도 익산시 평화동,전라북도 익산시 인화동,전라북도 익산시 동산동,전라북도 익산시 마동,전라북도 익산시 남중동,전라북도 익산시 모현동,전라북도 익산시 송학동,전라북도 익산시 영등1동,전라북도 익산시 영등2동,전라북도 익산시 어양동,전라북도 익산시 신동,전라북도 익산시 팔봉동,전라북도 익산시 삼성동
2020년03월_계_80~89세,"12,323",486,489,612,241,222,217,314,322,366,320,314,546,406,271,200,217,189,413,829,341,633,"1,152",246,578,242,408,693,285,771
2020년03월_계_90~99세,"1,838",72,73,100,44,42,36,51,37,49,39,41,98,70,50,33,40,32,51,93,51,78,165,34,103,30,51,114,70,91
2020년03월_계_100세 이상,106,6,2,10,4,2,3,0,1,4,2,2,7,0,4,3,4,3,2,10,3,3,4,2,3,0,4,13,3,2
2020년03월_남_총인구수,"142,205","3,475","3,980","3,740","1,152",822,"1,001","1,347","1,668","1,483","1,706","2,873","2,313","2,372","1,359",790,"1,871","2,625","3,694","11,135","4,782","6,088","18,878","4,371","11,866","7,165","12,235","7,859","3,518","16,037"
2020년03월_남_연령구간인구수,"142,205","3,475","3,980","3,740","1,152",822,"1,001","1,347","1,668","1,483","1,706","2,873","2,313","2,372","1,359",790,"1,871","2,625","3,694","11,135","4,782","6,088","18,878","4,371","11,866","7,165","12,235","7,859","3,518","16,037"
2020년03월_남_0~9세,"10,397",206,287,153,29,16,25,40,56,40,89,169,58,102,39,10,65,182,185,868,249,282,"1,988",468,841,704,"1,245",327,308,"1,366"
2020년03월_남_10~19세,"14,858",275,314,279,66,44,54,82,95,69,98,192,121,167,61,47,103,171,227,"1,204",392,505,"2,166",513,"1,490","1,146","1,780",593,355,"2,249"
2020년03월_남_20~29세,"19,900",380,360,407,113,57,79,96,136,89,190,491,151,228,152,63,196,270,466,"1,400",756,772,"2,543",494,"1,928","1,165","1,831","2,224",432,"2,431"
2020년03월_남_30~39세,"15,656",301,477,301,73,41,61,102,119,110,168,272,169,213,105,36,216,323,474,"1,303",515,612,"2,260",629,"1,296",835,"1,548",832,482,"1,783"
2020년03월_남_40~49세,"22,004",464,585,497,125,94,124,161,211,155,197,352,279,328,175,106,260,426,505,"1,816",657,846,"3,115",756,"1,770","1,346","2,257",951,584,"2,862"
2020년03월_남_50~59세,"25,226",645,742,746,250,168,227,213,330,287,316,506,436,491,298,124,308,521,634,"1,985",933,"1,008","3,078",642,"2,236","1,222","2,181","1,133",573,"2,993"
2020년03월_남_60~69세,"19,257",677,667,706,232,189,212,302,365,340,315,493,518,457,268,190,360,425,599,"1,567",783,"1,004","2,227",502,"1,552",448,944,949,431,"1,535"
2020년03월_남_70~79세,"10,460",362,363,437,175,123,147,234,231,255,227,280,366,252,168,139,274,231,435,697,375,762,"1,074",270,563,212,327,636,242,603
2020년03월_남_80~89세,"3,993",150,163,189,78,78,65,104,115,123,94,108,179,117,79,68,79,69,156,269,112,269,387,88,167,81,112,196,96,202
2020년03월_남_90~99세,431,14,20,22,11,12,6,13,10,14,11,10,34,17,13,7,10,6,13,23,10,26,40,8,22,6,10,17,14,12
2020년03월_남_100세 이상,23,1,2,3,0,0,1,0,0,1,1,0,2,0,1,0,0,1,0,3,0,2,0,1,1,0,0,1,1,1
2020년03월_여_총인구수,"143,226","3,619","4,063","3,660","1,174",791,959,"1,340","1,501","1,546","1,700","2,553","2,175","2,219","1,286",814,"1,656","2,351","3,536","11,428","4,592","5,882","20,088","4,378","12,096","7,490","12,892","7,766","3,298","16,373"
2020년03월_여_연령구간인구수,"143,226","3,619","4,063","3,660","1,174",791,959,"1,340","1,501","1,546","1,700","2,553","2,175","2,219","1,286",814,"1,656","2,351","3,536","11,428","4,592","5,882","20,088","4,378","12,096","7,490","12,892","7,766","3,298","16,373"
2020년03월_여_0~9세,"10,027",199,287,143,37,17,7,38,63,54,106,165,35,91,29,13,42,160,161,868,196,239,"1,918",489,840,672,"1,162",333,287,"1,376"
2020년03월_여_10~19세,"14,029",320,311,271,72,27,51,79,69,67,73,189,90,126,54,42,68,184,210,"1,067",312,398,"2,200",431,"1,370","1,073","1,734",615,339,"2,187"
2020년03월_여_20~29세,"16,751",280,356,298,79,49,58,79,94,62,149,223,125,180,119,45,159,220,441,"1,180",631,630,"2,374",418,"1,594","1,088","1,604","1,735",339,"2,142"
2020년03월_여_30~39세,"14,243",273,389,249,55,25,43,56,93,59,123,212,80,152,53,37,121,278,341,"1,190",389,464,"2,417",613,"1,231",880,"1,606",621,404,"1,789"
2020년03월_여_40~49세,"21,002",387,490,364,94,51,63,87,124,107,136,250,146,219,90,49,179,326,391,"1,672",562,701,"3,210",693,"1,930","1,586","2,704",818,504,"3,069"
2020년03월_여_50~59세,"24,565",608,715,628,203,114,158,173,233,253,261,464,350,375,257,122,270,435,542,"2,059",979,"1,008","3,372",639,"2,443","1,186","2,136","1,198",520,"2,864"
2020년03월_여_60~69세,"19,576",677,687,662,210,179,213,304,291,357,313,478,466,419,237,175,363,388,694,"1,711",803,"1,116","2,346",551,"1,512",483,"1,048","1,062",404,"1,427"
2020년03월_여_70~79세,"13,213",476,449,537,224,153,182,276,299,306,284,333,447,315,215,170,282,212,459,"1,044",447,909,"1,357",359,682,337,557,778,254,870
2020년03월_여_80~89세,"8,330",336,326,423,163,144,152,210,207,243,226,206,367,289,192,132,138,120,257,560,229,364,765,158,411,161,296,497,189,569
2020년03월_여_90~99세,"1,407",58,53,78,33,30,30,38,27,35,28,31,64,53,37,26,30,26,38,70,41,52,125,26,81,24,41,97,56,79
2020년03월_여_100세 이상,83,5,0,7,4,2,2,0,1,3,1,2,5,0,3,3,4,2,2,7,3,1,4,1,2,0,4,12,2,1
