카테고리,강원도,강원도 춘천시,강원도 원주시,강원도 강릉시,강원도 동해시,강원도 태백시,강원도 속초시,강원도 삼척시,강원도 홍천군,강원도 횡성군,강원도 영월군,강원도 평창군,강원도 정선군,강원도 철원군,강원도 화천군,강원도 양구군,강원도 인제군,강원도 고성군,강원도 양양군
2020년01월_남_총인구수,"774,866","138,806","173,891","105,775","45,782","22,056","40,470","33,811","35,249","23,687","20,154","21,541","19,320","23,733","13,426","11,937","17,086","14,051","14,091"
2020년01월_남_연령구간인구수,"774,866","138,806","173,891","105,775","45,782","22,056","40,470","33,811","35,249","23,687","20,154","21,541","19,320","23,733","13,426","11,937","17,086","14,051","14,091"
2020년01월_남_0~9세,"55,888","11,414","14,691","7,257","3,520","1,443","3,006","2,101","2,000","1,171",940,"1,032",972,"1,763",936,909,"1,340",677,716
2020년01월_남_10~19세,"74,506","14,529","19,114","10,494","4,738","2,098","4,011","2,876","2,812","1,886","1,616","1,627","1,394","2,094",973,"1,067","1,205",955,"1,017"
2020년01월_남_20~29세,"101,150","19,582","23,946","13,847","5,480","2,159","5,021","4,346","3,833","2,232","1,954","1,983","1,661","4,030","2,709","2,161","2,814","1,995","1,397"
2020년01월_남_30~39세,"88,879","17,597","23,004","11,538","4,998","2,189","4,923","3,348","3,426","1,931","1,641","1,831","1,897","2,659","1,648","1,455","2,222","1,271","1,301"
2020년01월_남_40~49세,"117,686","21,304","28,507","16,806","7,796","3,536","6,280","5,162","4,569","2,885","2,710","3,043","2,950","3,185","1,541","1,424","2,218","1,794","1,976"
2020년01월_남_50~59세,"138,299","23,484","30,280","18,395","8,021","4,026","7,474","6,170","6,830","4,749","4,118","4,434","3,933","3,969","2,176","1,953","2,884","2,665","2,738"
2020년01월_남_60~69세,"111,518","17,223","20,552","15,120","6,261","3,648","5,712","5,307","6,735","4,907","3,952","4,290","3,657","3,043","1,848","1,654","2,559","2,499","2,551"
2020년01월_남_70~79세,"60,610","9,259","9,461","8,690","3,589","2,162","2,909","3,128","3,418","2,697","2,215","2,331","2,057","2,158","1,086",903,"1,295","1,545","1,707"
2020년01월_남_80~89세,"23,692","3,944","3,934","3,295","1,270",719,989,"1,261","1,458","1,107",903,874,701,747,457,361,478,570,624
2020년01월_남_90~99세,"2,386",422,381,305,101,51,132,100,160,110,91,85,78,74,45,44,67,77,63
2020년01월_남_100세 이상,252,48,21,28,8,25,13,12,8,12,14,11,20,11,7,6,4,3,1
2020년01월_여_총인구수,"765,674","142,662","176,311","107,553","44,635","21,625","41,370","32,995","33,684","22,690","18,886","20,473","17,874","21,734","11,380","10,589","14,481","13,114","13,618"
2020년01월_여_연령구간인구수,"765,674","142,662","176,311","107,553","44,635","21,625","41,370","32,995","33,684","22,690","18,886","20,473","17,874","21,734","11,380","10,589","14,481","13,114","13,618"
2020년01월_여_0~9세,"53,232","10,832","14,131","6,766","3,345","1,387","2,952","2,013","1,993","1,073",824,988,898,"1,662",925,920,"1,216",650,657
2020년01월_여_10~19세,"68,351","13,391","17,617","9,550","4,307","1,893","3,725","2,602","2,643","1,733","1,382","1,468","1,296","1,925",913,"1,022","1,146",802,936
2020년01월_여_20~29세,"79,532","17,339","21,214","11,490","3,918","1,673","3,901","3,430","2,721","1,773","1,466","1,465","1,260","2,089","1,210","1,049","1,408","1,141",985
2020년01월_여_30~39세,"81,304","17,202","22,359","10,659","4,528","1,995","4,369","2,924","2,870","1,703","1,348","1,545","1,468","2,201","1,214","1,185","1,670",958,"1,106"
2020년01월_여_40~49세,"110,468","21,605","29,103","16,073","7,087","3,083","6,369","4,114","3,958","2,354","2,161","2,468","2,119","2,751","1,278","1,191","1,757","1,387","1,610"
2020년01월_여_50~59세,"131,882","23,548","29,935","18,425","7,625","3,578","7,732","5,533","6,241","4,260","3,447","3,908","3,332","3,509","1,831","1,719","2,558","2,324","2,377"
2020년01월_여_60~69세,"112,984","18,292","21,026","16,515","6,740","3,824","6,059","5,315","6,163","4,504","3,680","4,000","3,344","3,250","1,631","1,479","2,171","2,400","2,591"
2020년01월_여_70~79세,"75,218","11,961","12,063","10,743","4,398","2,698","3,784","4,049","3,907","2,931","2,686","2,721","2,498","2,704","1,402","1,187","1,454","2,033","1,999"
2020년01월_여_80~89세,"44,146","7,068","7,489","6,048","2,301","1,267","2,013","2,551","2,741","1,979","1,629","1,621","1,376","1,341",826,716,932,"1,153","1,095"
2020년01월_여_90~99세,"8,014","1,360","1,291","1,214",367,194,446,429,417,362,229,261,258,270,142,111,160,255,248
2020년01월_여_100세 이상,543,64,83,70,19,33,20,35,30,18,34,28,25,32,8,10,9,11,14
