카테고리,부산광역시 금정구,부산광역시 금정구 서제1동,부산광역시 금정구 서제2동,부산광역시 금정구 서제3동,부산광역시 금정구 금사회동동,부산광역시 금정구 부곡제1동,부산광역시 금정구 부곡제2동,부산광역시 금정구 부곡제3동,부산광역시 금정구 부곡제4동,부산광역시 금정구 장전제1동,부산광역시 금정구 장전제2동,부산광역시 금정구 선두구동,부산광역시 금정구 청룡노포동,부산광역시 금정구 남산동,부산광역시 금정구 구서제1동,부산광역시 금정구 구서제2동,부산광역시 금정구 금성동
2020년05월_남_20~29세,"18,396",352,656,709,499,507,"1,368","1,257",867,"3,215","1,871",128,660,"2,539","1,340","2,382",46
2020년05월_남_30~39세,"13,600",307,577,655,509,484,949,"1,083",828,"1,095","1,844",122,507,"1,711","1,101","1,787",41
2020년05월_남_40~49세,"16,405",496,694,790,631,646,"1,134","1,158",954,"1,121","2,344",135,630,"1,909","1,368","2,307",88
2020년05월_남_50~59세,"19,828",652,"1,035","1,177",887,718,"1,415","1,364","1,072","1,115","1,795",275,877,"2,712","1,668","2,977",89
2020년05월_남_60~69세,"17,758",650,"1,017","1,162",981,797,"1,206","1,139","1,151",897,"1,483",287,879,"2,302","1,318","2,383",106
2020년05월_남_70~79세,"9,803",388,517,626,529,535,646,538,659,509,926,168,565,"1,292",646,"1,213",46
2020년05월_남_80~89세,"3,069",127,143,201,121,142,227,191,179,174,304,49,210,397,197,392,15
2020년05월_남_90~99세,272,5,9,13,9,15,18,22,13,11,31,8,27,32,12,44,3
2020년05월_남_100세 이상,41,1,4,0,1,2,1,2,0,3,23,0,0,1,1,1,1
2020년05월_여_총인구수,"120,880","3,145","5,116","5,782","4,105","4,590","8,854","8,804","6,937","8,820","14,474","1,125","5,168","15,372","10,194","17,830",564
2020년05월_여_연령구간인구수,"120,880","3,145","5,116","5,782","4,105","4,590","8,854","8,804","6,937","8,820","14,474","1,125","5,168","15,372","10,194","17,830",564
2020년05월_여_0~9세,"6,655",57,202,184,134,152,424,606,296,512,"1,307",32,268,641,657,"1,140",43
2020년05월_여_10~19세,"8,998",150,257,296,183,249,726,710,392,663,"1,137",54,348,"1,110",978,"1,692",53
2020년05월_여_20~29세,"15,561",269,544,557,406,411,"1,241","1,155",755,"2,380","1,677",85,471,"2,143","1,206","2,224",37
2020년05월_여_30~39세,"12,722",222,455,495,386,403,905,"1,080",726,926,"2,088",73,483,"1,447","1,138","1,850",45
2020년05월_여_40~49세,"16,536",349,575,618,431,526,"1,297","1,258",904,"1,061","2,407",114,680,"1,952","1,570","2,707",87
2020년05월_여_50~59세,"21,992",603,"1,065","1,233",830,819,"1,650","1,582","1,261","1,214","2,109",227,955,"3,075","1,948","3,330",91
2020년05월_여_60~69세,"20,233",760,"1,133","1,230",949,"1,012","1,350","1,328","1,447","1,085","1,839",242,"1,024","2,595","1,483","2,649",107
2020년05월_여_70~79세,"11,722",470,591,812,543,682,799,659,802,636,"1,148",177,602,"1,579",775,"1,389",58
2020년05월_여_80~89세,"5,455",228,247,308,207,307,398,359,299,299,555,106,293,717,375,722,35
2020년05월_여_90~99세,850,27,37,38,34,28,58,64,53,36,132,12,40,107,58,119,7
2020년05월_여_100세 이상,156,10,10,11,2,1,6,3,2,8,75,3,4,6,6,8,1
