카테고리,전라남도 목포시,전라남도 목포시 용당1동,전라남도 목포시 용당2동,전라남도 목포시 연동,전라남도 목포시 산정동,전라남도 목포시 연산동,전라남도 목포시 원산동,전라남도 목포시 대성동,전라남도 목포시 목원동,전라남도 목포시 동명동,전라남도 목포시 삼학동,전라남도 목포시 만호동,전라남도 목포시 유달동,전라남도 목포시 죽교동,전라남도 목포시 북항동,전라남도 목포시 용해동,전라남도 목포시 이로동,전라남도 목포시 상동,전라남도 목포시 하당동,전라남도 목포시 신흥동,전라남도 목포시 삼향동,전라남도 목포시 옥암동,전라남도 목포시 부흥동,전라남도 목포시 부주동
2021년03월_남_연령구간인구수,"110,341","5,329","2,592","2,428","4,132","4,791","6,409","2,519","3,931","2,858","2,997","1,537","2,268","1,632","4,687","8,526","5,343","10,428","6,099","8,255","2,398","5,472","4,166","11,544"
2021년03월_남_0~9세,"9,082",243,119,80,280,696,492,255,104,92,208,25,68,62,375,911,532,966,423,649,189,570,332,"1,411"
2021년03월_남_10~19세,"12,391",356,164,165,469,580,771,240,213,176,292,73,111,110,495,"1,266",739,"1,224",632,959,281,772,466,"1,837"
2021년03월_남_20~29세,"14,552",610,300,235,510,633,987,270,398,300,361,116,320,184,622,986,640,"1,325","1,094","1,399",281,762,633,"1,586"
2021년03월_남_30~39세,"12,863",566,243,226,469,803,703,345,347,263,326,128,180,153,513,"1,002",557,"1,314",851,981,279,650,553,"1,411"
2021년03월_남_40~49세,"19,002",783,409,410,664,860,"1,093",432,582,444,513,254,333,248,808,"1,675",947,"1,732","1,082","1,306",411,976,717,"2,323"
2021년03월_남_50~59세,"18,140",925,439,470,688,597,"1,159",396,733,484,444,318,427,299,791,"1,224",771,"1,656","1,041","1,471",398,893,744,"1,772"
2021년03월_남_60~69세,"13,867",947,477,405,567,373,739,331,757,496,448,330,423,298,634,827,652,"1,356",635,999,324,523,454,872
2021년03월_남_70~79세,"7,789",670,361,314,369,196,356,182,582,438,308,209,299,210,336,452,361,662,266,354,178,223,185,278
2021년03월_남_80~89세,"2,441",213,74,106,106,50,101,65,192,152,93,80,99,66,108,163,139,172,65,128,54,95,74,46
2021년03월_남_90~99세,208,16,6,15,10,2,8,3,22,12,4,4,8,2,5,20,5,21,10,9,3,8,7,8
2021년03월_남_100세 이상,6,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021년03월_여_총인구수,"111,122","5,272","2,554","2,343","4,392","4,926","6,589","2,573","3,765","2,580","3,112","1,340","1,940","1,498","4,641","8,826","5,488","10,846","5,775","8,319","2,409","5,968","4,371","11,595"
2021년03월_여_연령구간인구수,"111,122","5,272","2,554","2,343","4,392","4,926","6,589","2,573","3,765","2,580","3,112","1,340","1,940","1,498","4,641","8,826","5,488","10,846","5,775","8,319","2,409","5,968","4,371","11,595"
2021년03월_여_0~9세,"8,532",208,99,86,307,648,452,210,104,96,197,31,64,72,296,884,441,868,382,634,213,571,346,"1,323"
2021년03월_여_10~19세,"11,754",361,148,160,439,558,732,238,201,154,314,60,92,115,505,"1,198",713,"1,165",506,869,227,795,408,"1,796"
2021년03월_여_20~29세,"12,347",473,217,180,485,611,768,256,317,221,330,87,148,121,483,811,526,"1,166","1,095","1,196",266,731,579,"1,280"
2021년03월_여_30~39세,"12,013",415,202,146,398,834,622,342,245,178,283,69,98,92,439,"1,061",598,"1,175",730,944,264,777,516,"1,585"
2021년03월_여_40~49세,"17,913",590,280,236,651,855,"1,111",381,412,261,433,131,162,167,707,"1,645",948,"1,825",967,"1,392",385,"1,164",710,"2,500"
2021년03월_여_50~59세,"17,913",848,406,360,751,619,"1,175",401,596,385,499,198,258,209,833,"1,278",841,"1,800",925,"1,621",374,948,863,"1,725"
2021년03월_여_60~69세,"15,258","1,139",585,459,689,443,883,352,770,578,545,337,417,271,733,987,765,"1,479",633,952,339,557,514,831
2021년03월_여_70~79세,"9,800",822,427,452,410,222,546,238,712,492,349,280,423,285,417,598,407,841,319,436,208,271,286,359
2021년03월_여_80~89세,"4,811",356,156,234,225,113,270,140,330,191,144,125,248,147,202,322,206,452,185,236,109,130,131,159
2021년03월_여_90~99세,751,58,33,28,36,23,30,13,74,23,18,22,28,19,26,40,39,72,30,37,24,23,18,37
2021년03월_여_100세 이상,30,2,1,2,1,0,0,2,4,1,0,0,2,0,0,2,4,3,3,2,0,1,0,0
