,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 완산구 중앙동,전라북도 전주시 완산구 풍남동,전라북도 전주시 완산구 노송동,전라북도 전주시 완산구 완산동,전라북도 전주시 완산구 동서학동,전라북도 전주시 완산구 서서학동,전라북도 전주시 완산구 중화산1동,전라북도 전주시 완산구 중화산2동,전라북도 전주시 완산구 서신동,전라북도 전주시 완산구 평화1동,전라북도 전주시 완산구 평화2동,전라북도 전주시 완산구 삼천1동,전라북도 전주시 완산구 삼천2동,전라북도 전주시 완산구 삼천3동,전라북도 전주시 완산구 효자1동,전라북도 전주시 완산구 효자2동,전라북도 전주시 완산구 효자3동,전라북도 전주시 완산구 효자4동,전라북도 전주시 완산구 효자5동,전라북도 전주시 덕진구,전라북도 전주시 덕진구 진북동,전라북도 전주시 덕진구 인후1동,전라북도 전주시 덕진구 인후2동,전라북도 전주시 덕진구 인후3동,전라북도 전주시 덕진구 덕진동,전라북도 전주시 덕진구 금암1동,전라북도 전주시 덕진구 금암2동,전라북도 전주시 덕진구 팔복동,전라북도 전주시 덕진구 우아1동,전라북도 전주시 덕진구 우아2동,전라북도 전주시 덕진구 호성동,전라북도 전주시 덕진구 송천1동,전라북도 전주시 덕진구 송천2동,전라북도 전주시 덕진구 조촌동,전라북도 전주시 덕진구 여의동,전라북도 전주시 덕진구 혁신동,전라북도 전주시효자출장소
2021년02월_남_50~59세,"52,280","27,633",645,344,983,438,551,774,"1,155","1,619","3,463","1,129","3,679","1,057","1,188","2,045",842,845,"1,061","2,899","2,916","24,647","1,140","1,370",939,"2,562","1,369",578,784,815,814,"1,422","1,711","4,328","2,249","1,134","2,232","1,200",0
2021년02월_남_60~69세,"37,081","20,195",669,411,996,412,605,724,"1,014",974,"1,912","1,065","2,845",837,"1,088","1,392",814,737,982,"1,697","1,021","16,886","1,122","1,016",869,"1,383",998,476,708,722,721,986,"1,337","2,149","1,559",911,"1,462",467,0
2021년02월_남_70~79세,"19,741","10,751",471,307,697,291,391,490,557,434,953,630,"1,346",422,553,631,524,462,535,648,409,"8,990",799,710,620,760,598,286,568,423,383,452,574,824,768,441,631,153,0
2021년02월_남_80~89세,"7,162","3,797",186,125,297,112,137,153,222,145,389,222,435,128,144,247,189,126,207,177,156,"3,365",421,240,253,267,228,132,209,130,138,183,228,258,251,168,212,47,0
2021년02월_남_90~99세,646,357,18,14,26,11,14,8,19,15,31,22,41,14,9,31,17,17,21,24,5,289,41,15,13,21,22,13,12,10,14,18,20,28,26,13,19,4,0
2021년02월_남_100세 이상,30,16,1,2,2,0,1,2,1,0,0,1,0,2,0,0,1,0,0,1,2,14,2,1,0,1,4,1,0,1,1,1,0,1,0,0,1,0,0
2021년02월_여_총인구수,"334,237","174,115","3,766","2,135","6,388","2,493","3,212","4,470","7,583","9,820","21,374","6,699","23,936","6,024","7,015","11,486","5,743","5,399","7,850","20,408","18,314","160,122","7,311","9,560","5,709","16,491","10,041","3,589","5,047","3,501","4,888","6,978","10,648","31,295","13,582","6,110","15,181","10,191",0
2021년02월_여_연령구간인구수,"334,237","174,115","3,766","2,135","6,388","2,493","3,212","4,470","7,583","9,820","21,374","6,699","23,936","6,024","7,015","11,486","5,743","5,399","7,850","20,408","18,314","160,122","7,311","9,560","5,709","16,491","10,041","3,589","5,047","3,501","4,888","6,978","10,648","31,295","13,582","6,110","15,181","10,191",0
2021년02월_여_0~9세,"26,148","11,864",142,42,292,81,149,149,438,683,"1,625",258,"1,954",325,324,772,289,260,458,"2,164","1,459","14,284",286,737,258,"1,311",987,107,200,139,335,412,754,"3,971","1,029",406,"1,810","1,542",0
2021년02월_여_10~19세,"34,528","17,255",225,78,369,164,206,315,597,"1,268","2,475",398,"2,599",525,623,"1,156",419,453,769,"2,386","2,230","17,273",492,"1,138",363,"2,025",757,169,317,236,407,617,"1,261","4,247","1,510",474,"1,488","1,772",0
2021년02월_여_20~29세,"44,193","23,846",418,192,671,246,314,471,"1,163","1,568","3,152",650,"2,822",779,946,"1,420",664,709,978,"3,058","3,625","20,347",804,"1,106",747,"2,286","1,553",993,726,340,638,942,"1,224","3,686","1,910",696,"1,795",901,0
2021년02월_여_30~39세,"40,404","19,579",351,158,646,195,254,342,822,"1,123","2,608",592,"2,685",572,615,"1,100",548,523,815,"2,769","2,861","20,825",597,952,594,"2,023","1,660",392,448,284,592,874,"1,043","4,930","1,469",802,"2,573","1,592",0
2021년02월_여_40~49세,"54,577","27,756",413,206,780,302,366,540,"1,030","1,814","3,839",799,"3,977",878,938,"1,886",754,723,"1,145","3,719","3,647","26,821",857,"1,644",678,"3,155","1,397",332,585,408,689,"1,149","1,675","6,238","2,187",841,"2,544","2,442",0
2021년02월_여_50~59세,"54,139","29,589",624,331,"1,011",363,506,760,"1,368","1,625","3,625","1,176","4,077","1,171","1,436","2,264",982,969,"1,460","3,217","2,624","24,550","1,189","1,469",917,"2,610","1,372",508,813,632,832,"1,194","1,906","4,258","2,427","1,040","2,275","1,108",0
2021년02월_여_60~69세,"40,654","22,621",748,480,"1,178",450,667,926,"1,164",975,"2,100","1,230","3,141",936,"1,210","1,460","1,013",939,"1,162","1,816","1,026","18,033","1,238","1,239","1,026","1,482","1,160",503,923,673,757,903,"1,497","2,247","1,601",859,"1,433",492,0
2021년02월_여_70~79세,"24,662","13,365",516,403,876,421,444,614,623,453,"1,231",977,"1,648",508,593,832,707,557,654,778,530,"11,297","1,175",854,757,"1,008",731,383,704,515,398,526,779,"1,053",889,542,784,199,0
2021년02월_여_80~89세,"12,618","6,930",277,196,471,232,259,301,329,255,630,522,881,273,283,487,312,226,339,402,255,"5,688",587,354,320,504,345,171,295,234,204,305,439,546,472,388,411,113,0
2021년02월_여_90~99세,"2,185","1,246",44,47,81,39,46,48,47,53,85,96,144,54,46,107,53,37,68,98,53,939,79,61,43,84,64,31,34,36,36,55,66,117,85,56,62,30,0
2021년02월_여_100세 이상,129,64,8,2,13,0,1,4,2,3,4,1,8,3,1,2,2,3,2,1,4,65,7,6,6,3,15,0,2,4,0,1,4,2,3,6,6,0,0
