카테고리,전라남도 여수시,전라남도 여수시 돌산읍,전라남도 여수시 돌산읍우두출장소,전라남도 여수시 돌산읍죽포출장소,전라남도 여수시 소라면,전라남도 여수시 율촌면,전라남도 여수시 화양면,전라남도 여수시 남면,전라남도 여수시 화정면,전라남도 여수시 화정면개도출장소,전라남도 여수시 삼산면,전라남도 여수시 동문동,전라남도 여수시 한려동,전라남도 여수시 중앙동,전라남도 여수시 충무동,전라남도 여수시 광림동,전라남도 여수시 서강동,전라남도 여수시 대교동,전라남도 여수시 국동,전라남도 여수시 월호동,전라남도 여수시 여서동,전라남도 여수시 문수동,전라남도 여수시 미평동,전라남도 여수시 둔덕동,전라남도 여수시 만덕동,전라남도 여수시 쌍봉동,전라남도 여수시 시전동,전라남도 여수시 여천동,전라남도 여수시 주삼동,전라남도 여수시 삼일동,전라남도 여수시 묘도동
2020년08월_남_80~89세,"3,500",110,172,77,230,207,187,119,57,32,53,72,92,89,101,119,91,131,155,83,208,178,111,63,125,172,165,160,49,54,38
2020년08월_남_90~99세,286,9,14,9,18,13,25,10,8,5,5,10,6,9,7,8,4,11,5,6,13,16,5,4,8,10,15,19,2,9,3
2020년08월_남_100세 이상,15,0,0,0,1,2,0,1,0,0,0,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0
2020년08월_여_총인구수,"137,557","1,364","4,176",978,"10,073","3,057","3,153","1,398",683,423,915,"2,289","1,606","2,256","1,975","3,026","1,963","2,718","5,854","3,524","9,725","9,817","5,593","5,196","5,238","16,051","18,605","10,184","4,016","1,124",577
2020년08월_여_연령구간인구수,"137,557","1,364","4,176",978,"10,073","3,057","3,153","1,398",683,423,915,"2,289","1,606","2,256","1,975","3,026","1,963","2,718","5,854","3,524","9,725","9,817","5,593","5,196","5,238","16,051","18,605","10,184","4,016","1,124",577
2020년08월_여_0~9세,"10,549",30,299,17,"1,032",142,60,33,6,12,28,121,56,77,50,109,90,98,382,238,684,701,349,417,526,"1,427","2,351",625,529,39,21
2020년08월_여_10~19세,"12,791",53,317,33,"1,015",141,140,62,22,20,37,135,98,145,111,139,142,144,447,325,947,"1,052",523,582,447,"1,920","2,123","1,052",522,61,36
2020년08월_여_20~29세,"14,643",82,324,57,969,193,236,52,30,27,68,187,182,161,150,308,186,200,560,327,"1,111","1,134",719,675,492,"2,154","2,194","1,346",388,89,42
2020년08월_여_30~39세,"14,485",46,377,41,"1,286",191,147,43,18,17,55,193,122,159,110,234,136,205,542,345,"1,000","1,021",547,544,678,"1,923","2,877",941,605,63,19
2020년08월_여_40~49세,"20,007",82,519,48,"1,516",241,236,86,27,32,63,233,148,256,182,322,194,221,725,446,"1,446","1,625",837,918,737,"2,918","3,384","1,611",805,109,40
2020년08월_여_50~59세,"23,191",217,660,158,"1,691",447,514,175,88,46,190,350,232,352,307,491,303,414,"1,123",605,"1,820","1,662","1,015",943,775,"2,826","2,937","2,123",442,192,93
2020년08월_여_60~69세,"20,211",303,794,211,"1,208",613,622,321,124,86,206,512,321,531,452,691,445,685,"1,078",681,"1,505","1,358",784,665,792,"1,644","1,582","1,319",364,216,98
2020년08월_여_70~79세,"13,271",326,558,212,774,588,638,346,186,98,140,376,312,401,419,491,290,503,687,397,766,775,510,297,499,755,691,682,245,188,121
2020년08월_여_80~89세,"7,026",185,276,168,502,407,464,241,145,71,100,149,118,150,163,202,143,212,266,131,379,406,268,121,235,398,384,413,102,139,88
2020년08월_여_90~99세,"1,294",38,51,32,75,91,92,36,36,13,25,31,16,16,27,34,32,29,36,27,66,83,40,33,49,82,80,71,14,20,19
2020년08월_여_100세 이상,89,2,1,1,5,3,4,3,1,1,3,2,1,8,4,5,2,7,8,2,1,0,1,1,8,4,2,1,0,8,0
