카테고리,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 동남구 목천읍,충청남도 천안시 동남구 풍세면,충청남도 천안시 동남구 광덕면,충청남도 천안시 동남구 북면,충청남도 천안시 동남구 성남면,충청남도 천안시 동남구 수신면,충청남도 천안시 동남구 병천면,충청남도 천안시 동남구 동면,충청남도 천안시 동남구 중앙동,충청남도 천안시 동남구 문성동,충청남도 천안시 동남구 원성1동,충청남도 천안시 동남구 원성2동,충청남도 천안시 동남구 봉명동,충청남도 천안시 동남구 일봉동,충청남도 천안시 동남구 신방동,충청남도 천안시 동남구 청룡동,충청남도 천안시 동남구 신안동,충청남도 천안시 서북구,충청남도 천안시 서북구 성환읍,충청남도 천안시 서북구 성거읍,충청남도 천안시 서북구 직산읍,충청남도 천안시 서북구 입장면,충청남도 천안시 서북구 성정1동,충청남도 천안시 서북구 성정2동,충청남도 천안시 서북구 쌍용1동,충청남도 천안시 서북구 쌍용2동,충청남도 천안시 서북구 쌍용3동,충청남도 천안시 서북구 백석동,충청남도 천안시 서북구 불당동,충청남도 천안시 서북구 부성1동,충청남도 천안시 서북구 부성2동
2020년02월_남_90~99세,467,249,28,10,14,7,8,5,15,9,11,11,15,10,13,14,21,39,19,218,41,22,18,28,14,11,15,13,13,15,10,12,6
2020년02월_남_100세 이상,44,21,1,0,0,0,1,0,1,1,3,0,2,2,2,4,1,2,1,23,9,0,0,2,3,0,0,3,1,1,1,3,0
2020년02월_여_총인구수,"320,449","127,855","11,777","1,934","2,149","2,117","1,568","1,061","2,928","1,014","2,608","1,753","4,276","4,694","8,559","12,481","22,246","28,013","18,677","192,594","12,141","10,728","8,895","4,113","7,781","12,127","7,281","19,700","9,990","20,517","33,928","19,391","26,002"
2020년02월_여_연령구간인구수,"320,449","127,855","11,777","1,934","2,149","2,117","1,568","1,061","2,928","1,014","2,608","1,753","4,276","4,694","8,559","12,481","22,246","28,013","18,677","192,594","12,141","10,728","8,895","4,113","7,781","12,127","7,281","19,700","9,990","20,517","33,928","19,391","26,002"
2020년02월_여_0~9세,"31,314","10,505",919,71,63,77,44,33,152,16,80,45,200,155,524,"1,198","2,453","3,076","1,399","20,809",686,"1,025",706,166,384,522,429,"1,862",783,"2,990","5,132","1,696","4,428"
2020년02월_여_10~19세,"33,527","12,935","1,357",122,85,122,93,38,172,30,142,93,290,345,684,"1,610","2,842","3,469","1,441","20,592","1,148","1,225",919,273,585,728,664,"2,460","1,156","2,738","4,474","1,869","2,353"
2020년02월_여_20~29세,"45,334","16,601","1,220",147,173,158,110,81,269,51,256,243,491,547,"1,302","1,352","2,857","3,481","3,863","28,733","1,269","1,185",963,409,"1,112","3,226","1,251","2,919","1,299","2,498","4,285","4,303","4,014"
2020년02월_여_30~39세,"49,992","16,376","1,207",137,142,137,74,63,225,49,210,150,409,375,"1,066","1,503","3,467","4,374","2,788","33,616","1,063","1,489","1,127",286,965,"2,253",892,"2,780","1,271","3,804","7,394","3,377","6,915"
2020년02월_여_40~49세,"54,271","21,241","2,217",180,215,246,131,77,330,57,305,203,607,676,"1,388","2,365","4,495","5,173","2,576","33,030","1,827","1,963","1,519",483,"1,154","1,692","1,028","3,694","1,750","3,828","6,965","3,226","3,901"
2020년02월_여_50~59세,"49,531","21,575","2,010",369,431,417,294,189,596,204,463,328,871,959,"1,602","2,092","3,324","4,172","3,254","27,956","1,993","1,706","1,573",837,"1,513","1,675","1,430","3,476","1,861","2,773","3,780","2,737","2,602"
2020년02월_여_60~69세,"29,148","14,464","1,328",398,440,436,345,221,502,216,559,327,714,774,"1,090","1,238","1,549","2,348","1,979","14,684","1,911","1,084","1,011",744,"1,074","1,165",932,"1,444",901,"1,087","1,109","1,187","1,035"
2020년02월_여_70~79세,"16,082","8,208",845,249,297,264,248,182,357,199,380,231,410,528,570,694,727,"1,169",858,"7,874","1,335",630,640,521,654,534,405,631,556,465,471,591,441
2020년02월_여_80~89세,"9,498","5,006",580,222,253,222,197,155,264,157,182,116,236,291,267,369,449,617,429,"4,492",768,356,380,331,297,270,202,384,351,282,261,347,263
2020년02월_여_90~99세,"1,633",881,94,39,48,37,30,20,54,32,25,14,41,40,58,59,81,127,82,752,122,63,53,52,39,56,46,48,61,51,56,56,49
2020년02월_여_100세 이상,119,63,0,0,2,1,2,2,7,3,6,3,7,4,8,1,2,7,8,56,19,2,4,11,4,6,2,2,1,1,1,2,1
