카테고리,경기도 광명시,경기도 광명시 광명1동,경기도 광명시 광명2동,경기도 광명시 광명3동,경기도 광명시 광명4동,경기도 광명시 광명5동,경기도 광명시 광명6동,경기도 광명시 광명7동,경기도 광명시 철산1동,경기도 광명시 철산2동,경기도 광명시 철산3동,경기도 광명시 철산4동,경기도 광명시 하안1동,경기도 광명시 하안2동,경기도 광명시 하안3동,경기도 광명시 하안4동,경기도 광명시 소하1동,경기도 광명시 소하2동,경기도 광명시 학온동
2020년02월_남_40~49세,"27,258",552,661,748,"1,012","1,273",934,"1,279","1,177","1,034","2,962","1,232","2,552","1,265","1,793","1,196","3,087","4,350",151
2020년02월_남_50~59세,"26,061",670,897,918,"1,200","1,230",956,"1,496","1,080","1,468","2,716","1,099","2,277","1,013","1,587",949,"2,390","3,837",278
2020년02월_남_60~69세,"17,972",503,666,691,"1,063",945,702,"1,265",641,972,"1,726",718,"1,466",661,"1,128",531,"1,656","2,355",283
2020년02월_남_70~79세,"8,155",224,387,394,556,487,354,583,258,345,714,343,583,314,533,190,702,"1,044",144
2020년02월_남_80~89세,"2,478",75,109,117,140,146,78,179,78,123,237,86,159,131,222,78,187,266,67
2020년02월_남_90~99세,267,8,13,15,17,13,10,13,13,14,18,5,20,18,23,6,25,31,5
2020년02월_남_100세 이상,34,0,0,2,5,2,1,1,0,3,3,0,1,3,1,0,4,6,2
2020년02월_여_총인구수,"159,996","3,546","4,808","5,044","7,300","7,478","5,631","8,670","6,663","6,500","16,972","6,797","13,374","7,559","11,083","6,647","16,545","24,385",994
2020년02월_여_연령구간인구수,"159,996","3,546","4,808","5,044","7,300","7,478","5,631","8,670","6,663","6,500","16,972","6,797","13,374","7,559","11,083","6,647","16,545","24,385",994
2020년02월_여_0~9세,"12,442",159,191,220,372,462,491,496,570,264,"1,534",542,"1,277",542,791,548,"1,620","2,330",33
2020년02월_여_10~19세,"15,839",255,351,276,501,658,568,797,779,473,"2,073",605,"1,606",605,997,745,"2,090","2,423",37
2020년02월_여_20~29세,"19,489",448,635,640,896,848,637,"1,127",824,"1,024","2,048",802,"1,474",883,"1,247",820,"1,804","3,238",94
2020년02월_여_30~39세,"22,167",412,501,592,946,895,715,993,899,811,"2,222","1,177","1,675","1,313","1,570","1,065","2,217","4,066",98
2020년02월_여_40~49세,"27,750",521,676,691,"1,026","1,192",950,"1,315","1,317",954,"3,279","1,194","2,609","1,294","1,887","1,340","3,256","4,150",99
2020년02월_여_50~59세,"26,482",679,904,984,"1,296","1,338",936,"1,624","1,087","1,337","2,789","1,087","2,203","1,147","1,702","1,015","2,435","3,737",182
2020년02월_여_60~69세,"19,648",553,851,875,"1,250","1,123",744,"1,325",646,949,"1,765",796,"1,419",868,"1,344",597,"1,797","2,530",216
2020년02월_여_70~79세,"10,145",339,468,527,679,625,370,634,358,430,763,397,671,497,923,310,806,"1,225",123
2020년02월_여_80~89세,"5,094",154,203,209,273,292,184,305,148,214,412,175,366,349,533,179,419,585,94
2020년02월_여_90~99세,836,23,24,28,48,40,30,48,33,38,82,21,67,52,82,27,88,92,13
2020년02월_여_100세 이상,104,3,4,2,13,5,6,6,2,6,5,1,7,9,7,1,13,9,5
