카테고리,경기도 화성시,경기도 화성시 봉담읍,경기도 화성시 우정읍,경기도 화성시 향남읍,경기도 화성시 남양읍,경기도 화성시 매송면,경기도 화성시 비봉면,경기도 화성시 마도면,경기도 화성시 송산면,경기도 화성시 서신면,경기도 화성시 팔탄면,경기도 화성시 장안면,경기도 화성시 양감면,경기도 화성시 정남면,경기도 화성시 새솔동,경기도 화성시 진안동,경기도 화성시 병점1동,경기도 화성시 병점2동,경기도 화성시 반월동,경기도 화성시 기배동,경기도 화성시 화산동,경기도 화성시 동탄1동,경기도 화성시 동탄2동,경기도 화성시 동탄3동,경기도 화성시 동탄4동,경기도 화성시 동탄5동,경기도 화성시 동탄6동,경기도 화성시 동탄7동,경기도 화성시 동탄8동
2020년07월_계_80~89세,"14,013","1,394",833,"1,379",938,357,385,339,734,524,508,639,265,552,110,606,430,411,302,236,550,355,353,390,263,334,221,437,168
2020년07월_계_90~99세,"1,955",220,112,165,141,45,69,48,126,77,73,60,28,75,17,77,55,48,54,30,64,43,44,54,44,50,39,68,29
2020년07월_계_100세 이상,105,12,5,9,4,3,3,4,9,9,6,7,1,8,0,2,1,0,1,1,8,2,3,1,0,2,1,3,0
2020년07월_남_총인구수,"435,377","40,038","9,506","45,336","21,865","3,822","3,311","4,103","5,862","3,949","6,006","5,903","2,441","6,608","10,290","23,512","14,416","11,976","16,524","7,082","12,301","26,075","17,749","21,608","26,763","19,810","16,010","39,636","12,875"
2020년07월_남_연령구간인구수,"435,377","40,038","9,506","45,336","21,865","3,822","3,311","4,103","5,862","3,949","6,006","5,903","2,441","6,608","10,290","23,512","14,416","11,976","16,524","7,082","12,301","26,075","17,749","21,608","26,763","19,810","16,010","39,636","12,875"
2020년07월_남_0~9세,"54,149","4,140",515,"5,638","2,098",163,136,150,250,96,172,233,63,244,"1,876","2,370","1,433","1,341","2,274",756,981,"3,322","2,335","3,112","4,996","3,235","2,343","7,554","2,323"
2020년07월_남_10~19세,"48,593","4,885",747,"5,056","1,773",261,176,222,439,167,249,340,89,430,990,"2,032","1,624","2,010","2,075",965,"1,211","3,533","3,317","2,791","4,325","2,033","1,500","4,266","1,087"
2020년07월_남_20~29세,"54,509","5,132","1,116","5,570","3,191",483,364,481,571,363,671,606,270,831,"1,215","3,998","2,546","1,474","2,227",920,"1,797","4,003","1,872","3,258","2,105","2,023","2,207","3,816","1,399"
2020년07월_남_30~39세,"78,306","5,579",984,"8,957","4,081",374,320,515,521,322,694,574,253,769,"2,329","5,154","2,417","1,562","2,979",825,"1,670","4,875","2,027","4,408","4,343","4,857","4,131","9,201","3,585"
2020년07월_남_40~49세,"85,720","7,994","1,677","9,386","3,703",562,437,668,835,511,"1,009",888,351,"1,082","1,962","4,339","2,601","2,669","3,102","1,409","2,203","5,216","4,263","4,364","6,825","4,031","3,029","8,249","2,355"
2020년07월_남_50~59세,"60,306","6,363","2,003","5,860","3,407",855,736,876,"1,276",946,"1,527","1,357",595,"1,479","1,218","3,042","2,011","1,664","2,202","1,152","2,173","3,405","2,450","2,139","2,802","1,999","1,676","3,924","1,169"
2020년07월_남_60~69세,"33,744","3,743","1,376","3,062","2,259",659,650,681,"1,052",892,"1,064","1,116",498,"1,060",557,"1,656","1,108",728,"1,193",658,"1,456","1,138",899,867,956,"1,065",770,"1,895",686
2020년07월_남_70~79세,"14,658","1,678",771,"1,300",988,323,317,373,596,417,424,522,220,500,113,675,511,384,367,313,612,441,440,501,328,454,277,604,209
2020년07월_남_80~89세,"4,949",477,286,468,341,127,158,126,289,216,177,244,94,197,28,223,157,138,91,79,187,132,138,151,78,105,69,115,58
2020년07월_남_90~99세,410,43,28,34,24,13,15,11,33,16,19,18,8,14,2,22,8,6,13,5,9,10,7,17,5,8,7,11,4
2020년07월_남_100세 이상,33,4,3,5,0,2,2,0,0,3,0,5,0,2,0,1,0,0,1,0,2,0,1,0,0,0,1,1,0
2020년07월_여_총인구수,"404,116","38,889","7,977","39,531","18,219","3,441","2,551","2,783","5,043","3,181","3,902","4,410","1,572","4,822","10,130","20,309","13,800","12,592","16,110","6,736","11,040","24,847","18,261","20,500","26,969","19,812","14,896","39,217","12,576"
2020년07월_여_연령구간인구수,"404,116","38,889","7,977","39,531","18,219","3,441","2,551","2,783","5,043","3,181","3,902","4,410","1,572","4,822","10,130","20,309","13,800","12,592","16,110","6,736","11,040","24,847","18,261","20,500","26,969","19,812","14,896","39,217","12,576"
2020년07월_여_0~9세,"51,643","4,181",473,"5,203","1,977",152,108,117,226,93,140,179,49,220,"1,913","2,238","1,320","1,320","2,247",672,896,"3,247","2,219","2,992","4,746","3,039","2,223","7,194","2,259"
2020년07월_여_10~19세,"46,498","4,870",718,"4,839","1,635",231,161,190,368,146,222,282,79,391,966,"1,962","1,526","1,994","1,926",894,"1,085","3,357","3,215","2,549","4,303","1,983","1,363","4,153","1,090"
2020년07월_여_20~29세,"46,610","4,525",704,"4,535","2,227",374,227,259,406,203,329,389,124,502,"1,157","3,040","2,161","1,441","1,940",768,"1,337","3,528","1,850","2,720","2,148","2,209","2,257","3,830","1,420"
2020년07월_여_30~39세,"72,388","5,520",678,"7,043","2,834",294,197,228,359,215,324,319,123,394,"2,337","3,929","2,141","1,685","3,039",814,"1,369","4,878","2,438","4,101","5,537","4,875","3,682","9,639","3,396"
2020년07월_여_40~49세,"74,811","7,376","1,130","7,497","2,834",437,255,324,608,320,473,473,135,610,"1,817","3,436","2,510","2,778","2,895","1,347","1,793","5,190","4,496","4,122","6,297","3,683","2,596","7,327","2,052"
2020년07월_여_50~59세,"52,138","5,665","1,487","4,762","2,935",677,529,547,923,674,837,866,337,950,"1,257","2,779","1,967","1,539","2,318","1,048","2,004","2,764","2,164","1,944","2,337","1,952","1,516","4,082","1,278"
2020년07월_여_60~69세,"32,536","3,718","1,307","2,999","2,013",609,451,527,932,728,771,875,318,816,463,"1,648","1,189",944,"1,119",661,"1,433","1,128","1,029","1,123",976,"1,251",778,"2,002",728
2020년07월_여_70~79세,"16,811","1,932",847,"1,607","1,046",404,341,337,674,427,415,588,215,517,123,838,665,576,374,349,699,497,596,672,401,547,297,609,218
2020년07월_여_80~89세,"9,064",917,547,911,597,230,227,213,445,308,331,395,171,355,82,383,273,273,211,157,363,223,215,239,185,229,152,322,110
2020년07월_여_90~99세,"1,545",177,84,131,117,32,54,37,93,61,54,42,20,61,15,55,47,42,41,25,55,33,37,37,39,42,32,57,25
2020년07월_여_100세 이상,72,8,2,4,4,1,1,4,9,6,6,2,1,6,0,1,1,0,0,1,6,2,2,1,0,2,0,2,0
