,서울특별시 관악구,서울특별시 관악구 보라매동,서울특별시 관악구 청림동,서울특별시 관악구 성현동,서울특별시 관악구 행운동,서울특별시 관악구 낙성대동,서울특별시 관악구 청룡동,서울특별시 관악구 은천동,서울특별시 관악구 중앙동,서울특별시 관악구 인헌동,서울특별시 관악구 남현동,서울특별시 관악구 서원동,서울특별시 관악구 신원동,서울특별시 관악구 서림동,서울특별시 관악구 신사동,서울특별시 관악구 신림동,서울특별시 관악구 난향동,서울특별시 관악구 조원동,서울특별시 관악구 대학동,서울특별시 관악구 삼성동,서울특별시 관악구 미성동,서울특별시 관악구 난곡동
2021년02월_여_총인구수,"245,902","12,503","7,912","15,586","14,994","8,402","18,351","17,320","8,000","13,346","9,457","11,095","9,136","10,685","11,358","10,411","8,018","8,667","9,387","11,696","15,867","13,711"
2021년02월_여_연령구간인구수,"245,902","12,503","7,912","15,586","14,994","8,402","18,351","17,320","8,000","13,346","9,457","11,095","9,136","10,685","11,358","10,411","8,018","8,667","9,387","11,696","15,867","13,711"
2021년02월_여_0~9세,"10,597",572,591,966,558,320,646,979,187,552,468,325,317,385,365,180,600,320,344,407,871,644
2021년02월_여_10~19세,"13,806",693,543,"1,378",688,441,861,"1,314",295,750,426,396,420,521,518,241,718,417,480,697,"1,142",867
2021년02월_여_20~29세,"55,643","2,445",886,"1,979","4,052","2,868","6,292","2,847","2,587","3,018","2,163","3,209","2,185","2,526","3,047","4,288",826,"2,215","2,488","1,323","2,412","1,987"
2021년02월_여_30~39세,"38,673","1,868","1,276","1,955","2,812","1,559","3,193","2,569","1,367","2,397","1,707","1,904","1,371","1,791","1,705","2,367",950,"1,453","1,549","1,127","2,059","1,694"
2021년02월_여_40~49세,"31,721","1,642","1,233","2,529","1,747",952,"1,947","2,551",798,"1,757","1,119","1,245","1,057","1,281","1,437","1,078","1,467","1,060","1,151","1,541","2,272","1,857"
2021년02월_여_50~59세,"33,878","1,806","1,185","2,462","1,776",784,"1,955","2,483",914,"1,800","1,375","1,455","1,230","1,468","1,614",769,"1,279","1,118","1,192","2,092","2,606","2,515"
2021년02월_여_60~69세,"31,901","1,776","1,087","2,157","1,721",710,"1,795","2,382",911,"1,598","1,245","1,377","1,264","1,463","1,387",769,"1,151","1,132","1,110","2,218","2,511","2,137"
2021년02월_여_70~79세,"20,268","1,175",695,"1,431","1,169",517,"1,171","1,524",636,"1,043",699,816,869,836,903,495,690,632,734,"1,491","1,385","1,357"
2021년02월_여_80~89세,"7,790",439,340,598,384,213,412,558,262,371,202,317,345,325,313,174,286,269,279,643,509,551
2021년02월_여_90~99세,"1,371",79,55,105,75,29,68,102,35,53,50,42,68,71,58,35,44,43,51,133,87,88
2021년02월_여_100세 이상,254,8,21,26,12,9,11,11,8,7,3,9,10,18,11,15,7,8,9,24,13,14
