카테고리,서울특별시 용산구,서울특별시 용산구 후암동,서울특별시 용산구 용산2가동,서울특별시 용산구 남영동,서울특별시 용산구 청파동,서울특별시 용산구 원효로제1동,서울특별시 용산구 원효로제2동,서울특별시 용산구 효창동,서울특별시 용산구 용문동,서울특별시 용산구 한강로동,서울특별시 용산구 이촌제1동,서울특별시 용산구 이촌제2동,서울특별시 용산구 이태원제1동,서울특별시 용산구 이태원제2동,서울특별시 용산구 한남동,서울특별시 용산구 서빙고동,서울특별시 용산구 보광동
2020년12월_남_60~69세,"13,760","1,047",645,956,"1,111",788,817,498,707,"1,292","1,441",598,481,502,"1,292",699,886
2020년12월_남_70~79세,"7,401",585,416,396,628,370,470,264,406,662,744,328,242,351,699,323,517
2020년12월_남_80~89세,"3,219",195,151,143,267,151,188,121,154,275,460,117,146,161,284,219,187
2020년12월_남_90~99세,503,34,21,29,25,22,17,25,14,53,94,12,22,24,47,31,33
2020년12월_남_100세 이상,107,6,6,15,10,5,4,2,5,14,8,2,7,3,10,3,7
2020년12월_여_총인구수,"119,318","9,105","5,174","2,982","10,504","8,341","7,525","5,371","6,448","10,586","14,987","4,626","3,633","5,009","10,991","6,859","7,177"
2020년12월_여_연령구간인구수,"119,318","9,105","5,174","2,982","10,504","8,341","7,525","5,371","6,448","10,586","14,987","4,626","3,633","5,009","10,991","6,859","7,177"
2020년12월_여_0~9세,"6,526",468,174,98,343,648,474,372,379,539,"1,291",273,121,207,548,379,212
2020년12월_여_10~19세,"7,677",569,259,116,543,420,754,371,408,471,"1,462",253,139,259,575,732,346
2020년12월_여_20~29세,"17,560","1,289",746,502,"2,549","1,419",987,841,968,"1,729","1,535",489,509,718,"1,387",912,980
2020년12월_여_30~39세,"19,037","1,355",842,486,"1,426","1,890","1,022",956,"1,032","2,125","2,030",724,519,830,"2,051",783,966
2020년12월_여_40~49세,"18,169","1,460",675,392,"1,362","1,271","1,178",828,946,"1,463","2,712",637,450,746,"1,703","1,303","1,043"
2020년12월_여_50~59세,"18,726","1,469",781,481,"1,580","1,116","1,187",813,"1,000","1,742","2,389",755,604,717,"1,715","1,107","1,270"
2020년12월_여_60~69세,"15,080","1,212",806,412,"1,276",831,916,563,845,"1,252","1,564",739,596,706,"1,489",719,"1,154"
2020년12월_여_70~79세,"9,802",755,507,293,898,472,586,374,566,760,"1,095",442,396,490,940,483,745
2020년12월_여_80~89세,"5,353",408,301,143,420,212,357,206,239,387,738,250,224,263,443,383,379
2020년12월_여_90~99세,"1,124",95,67,43,83,48,54,35,57,89,146,52,58,61,115,55,66
2020년12월_여_100세 이상,264,25,16,16,24,14,10,12,8,29,25,12,17,12,25,3,16
