카테고리,광주광역시 광산구,광주광역시 광산구 송정1동,광주광역시 광산구 송정2동,광주광역시 광산구 도산동,광주광역시 광산구 신흥동,광주광역시 광산구 어룡동,광주광역시 광산구 우산동,광주광역시 광산구 월곡1동,광주광역시 광산구 월곡2동,광주광역시 광산구 비아동,광주광역시 광산구 첨단1동,광주광역시 광산구 첨단2동,광주광역시 광산구 신가동,광주광역시 광산구 운남동,광주광역시 광산구 수완동,광주광역시 광산구 하남동,광주광역시 광산구 임곡동,광주광역시 광산구 동곡동,광주광역시 광산구 평동,광주광역시 광산구 삼도동,광주광역시 광산구 본량동,광주광역시 광산구 신창동
2020년08월_계_80~89세,"7,626",316,300,386,152,578,781,265,293,208,402,581,267,549,590,263,255,180,296,294,310,360
2020년08월_계_90~99세,"1,138",50,38,64,33,96,135,35,34,23,70,87,33,66,90,34,41,21,64,40,38,46
2020년08월_계_100세 이상,63,2,6,5,4,5,3,0,3,0,0,5,3,5,4,4,1,3,3,3,2,2
2020년08월_남_총인구수,"205,184","5,667","3,364","8,004","2,406","16,865","13,856","5,845","8,327","3,865","13,732","22,111","10,404","15,644","38,701","11,887","1,109",994,"2,239","1,170","1,043","17,951"
2020년08월_남_연령구간인구수,"205,184","5,667","3,364","8,004","2,406","16,865","13,856","5,845","8,327","3,865","13,732","22,111","10,404","15,644","38,701","11,887","1,109",994,"2,239","1,170","1,043","17,951"
2020년08월_남_0~9세,"21,201",371,197,796,183,"2,103","1,119",397,635,335,"1,027","2,052","1,132","1,594","5,509","1,623",27,28,67,26,18,"1,962"
2020년08월_남_10~19세,"27,355",630,198,930,232,"1,869","1,123",638,"1,098",420,"1,812","2,971","1,580","2,127","6,830","1,640",69,44,74,64,48,"2,958"
2020년08월_남_20~29세,"30,942",960,517,"1,186",335,"2,178","2,198","1,049","1,331",518,"2,752","4,216","1,543","2,466","4,827","1,469",104,105,249,106,83,"2,750"
2020년08월_남_30~39세,"28,285",657,527,"1,171",305,"2,911","2,332",719,935,492,"1,721","3,096","1,266","2,074","5,034","1,815",71,91,290,101,77,"2,600"
2020년08월_남_40~49세,"38,598",996,482,"1,426",387,"3,285","2,127",879,"1,483",773,"2,042","3,841","2,140","2,883","8,782","2,511",112,110,346,126,151,"3,716"
2020년08월_남_50~59세,"32,908",970,556,"1,241",409,"2,271","2,450","1,125","1,558",747,"2,686","3,890","1,693","2,756","5,077","1,581",233,199,422,255,195,"2,594"
2020년08월_남_60~69세,"16,173",608,424,679,287,"1,443","1,663",696,838,353,"1,178","1,384",643,"1,087","1,793",908,248,197,423,247,204,870
2020년08월_남_70~79세,"7,272",355,351,438,208,621,643,257,344,166,357,477,325,472,680,263,164,171,267,164,160,389
2020년08월_남_80~89세,"2,238",110,103,124,54,170,187,78,96,55,146,165,74,168,155,70,76,45,87,75,96,104
2020년08월_남_90~99세,207,10,9,13,6,13,14,7,9,6,11,18,7,17,14,7,5,3,14,5,11,8
2020년08월_남_100세 이상,5,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
2020년08월_여_총인구수,"202,187","5,565","3,314","7,906","2,344","16,196","13,411","5,686","8,059","3,485","13,914","21,774","10,005","16,249","39,537","11,442","1,065",947,"1,818","1,116","1,048","17,306"
2020년08월_여_연령구간인구수,"202,187","5,565","3,314","7,906","2,344","16,196","13,411","5,686","8,059","3,485","13,914","21,774","10,005","16,249","39,537","11,442","1,065",947,"1,818","1,116","1,048","17,306"
2020년08월_여_0~9세,"20,037",362,160,723,166,"1,971","1,049",375,582,355,"1,001","1,907","1,049","1,571","5,124","1,545",36,22,72,32,24,"1,911"
2020년08월_여_10~19세,"25,774",577,201,801,203,"1,816","1,049",563,"1,015",368,"1,780","2,805","1,501","1,940","6,772","1,500",59,37,73,53,40,"2,621"
2020년08월_여_20~29세,"27,474",783,448,"1,043",273,"1,839","1,964",911,"1,146",395,"2,461","3,695","1,301","2,355","4,545","1,370",76,72,171,65,72,"2,489"
2020년08월_여_30~39세,"27,461",566,393,"1,104",263,"2,728","1,903",609,890,447,"1,626","2,863","1,324","2,126","5,830","1,876",49,53,158,56,55,"2,542"
2020년08월_여_40~49세,"38,839",947,394,"1,362",350,"2,807","1,959",886,"1,514",638,"2,506","4,368","2,102","3,071","9,317","2,231",73,71,164,84,79,"3,916"
2020년08월_여_50~59세,"30,345",865,550,"1,197",379,"2,265","2,373","1,158","1,476",574,"2,789","3,651","1,379","2,726","4,458","1,554",155,130,236,150,143,"2,137"
2020년08월_여_60~69세,"16,171",704,515,780,339,"1,493","1,499",666,817,315,985,"1,287",705,"1,211","1,987",820,206,206,364,213,156,903
2020년08월_여_70~79세,"9,709",513,421,578,242,782,897,303,394,223,451,709,423,814,989,322,195,201,318,207,236,491
2020년08월_여_80~89세,"5,388",206,197,262,98,408,594,187,197,153,256,416,193,381,435,193,179,135,209,219,214,256
2020년08월_여_90~99세,931,40,29,51,27,83,121,28,25,17,59,69,26,49,76,27,36,18,50,35,27,38
2020년08월_여_100세 이상,58,2,6,5,4,4,3,0,3,0,0,4,2,5,4,4,1,2,3,2,2,2
