,전라북도 익산시,전라북도 익산시 함열읍,전라북도 익산시 오산면,전라북도 익산시 황등면,전라북도 익산시 함라면,전라북도 익산시 웅포면,전라북도 익산시 성당면,전라북도 익산시 용안면,전라북도 익산시 낭산면,전라북도 익산시 망성면,전라북도 익산시 여산면,전라북도 익산시 금마면,전라북도 익산시 왕궁면,전라북도 익산시 춘포면,전라북도 익산시 삼기면,전라북도 익산시 용동면,전라북도 익산시 중앙동,전라북도 익산시 평화동,전라북도 익산시 인화동,전라북도 익산시 동산동,전라북도 익산시 마동,전라북도 익산시 남중동,전라북도 익산시 모현동,전라북도 익산시 송학동,전라북도 익산시 영등1동,전라북도 익산시 영등2동,전라북도 익산시 어양동,전라북도 익산시 신동,전라북도 익산시 팔봉동,전라북도 익산시 삼성동
2020년05월_남_30~39세,"15,481",294,462,294,71,41,59,99,116,107,169,269,167,207,106,35,217,319,480,"1,282",505,605,"2,226",619,"1,285",837,"1,528",843,478,"1,761"
2020년05월_남_40~49세,"21,834",460,585,481,132,95,121,157,217,151,198,347,271,328,176,106,256,420,495,"1,809",663,844,"3,100",755,"1,762","1,320","2,261",932,567,"2,825"
2020년05월_남_50~59세,"25,188",649,724,736,242,164,227,219,329,289,313,493,437,487,300,125,303,518,635,"1,979",909,"1,002","3,082",649,"2,220","1,242","2,182","1,132",587,"3,014"
2020년05월_남_60~69세,"19,404",684,684,706,237,190,219,299,364,345,313,504,525,474,266,188,375,428,596,"1,574",785,"1,005","2,244",496,"1,556",462,947,959,430,"1,549"
2020년05월_남_70~79세,"10,577",362,359,436,174,130,149,239,234,253,233,283,366,249,173,135,271,233,434,719,387,762,"1,077",279,580,212,335,653,248,612
2020년05월_남_80~89세,"4,030",157,165,190,81,80,63,104,117,125,93,109,175,117,80,72,82,69,157,273,112,271,393,87,168,81,111,198,93,207
2020년05월_남_90~99세,435,11,19,22,11,11,7,12,10,12,11,10,37,18,13,7,12,6,13,22,11,27,44,8,22,5,11,17,15,11
2020년05월_남_100세 이상,22,1,2,3,0,0,1,0,0,1,1,0,2,0,1,0,0,1,0,3,0,2,0,1,0,0,0,1,1,1
2020년05월_여_총인구수,"142,904","3,605","4,055","3,635","1,179",786,966,"1,336","1,493","1,545","1,707","2,547","2,163","2,224","1,291",814,"1,655","2,348","3,519","11,399","4,580","5,859","20,023","4,374","12,078","7,479","12,840","7,792","3,292","16,320"
2020년05월_여_연령구간인구수,"142,904","3,605","4,055","3,635","1,179",786,966,"1,336","1,493","1,545","1,707","2,547","2,163","2,224","1,291",814,"1,655","2,348","3,519","11,399","4,580","5,859","20,023","4,374","12,078","7,479","12,840","7,792","3,292","16,320"
2020년05월_여_0~9세,"9,900",194,285,145,38,16,8,39,62,52,108,161,34,87,31,12,43,162,163,862,197,247,"1,869",481,822,667,"1,150",324,282,"1,359"
2020년05월_여_10~19세,"13,950",323,309,264,72,26,51,78,60,69,76,187,87,132,50,41,68,185,207,"1,061",304,389,"2,206",437,"1,366","1,049","1,727",623,340,"2,163"
2020년05월_여_20~29세,"16,680",269,350,286,74,48,58,79,99,60,144,227,118,175,119,47,154,219,436,"1,171",622,636,"2,364",417,"1,579","1,105","1,600","1,748",335,"2,141"
2020년05월_여_30~39세,"14,070",267,375,243,56,21,44,55,91,55,124,206,80,149,50,36,125,271,336,"1,176",383,454,"2,381",608,"1,209",876,"1,590",632,402,"1,775"
2020년05월_여_40~49세,"20,888",381,498,362,95,53,63,82,116,110,136,255,148,217,89,51,175,330,389,"1,670",558,690,"3,188",693,"1,939","1,573","2,675",810,501,"3,041"
2020년05월_여_50~59세,"24,472",606,711,617,203,111,155,169,239,252,261,462,340,378,261,118,274,425,535,"2,041",982,985,"3,363",628,"2,421","1,207","2,146","1,194",516,"2,872"
2020년05월_여_60~69세,"19,741",686,697,664,210,182,216,307,290,358,311,478,470,421,242,173,356,389,690,"1,722",806,"1,116","2,382",559,"1,547",478,"1,057","1,072",414,"1,448"
2020년05월_여_70~79세,"13,326",478,447,539,225,154,187,277,300,305,281,335,452,310,216,174,290,218,462,"1,059",450,923,"1,379",368,699,339,555,778,255,871
2020년05월_여_80~89세,"8,369",341,328,427,168,142,152,209,207,246,234,205,368,299,193,134,137,121,261,557,233,366,760,159,413,161,292,497,189,570
2020년05월_여_90~99세,"1,423",55,55,81,34,31,30,41,28,35,31,29,61,55,37,25,29,26,38,73,42,52,126,23,81,24,44,102,56,79
2020년05월_여_100세 이상,85,5,0,7,4,2,2,0,1,3,1,2,5,1,3,3,4,2,2,7,3,1,5,1,2,0,4,12,2,1
