,대구광역시 북구,대구광역시 북구 고성동,대구광역시 북구 칠성동,대구광역시 북구 침산1동,대구광역시 북구 침산2동,대구광역시 북구 침산3동,대구광역시 북구 산격1동,대구광역시 북구 산격2동,대구광역시 북구 산격3동,대구광역시 북구 산격4동,대구광역시 북구 대현동,대구광역시 북구 복현1동,대구광역시 북구 복현2동,대구광역시 북구 검단동,대구광역시 북구 무태조야동,대구광역시 북구 관문동,대구광역시 북구 태전1동,대구광역시 북구 태전2동,대구광역시 북구 구암동,대구광역시 북구 관음동,대구광역시 북구 읍내동,대구광역시 북구 동천동,대구광역시 북구 노원동,대구광역시 북구 국우동
2021년01월_계_80~89세,"12,307",196,798,170,450,648,602,376,339,376,823,192,680,303,698,680,712,629,747,577,816,607,369,519
2021년01월_계_90~99세,"1,427",30,121,29,50,63,45,43,39,41,109,23,106,24,93,84,83,83,92,52,78,36,41,62
2021년01월_계_100세 이상,97,5,12,1,5,6,6,1,3,0,17,1,5,1,2,5,2,2,2,3,6,2,8,2
2021년01월_남_총인구수,"218,975","2,393","11,339","2,268","9,379","9,850","4,738","5,469","4,704","4,502","9,317","4,194","14,267","3,365","18,750","18,619","11,198","12,269","17,980","8,592","13,436","14,144","6,294","11,908"
2021년01월_남_연령구간인구수,"218,975","2,393","11,339","2,268","9,379","9,850","4,738","5,469","4,704","4,502","9,317","4,194","14,267","3,365","18,750","18,619","11,198","12,269","17,980","8,592","13,436","14,144","6,294","11,908"
2021년01월_남_0~9세,"17,220",163,"1,151",90,"1,117",898,129,312,148,162,582,98,"1,156",165,"1,859","2,312",694,842,"1,336",478,884,"1,205",303,"1,136"
2021년01월_남_10~19세,"22,437",170,"1,047",124,"1,164","1,158",248,465,231,273,594,181,"1,567",222,"2,029","1,609",945,"1,314","2,640",835,"1,353","2,312",316,"1,640"
2021년01월_남_20~29세,"33,564",291,"1,386",282,"1,110","1,296",594,921,"1,371",727,"1,740","1,417","2,292",435,"2,254","2,120","1,996","1,949","2,897","1,366","2,343","2,226",757,"1,794"
2021년01월_남_30~39세,"28,204",353,"1,834",273,"1,299","1,156",445,647,706,648,"1,203",642,"1,866",472,"2,488","3,247","1,464","1,463","1,762",910,"1,675","1,352",912,"1,387"
2021년01월_남_40~49세,"35,489",387,"2,014",281,"1,792","1,627",640,713,590,578,"1,401",469,"2,211",481,"3,585","3,337","1,565","1,946","3,114","1,237","1,761","2,626",902,"2,232"
2021년01월_남_50~59세,"38,813",410,"1,602",474,"1,381","1,710",996,"1,064",638,808,"1,469",595,"2,429",592,"3,294","2,854","2,038","2,246","3,604","1,747","2,603","2,790","1,272","2,197"
2021년01월_남_60~69세,"26,430",336,"1,286",479,877,"1,121",960,826,570,720,"1,275",501,"1,789",585,"2,055","2,094","1,553","1,549","1,701","1,317","1,836","1,007","1,085",908
2021년01월_남_70~79세,"12,185",216,684,202,443,639,503,384,316,430,734,212,700,301,919,821,656,716,668,509,681,412,590,449
2021년01월_남_80~89세,"4,314",58,303,53,177,232,212,124,122,150,290,73,245,108,253,214,269,229,239,184,281,203,141,154
2021년01월_남_90~99세,298,7,30,9,19,13,9,13,12,6,23,5,11,4,13,10,18,15,19,9,18,10,14,11
2021년01월_남_100세 이상,21,2,2,1,0,0,2,0,0,0,6,1,1,0,1,1,0,0,0,0,1,1,2,0
2021년01월_여_총인구수,"220,931","2,567","12,177","1,972","9,994","10,468","4,830","5,637","4,440","4,135","9,166","3,474","14,582","3,377","18,041","18,721","11,118","12,791","18,468","8,506","13,526","14,934","5,804","12,203"
2021년01월_여_연령구간인구수,"220,931","2,567","12,177","1,972","9,994","10,468","4,830","5,637","4,440","4,135","9,166","3,474","14,582","3,377","18,041","18,721","11,118","12,791","18,468","8,506","13,526","14,934","5,804","12,203"
2021년01월_여_0~9세,"16,491",182,"1,207",83,"1,107",815,126,296,140,143,605,81,"1,109",149,"1,676","2,214",665,777,"1,344",464,814,"1,119",316,"1,059"
2021년01월_여_10~19세,"20,680",187,"1,009",85,"1,103","1,111",219,439,208,211,576,169,"1,455",201,"1,922","1,546",808,"1,175","2,386",772,"1,136","2,138",312,"1,512"
2021년01월_여_20~29세,"28,509",276,"1,486",201,"1,046","1,123",431,728,"1,197",552,"1,159",932,"1,848",312,"1,981","1,828","1,778","1,778","2,512","1,076","1,978","1,950",619,"1,718"
2021년01월_여_30~39세,"25,618",323,"1,845",191,"1,474","1,195",309,530,451,396,949,394,"1,736",354,"2,373","3,157","1,190","1,299","1,721",716,"1,428","1,502",661,"1,424"
2021년01월_여_40~49세,"36,851",324,"2,041",202,"1,916","1,855",499,758,449,451,"1,271",351,"2,470",418,"3,445","3,132","1,590","2,056","3,704","1,305","2,037","3,410",717,"2,450"
2021년01월_여_50~59세,"39,483",382,"1,662",437,"1,439","1,787",937,"1,203",645,770,"1,492",618,"2,677",641,"2,967","3,065","2,176","2,502","3,623","1,798","2,857","2,665","1,132","2,008"
2021년01월_여_60~69세,"27,922",446,"1,393",412,"1,011","1,268","1,053",900,656,860,"1,456",515,"1,888",682,"2,096","2,160","1,552","1,784","1,633","1,313","1,770",990,"1,116",968
2021년01월_여_70~79세,"16,179",283,938,224,589,842,826,500,447,491,"1,028",277,865,404,"1,055","1,075",849,950,962,623,906,729,670,646
2021년01월_여_80~89세,"7,993",138,495,117,273,416,390,252,217,226,533,119,435,195,445,466,443,400,508,393,535,404,228,365
2021년01월_여_90~99세,"1,129",23,91,20,31,50,36,30,27,35,86,18,95,20,80,74,65,68,73,43,60,26,27,51
2021년01월_여_100세 이상,76,3,10,0,5,6,4,1,3,0,11,0,4,1,1,4,2,2,2,3,5,1,6,2
