카테고리,서울특별시 은평구,서울특별시 은평구 녹번동,서울특별시 은평구 불광제1동,서울특별시 은평구 불광제2동,서울특별시 은평구 갈현제1동,서울특별시 은평구 갈현제2동,서울특별시 은평구 구산동,서울특별시 은평구 대조동,서울특별시 은평구 응암제1동,서울특별시 은평구 응암제2동,서울특별시 은평구 응암제3동,서울특별시 은평구 역촌동,서울특별시 은평구 신사제1동,서울특별시 은평구 신사제2동,서울특별시 은평구 증산동,서울특별시 은평구 수색동,서울특별시 은평구 진관동
2020년01월_남_30~39세,"34,523","3,181","2,770","2,177","1,731","2,140","2,207","2,174","1,854","2,248","1,787","3,512","2,175","1,582","1,104",654,"3,227"
2020년01월_남_40~49세,"38,618","2,947","3,111","2,197","1,820","2,335","2,666","2,105","2,184","2,451","1,946","3,921","2,182","1,714","1,197",608,"5,234"
2020년01월_남_50~59세,"37,212","2,894","3,195","2,371","1,929","2,299","2,925","2,058","1,865","1,639","2,181","3,677","2,161","1,739","1,350",815,"4,114"
2020년01월_남_60~69세,"28,405","2,225","2,438","1,948","1,569","1,673","2,304","1,531","1,322","1,190","1,720","2,709","1,703","1,475","1,119",687,"2,792"
2020년01월_남_70~79세,"16,944","1,382","1,516","1,210",951,988,"1,365","1,002",839,665,"1,091","1,679","1,010",755,650,331,"1,510"
2020년01월_남_80~89세,"5,857",482,586,409,275,368,470,380,278,230,412,540,310,253,209,118,537
2020년01월_남_90~99세,565,38,60,33,36,25,42,33,36,25,36,36,25,35,19,11,75
2020년01월_남_100세 이상,74,5,10,4,1,7,7,7,0,7,5,4,2,4,3,2,6
2020년01월_여_총인구수,"248,286","19,768","21,288","14,946","12,391","15,559","16,855","14,569","13,208","12,971","13,070","25,155","14,562","10,816","8,142","4,410","30,576"
2020년01월_여_연령구간인구수,"248,286","19,768","21,288","14,946","12,391","15,559","16,855","14,569","13,208","12,971","13,070","25,155","14,562","10,816","8,142","4,410","30,576"
2020년01월_여_0~9세,"15,365","1,346","1,300",666,532,864,"1,030",661,798,"1,407",535,"1,558",910,615,424,225,"2,494"
2020년01월_여_10~19세,"19,738","1,245","1,379",955,904,"1,318","1,567",966,"1,153","1,033",855,"1,909","1,085",811,622,260,"3,676"
2020년01월_여_20~29세,"33,776","2,678","2,747","2,121","1,875","2,293","2,283","2,474","1,822","1,276","1,709","3,416","1,951","1,450","1,042",574,"4,065"
2020년01월_여_30~39세,"34,835","3,069","2,933","1,947","1,600","2,106","2,144","2,177","1,878","2,424","1,633","3,680","2,102","1,401","1,056",551,"4,134"
2020년01월_여_40~49세,"39,536","2,946","3,284","2,076","1,810","2,543","2,666","2,166","2,256","2,317","1,891","4,012","2,225","1,710","1,212",570,"5,852"
2020년01월_여_50~59세,"40,056","3,141","3,663","2,708","2,207","2,619","2,851","2,216","1,973","1,711","2,176","4,140","2,439","1,872","1,401",802,"4,137"
2020년01월_여_60~69세,"32,979","2,710","2,927","2,268","1,815","1,970","2,208","1,929","1,664","1,420","2,000","3,315","2,008","1,587","1,237",724,"3,197"
2020년01월_여_70~79세,"21,335","1,758","2,014","1,505","1,168","1,259","1,376","1,353","1,102",927,"1,508","2,138","1,243",900,786,451,"1,847"
2020년01월_여_80~89세,"8,890",723,893,599,394,495,602,533,468,391,658,837,518,405,299,213,862
2020년01월_여_90~99세,"1,447",134,128,92,73,81,116,78,85,55,91,131,71,57,57,37,161
2020년01월_여_100세 이상,329,18,20,9,13,11,12,16,9,10,14,19,10,8,6,3,151
