카테고리,충청북도,충청북도 청주시,충청북도 청주시 상당구,충청북도 청주시 서원구,충청북도 청주시 흥덕구,충청북도 청주시 청원구,충청북도 충주시,충청북도 제천시,충청북도 보은군,충청북도 옥천군,충청북도 영동군,충청북도 증평군,충청북도 진천군,충청북도 괴산군,충청북도 음성군,충청북도 단양군
2020년04월_남_20~29세,"110,190","64,823","12,631","15,732","22,108","14,352","13,884","8,290","1,421","2,553","2,566","2,636","5,173","1,785","5,680","1,379"
2020년04월_남_30~39세,"104,389","62,274","10,921","12,310","21,596","17,447","12,798","6,993","1,287","2,090","1,844","2,693","6,152","1,428","5,698","1,132"
2020년04월_남_40~49세,"125,793","69,115","14,625","15,799","21,942","16,749","16,144","9,678","1,911","3,470","3,033","3,104","7,206","2,271","7,952","1,909"
2020년04월_남_50~59세,"140,703","68,652","15,949","17,264","21,369","14,070","19,415","12,378","3,335","4,839","4,539","3,220","7,364","4,004","9,896","3,061"
2020년04월_남_60~69세,"106,334","45,194","11,002","11,734","12,874","9,584","15,074","10,844","3,367","4,875","4,457","2,414","4,964","4,305","7,698","3,142"
2020년04월_남_70~79세,"53,434","20,684","5,284","5,471","5,373","4,556","7,709","5,578","2,027","2,836","2,826","1,181","2,475","2,502","3,879","1,737"
2020년04월_남_80~89세,"21,835","7,711","2,034","2,064","1,889","1,724","3,257","2,175","1,043","1,269","1,332",483,"1,138","1,136","1,553",738
2020년04월_남_90~99세,"1,981",659,223,159,142,135,315,174,114,136,128,42,86,98,164,65
2020년04월_남_100세 이상,155,49,10,16,7,16,16,25,1,7,10,3,5,6,25,8
2020년04월_여_총인구수,"787,608","417,394","91,422","100,847","130,294","94,831","103,878","66,608","16,234","25,170","24,135","17,963","38,831","18,423","44,441","14,531"
2020년04월_여_연령구간인구수,"787,608","417,394","91,422","100,847","130,294","94,831","103,878","66,608","16,234","25,170","24,135","17,963","38,831","18,423","44,441","14,531"
2020년04월_여_0~9세,"62,198","37,326","7,578","7,431","12,107","10,210","7,412","4,488",736,"1,282","1,197","1,702","3,719",648,"3,081",607
2020년04월_여_10~19세,"72,788","41,841","9,303","10,189","12,917","9,432","9,269","5,795","1,018","1,899","1,739","1,669","3,759","1,044","3,791",964
2020년04월_여_20~29세,"88,172","54,199","10,635","13,294","18,765","11,505","10,421","6,619","1,028","1,911","1,988","1,924","3,762","1,243","4,088",989
2020년04월_여_30~39세,"93,226","57,218","10,638","11,794","19,594","15,192","10,997","6,458","1,038","1,943","1,649","2,195","5,130","1,091","4,521",986
2020년04월_여_40~49세,"116,827","67,577","14,727","16,291","21,357","15,202","15,244","9,113","1,507","2,931","2,511","2,625","5,957","1,664","6,167","1,531"
2020년04월_여_50~59세,"132,947","68,445","15,814","17,833","21,316","13,482","18,443","11,875","2,716","4,245","4,081","2,910","6,120","3,416","7,977","2,719"
2020년04월_여_60~69세,"106,147","46,981","11,216","12,541","13,275","9,949","15,093","10,993","3,204","4,646","4,341","2,347","4,771","3,931","6,873","2,967"
2020년04월_여_70~79세,"65,774","25,763","6,718","6,871","6,455","5,719","9,724","6,740","2,557","3,384","3,654","1,486","2,981","2,927","4,377","2,181"
2020년04월_여_80~89세,"42,308","15,319","4,034","3,898","3,854","3,533","6,341","3,859","2,037","2,492","2,532",974,"2,263","2,103","3,017","1,371"
2020년04월_여_90~99세,"6,823","2,586",714,669,623,580,882,619,368,415,418,122,356,336,520,201
2020년04월_여_100세 이상,398,139,45,36,31,27,52,49,25,22,25,9,13,20,29,15
