카테고리,대전광역시 서구,대전광역시 서구 복수동,대전광역시 서구 도마1동,대전광역시 서구 도마2동,대전광역시 서구 정림동,대전광역시 서구 변동,대전광역시 서구 용문동,대전광역시 서구 탄방동,대전광역시 서구 괴정동,대전광역시 서구 가장동,대전광역시 서구 내동,대전광역시 서구 갈마1동,대전광역시 서구 갈마2동,대전광역시 서구 월평1동,대전광역시 서구 월평2동,대전광역시 서구 월평3동,대전광역시 서구 가수원동,대전광역시 서구 관저1동,대전광역시 서구 관저2동,대전광역시 서구 기성동,대전광역시 서구 둔산1동,대전광역시 서구 둔산2동,대전광역시 서구 만년동,대전광역시 서구 둔산3동
2020년07월_남_총인구수,"236,814","11,287","7,623","9,351","8,232","8,396","6,013","13,039","9,320","6,041","11,683","11,237","12,576","5,985","7,301","10,882","20,415","7,590","24,989","1,974","8,477","17,917","6,638","9,848"
2020년07월_남_연령구간인구수,"236,814","11,287","7,623","9,351","8,232","8,396","6,013","13,039","9,320","6,041","11,683","11,237","12,576","5,985","7,301","10,882","20,415","7,590","24,989","1,974","8,477","17,917","6,638","9,848"
2020년07월_남_0~9세,"20,275","1,147",386,501,592,570,374,886,659,445,"1,037",673,778,230,413,942,"2,856",703,"3,333",59,822,"1,719",526,624
2020년07월_남_10~19세,"26,171","1,572",542,792,826,662,330,"1,288",673,600,"1,299",937,"1,022",321,701,"1,507","2,405",857,"3,234",88,"1,810","2,375",738,"1,592"
2020년07월_남_20~29세,"37,803","1,458","1,325","1,451","1,172","1,204","1,116","2,445","1,984",854,"1,679","2,247","2,869","1,486","1,040","1,610","2,490","1,314","3,459",172,889,"2,764","1,293","1,482"
2020년07월_남_30~39세,"34,330","1,369",875,"1,072",918,"1,137","1,147","2,275","1,904",795,"1,455","2,002","2,268","1,103",828,"1,284","3,292","1,046","4,184",167,617,"2,659","1,093",840
2020년07월_남_40~49세,"38,458","2,093","1,006","1,360","1,203","1,249",880,"2,148","1,472",926,"1,960","1,606","1,951",881,953,"1,645","3,889","1,087","4,517",256,"1,809","2,946","1,062","1,559"
2020년07월_남_50~59세,"37,870","1,742","1,317","1,608","1,459","1,505",882,"2,112","1,171",971,"1,834","1,704","1,986",989,"1,388","1,866","2,715","1,339","3,626",396,"1,314","3,089","1,046","1,811"
2020년07월_남_60~69세,"25,784","1,128","1,232","1,459","1,284","1,222",736,"1,221",886,825,"1,403","1,313","1,134",623,"1,224","1,448","1,808",762,"1,645",406,653,"1,644",592,"1,136"
2020년07월_남_70~79세,"11,785",600,697,795,552,611,401,470,420,458,759,581,426,265,537,418,714,331,755,286,400,520,205,584
2020년07월_남_80~89세,"3,946",161,227,291,208,215,131,182,141,158,233,164,133,79,189,148,218,135,218,128,138,179,72,198
2020년07월_남_90~99세,374,16,15,21,17,20,15,12,10,9,21,8,9,7,27,14,28,16,14,16,24,22,11,22
2020년07월_남_100세 이상,18,1,1,1,1,1,1,0,0,0,3,2,0,1,1,0,0,0,4,0,1,0,0,0
2020년07월_여_총인구수,"244,395","11,590","7,488","9,142","8,544","8,026","6,717","13,942","9,852","6,430","12,501","10,771","12,738","5,161","8,028","11,261","21,032","8,294","26,132","1,879","8,701","19,026","6,590","10,550"
2020년07월_여_연령구간인구수,"244,395","11,590","7,488","9,142","8,544","8,026","6,717","13,942","9,852","6,430","12,501","10,771","12,738","5,161","8,028","11,261","21,032","8,294","26,132","1,879","8,701","19,026","6,590","10,550"
2020년07월_여_0~9세,"19,134","1,073",349,420,564,478,318,793,620,457,978,553,768,196,421,962,"2,755",627,"3,185",48,782,"1,668",503,616
2020년07월_여_10~19세,"24,496","1,529",534,721,715,620,322,"1,150",652,564,"1,402",819,"1,161",286,653,"1,286","2,283",816,"3,095",76,"1,616","2,136",685,"1,375"
2020년07월_여_20~29세,"36,332","1,407","1,076","1,158","1,006","1,000","1,436","2,844","2,372",830,"1,493","1,998","2,753","1,254",913,"1,309","2,458","1,486","3,409",127,802,"2,818","1,113","1,270"
2020년07월_여_30~39세,"33,067","1,435",714,877,895,935,"1,053","2,225","1,678",781,"1,423","1,508","2,000",739,780,"1,404","3,587","1,032","4,356",116,831,"2,859",945,894
2020년07월_여_40~49세,"41,088","2,253",855,"1,193","1,226","1,114",828,"2,346","1,402",985,"2,168","1,652","1,924",704,"1,087","1,924","3,777","1,329","5,064",163,"2,214","3,679","1,175","2,026"
2020년07월_여_50~59세,"40,217","1,751","1,373","1,667","1,741","1,469","1,031","2,278","1,363","1,039","2,064","1,841","2,115",917,"1,573","2,212","2,959","1,516","3,657",334,"1,122","3,220","1,178","1,797"
2020년07월_여_60~69세,"27,625","1,235","1,387","1,668","1,287","1,304",906,"1,282",985,940,"1,682","1,490","1,242",616,"1,243","1,323","1,904",732,"1,872",339,666,"1,617",573,"1,332"
2020년07월_여_70~79세,"13,870",584,796,916,682,738,528,613,516,538,843,566,463,284,744,487,810,463,886,330,424,619,261,779
2020년07월_여_80~89세,"7,199",272,347,442,361,303,254,355,221,243,396,283,272,134,510,302,402,249,511,264,210,351,128,389
2020년07월_여_90~99세,"1,295",50,53,76,66,59,37,53,40,50,48,55,40,29,103,51,93,43,89,76,33,55,29,67
2020년07월_여_100세 이상,72,1,4,4,1,6,4,3,3,3,4,6,0,2,1,1,4,1,8,6,1,4,0,5
